t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,alpha_punish_revalue,delta_outside_degrade,mu_membership_reward,current_delta,eta_delta_drift,punish_floor,punish_intensity_step,pi_reward,lam_punish,mean_exit_capacity,mean_outside_ties,mean_econ_independence,frac_born_inside,mean_tenure,n_deaths_step,exit_rate_last100,cumulative_exit_rate
0,0.3497650346157688,0.494218533193112,0.3497650346157688,0.494218533193112,0.2563228124797704,0.5,0.0,0.3231821100787892,0.33539678797305505,0.0,0.0,0.3231821100787892,0.33539678797305505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.76,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.08,0.0,0.22,0.25,0.48463117599462907,0.4810624600236337,0.4881998919656246,0.0,0.0,0,0.08588957055214724,0.5033333333333333
1,0.358824946306549,0.49424621676147135,0.358824946306549,0.49424621676147135,0.2563228124797704,0.5,0.6166666666666667,0.3235154434121226,0.3356467879730551,0.0,0.6166666666666667,0.3235154434121226,0.3356467879730551,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.18754781000418258,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,24,0.0014999999999999998,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.01,0.22,0.25,0.48695389011532236,0.48444468667548507,0.4894630935551597,0.0,1.0,0,0.08588957055214724,0.5033333333333333
2,0.36913471008241555,0.4938434994374405,0.36913471008241555,0.4938434994374405,0.2563228124797704,0.5,0.8566666666666667,0.3235154434121226,0.3356467879730551,0.0,0.8566666666666667,0.3235154434121226,0.3356467879730551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18782845466560602,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,23,0.0014925,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.08,0.0,0.22,0.25,0.48925266795129146,0.48778661996742545,0.4907187159351575,0.0,2.0,0,0.08588957055214724,0.5033333333333333
3,0.37804092996015676,0.49398517200412057,0.37804092996015676,0.49398517200412057,0.25677878885976063,0.5,0.8866666666666667,0.3237299297194255,0.33708446785862634,0.0,0.8866666666666667,0.3237299297194255,0.33708446785862634,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.18916852779288357,0.08471666666666663,11.74,0.0,0.0,0.15,0.08,23,0.0034850374999999996,0.0,0.022937333333333334,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.013333333333333334,0.22,0.25,0.4936706051205185,0.4938679035899505,0.4934733066510864,0.0,2.99,1,0.08588957055214724,0.5033333333333333
4,0.3866978691333171,0.49410066163045563,0.3866978691333171,0.49410066163045563,0.25677878885976063,0.5,0.8766666666666667,0.3243299297194254,0.3375344678586263,0.0,0.8766666666666667,0.3243299297194254,0.3375344678586263,0.0,0.02,0.02,0.0,0.0033333333333333335,0.0,0.0,0.18882730273086665,0.08499999999999998,11.74,0.0,0.0,0.15,0.08,21,0.006467612312499999,0.0,0.042478586666666665,0.0,0.0,0.8333333333333334,0.0,0.0,0.6,0.0,0.0,0.08,0.02,0.22,0.25,0.49591125462645985,0.4971159839324082,0.4947065253205114,0.0,3.99,0,0.08588957055214724,0.5033333333333333
5,0.3959281423975227,0.49419903716184393,0.3959281423975227,0.49419903716184393,0.25526687473875465,0.5,0.9,0.3254179147700291,0.33797692452256767,0.0,0.9,0.3254179147700291,0.33797692452256767,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.0,0.19007959232347338,0.08471666666666663,11.72,0.0,0.0,0.15,0.08,20,0.0084352742509375,0.0,0.05496234826666666,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.013333333333333334,0.22,0.25,0.49964504282419114,0.5021214713574529,0.49716861429092934,0.0,4.973333333333334,1,0.08588957055214724,0.5033333333333333
6,0.40510032804580043,0.4936195446444888,0.40510032804580043,0.4936195446444888,0.25526687473875465,0.5,0.92,0.3263512481033624,0.33867692452256765,0.0,0.92,0.3263512481033624,0.33867692452256765,0.0,0.02666666666666667,0.02666666666666667,0.0,0.006666666666666667,0.0,0.0,0.18970511390245332,0.08499999999999998,11.72,0.0,0.0,0.15,0.08,19,0.01239309787968281,0.0,0.08052976796799999,0.0,0.0,0.75,0.0,0.0,0.6,0.0,0.0,0.08,0.02666666666666667,0.22,0.25,0.5018333485357622,0.5052843670248611,0.49838233004666344,0.0,5.973333333333334,0,0.08588957055214724,0.5033333333333333
7,0.41484716270828753,0.49339005318721413,0.41484716270828753,0.49339005318721413,0.25526687473875465,0.5,0.8966666666666666,0.3276845814366957,0.33967692452256765,0.0,0.8966666666666666,0.3276845814366957,0.33967692452256765,0.0,0.03666666666666667,0.03666666666666667,0.0,0.0033333333333333335,0.0,0.0,0.18997111145584025,0.08499999999999998,11.72,0.0,0.0,0.15,0.08,18,0.017831132390284398,0.0,0.11558583927530665,0.0,0.0,0.8181818181818182,0.0,0.0,0.6,0.0,0.0,0.08,0.03666666666666667,0.22,0.25,0.5039985244130639,0.5084082853182647,0.499588763507863,0.0,6.973333333333334,0,0.08588957055214724,0.5033333333333333
8,0.4241323463886519,0.49395458731949704,0.4241323463886519,0.49395458731949704,0.25526687473875465,0.5,0.8866666666666667,0.32868458143669577,0.3404269245225677,0.0,0.8866666666666667,0.32868458143669577,0.3404269245225677,0.0,0.02666666666666667,0.02666666666666667,0.0,0.0033333333333333335,0.0,0.0,0.19023466455211208,0.08499999999999998,11.72,0.0,0.0,0.15,0.08,17,0.021741976728332973,0.0,0.1399407891564672,0.0,0.0,0.875,0.0,0.0,0.6,0.0,0.0,0.08,0.02666666666666667,0.22,0.25,0.5061407092351017,0.5114934601019079,0.5007879583682956,0.0,7.973333333333334,0,0.08588957055214724,0.5033333333333333
9,0.4322291610489728,0.4957940432994184,0.4322291610489728,0.4957940432994184,0.25343789832501984,0.5,0.8633333333333333,0.32924997807862255,0.3408509390873532,0.0033333333333333335,0.8633333333333333,0.32924997807862255,0.3408509390873532,0.0033333333333333335,0.01,0.01,0.0,0.01,0.0,0.0,0.19352826370766518,0.08414999999999997,11.686666666666667,0.0,0.0,0.15,0.07666666666666666,15,0.02067300528031787,0.0,0.1315143701840045,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.01,0.22,0.25,0.5141590816410158,0.5199465102794691,0.5083716530025624,0.0,8.883333333333333,3,0.08588957055214724,0.5033333333333333
