config,sigma,pi_reward,exit_opportunity_base,n_seeds,regime_overt_majority,regime_aware_majority,enforcer_share_mean,enforcer_share_std,self_policing_mean,belief_mean,exit_mean,n_mislabeled
P1S0A1,0.55,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.09978806867625199,0.6508571428571429,0
P1S0A1,0.55,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.10260600247383016,0.6702857142857143,0
P1S0A1,0.55,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.11627316421512883,0.6897142857142857,0
P1S0A1,0.55,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.1650364235548406,0.6531428571428571,0
P1S0A1,0.55,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.17422632486827722,0.6708571428571428,0
P1S0A1,0.55,0.2510324036529688,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.17519783520700744,0.6737142857142857,0
P1S0A1,0.55,0.5010324036529687,0.15,5,QUIET,QUIET,0.6,0.5477225575051661,0.0,0.16896642912172571,0.6611428571428571,0
P1S0A1,0.55,0.5010324036529687,0.35,5,QUIET,QUIET,0.4,0.5477225575051661,0.0,0.18498120936343695,0.6857142857142857,0
P1S0A1,0.55,0.5010324036529687,0.6,5,QUIET,QUIET,0.6,0.5477225575051661,0.0,0.18786585044619508,0.6988571428571428,0
P1S0A1,0.75,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.09156838910040876,0.4382857142857143,0
P1S0A1,0.75,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.09455232443521704,0.45771428571428563,0
P1S0A1,0.75,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.09704025410887925,0.48114285714285715,0
P1S0A1,0.75,0.2510324036529688,0.15,5,QUIET,QUIET,0.6833333333333333,0.40994579587496144,0.0,0.13045101483854243,0.5142857142857142,0
P1S0A1,0.75,0.2510324036529688,0.35,5,QUIET,QUIET,0.3,0.4472135954999579,0.0,0.13107803242311553,0.5182857142857143,0
P1S0A1,0.75,0.2510324036529688,0.6,5,QUIET,QUIET,0.13333333333333333,0.2981423969999719,0.0,0.11438246235334257,0.528,0
P1S0A1,0.75,0.5010324036529687,0.15,5,QUIET,QUIET,1.0,0.0,0.00112994350282484,0.13999099339065615,0.5188571428571429,0
P1S0A1,0.75,0.5010324036529687,0.35,5,QUIET,QUIET,1.0,0.0,0.0,0.14344752285733714,0.5211428571428571,0
P1S0A1,0.75,0.5010324036529687,0.6,5,QUIET,QUIET,1.0,0.0,0.0012121212121212,0.1459948428972034,0.5359999999999999,0
P1S0A1,0.95,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.09111754542700828,0.3668571428571428,0
P1S0A1,0.95,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.0984265900863867,0.3897142857142857,0
P1S0A1,0.95,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.09562698695087139,0.40285714285714286,0
P1S0A1,0.95,0.2510324036529688,0.15,5,QUIET,QUIET,1.0,0.0,0.0,0.13328186662716449,0.4702857142857143,0
P1S0A1,0.95,0.2510324036529688,0.35,5,QUIET,QUIET,1.0,0.0,0.0,0.12959167203473884,0.4668571428571428,0
P1S0A1,0.95,0.2510324036529688,0.6,5,QUIET,QUIET,1.0,0.0,0.0,0.13271722010002635,0.46399999999999997,0
P1S0A1,0.95,0.5010324036529687,0.15,5,QUIET,QUIET,1.0,0.0,0.0035928143712574802,0.1369234960568961,0.4634285714285714,0
P1S0A1,0.95,0.5010324036529687,0.35,5,QUIET,QUIET,1.0,0.0,0.00479209270620312,0.14421360965703242,0.46914285714285714,0
P1S0A1,0.95,0.5010324036529687,0.6,5,QUIET,QUIET,1.0,0.0,0.0038216560509554,0.13385569255109642,0.46799999999999997,0
P1S1A0,0.25,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.030014394248988496,0.8497142857142856,0
P1S1A0,0.25,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.013211382113821122,0.8525714285714286,0
P1S1A0,0.25,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.01608251996450752,0.8577142857142857,0
P1S1A0,0.25,0.2510324036529688,0.15,5,QUIET,QUIET,0.4,0.5477225575051662,0.0,0.1264619339530671,0.624,0
P1S1A0,0.25,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.13536431346721994,0.7702857142857142,0
P1S1A0,0.25,0.2510324036529688,0.6,5,QUIET,QUIET,0.2,0.447213595499958,0.0,0.14375831958937024,0.7617142857142858,0
P1S1A0,0.25,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9915862297070092,0.00768358292384202,0.0,0.09586748294578752,0.045714285714285686,0
P1S1A0,0.25,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9943190975020144,0.007787043364628337,0.0,0.09332561096527706,0.056571428571428536,0
P1S1A0,0.25,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9945205479452055,0.0075030487329474935,0.0,0.0916757444603381,0.07771428571428567,0
P1S1A0,0.55,0.0510324036529687,0.15,5,QUIET,QUIET,0.2,0.4472135954999579,0.0,0.09878441834227977,0.4828571428571428,0
P1S1A0,0.55,0.0510324036529687,0.35,5,QUIET,QUIET,0.2,0.4472135954999579,0.0,0.09939897167830233,0.5548571428571428,0
P1S1A0,0.55,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.10190681319017655,0.5931428571428572,0
P1S1A0,0.55,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9857131192954831,0.00014434579957403983,0.0,0.10051896805492118,0.044571428571428526,0
P1S1A0,0.55,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9884837382503978,0.006445578789015022,0.0,0.09781475574908645,0.04171428571428568,0
P1S1A0,0.55,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9915862297070092,0.007683582923842005,0.0,0.0974305560827498,0.04457142857142854,0
P1S1A0,0.55,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9863102378734873,0.0007064217419337886,0.0,0.09905068066819828,0.042285714285714246,0
P1S1A0,0.55,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9855949655164238,0.0008025880836549701,0.0,0.09743187858937438,0.03828571428571424,0
P1S1A0,0.55,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9852653429110415,0.0007379789094371743,0.0,0.10041784453025401,0.04399999999999996,0
P1S1A0,0.75,0.0510324036529687,0.15,5,CAPTURE,CAPTURE,0.9903801169590644,0.008884752038287149,0.0,0.08316910152590352,0.10628571428571423,0
P1S1A0,0.75,0.0510324036529687,0.35,5,CAPTURE,CAPTURE,0.9930849478390462,0.009489912295236411,0.0,0.08117830280085125,0.11999999999999997,0
P1S1A0,0.75,0.0510324036529687,0.6,5,CAPTURE,CAPTURE,0.9966101694915255,0.007579891449151822,0.0,0.08134339930577597,0.14857142857142852,0
P1S1A0,0.75,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9851478269173282,0.0005381277758203437,0.0,0.10305624918369385,0.03999999999999994,0
P1S1A0,0.75,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9850154345983302,0.0010476326452183537,0.0,0.1035656902174203,0.05085714285714282,0
P1S1A0,0.75,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9851008264002118,0.0005916313317799924,0.0,0.0959033658035659,0.0468571428571428,0
P1S1A0,0.75,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9878844905905255,0.006831846655302662,0.0,0.10081890185312718,0.042285714285714246,0
P1S1A0,0.75,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9847924782059561,0.0010612339857456693,0.0,0.10478440653693025,0.0514285714285714,0
P1S1A0,0.75,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.984702793061002,0.0003605234864177055,0.0,0.10537821267575594,0.05142857142857138,0
P1S1A0,0.95,0.0510324036529687,0.15,5,CAPTURE,CAPTURE,0.9967213114754099,0.0073313704180320936,0.0,0.08257789721025385,0.07257142857142852,0
P1S1A0,0.95,0.0510324036529687,0.35,5,CAPTURE,CAPTURE,0.9962264150943396,0.008437992367923789,0.0,0.0820015506484263,0.07999999999999996,0
P1S1A0,0.95,0.0510324036529687,0.6,5,CAPTURE,CAPTURE,1.0,0.0,0.0,0.08019944257169066,0.06628571428571424,0
P1S1A0,0.95,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9837360270849459,0.0015509234895741027,0.0,0.10459599133979029,0.0594285714285714,0
P1S1A0,0.95,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9838342611759204,0.0016005215509736267,0.0,0.10218953225027372,0.061142857142857096,0
P1S1A0,0.95,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9844268551873094,0.0013083003443317236,0.0,0.10609109091291802,0.06285714285714282,0
P1S1A0,0.95,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9837470168720168,0.001686211896436106,0.0,0.10616494235431972,0.051999999999999956,0
P1S1A0,0.95,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9876770886834446,0.006975194016668555,0.0,0.10845077567996915,0.05199999999999998,0
P1S1A0,0.95,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9838107261008805,0.001116316703142779,0.0,0.10653716384746766,0.05085714285714282,0
P1S1A1,0.25,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.030014394248988496,0.8497142857142856,0
P1S1A1,0.25,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.013211382113821122,0.8525714285714286,0
P1S1A1,0.25,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.01608251996450752,0.8577142857142857,0
P1S1A1,0.25,0.2510324036529688,0.15,5,QUIET,QUIET,0.4,0.5477225575051662,0.5902218910415631,0.1264619339530671,0.624,3
P1S1A1,0.25,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.2,0.13536431346721994,0.7702857142857142,1
P1S1A1,0.25,0.2510324036529688,0.6,5,QUIET,QUIET,0.2,0.447213595499958,0.18193548387096775,0.14375831958937024,0.7617142857142858,1
P1S1A1,0.25,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9915862297070092,0.00768358292384202,0.9945984129141102,0.09586748294578752,0.045714285714285686,0
P1S1A1,0.25,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9943190975020144,0.007787043364628337,0.9404833627573421,0.09332561096527706,0.056571428571428536,0
P1S1A1,0.25,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9945205479452055,0.0075030487329474935,0.8543569657381637,0.0916757444603381,0.07771428571428567,0
P1S1A1,0.55,0.0510324036529687,0.15,5,QUIET,QUIET,0.2,0.4472135954999579,0.5983471074380166,0.09878441834227977,0.4828571428571428,3
P1S1A1,0.55,0.0510324036529687,0.35,5,QUIET,QUIET,0.2,0.4472135954999579,0.19454545454545455,0.09939897167830233,0.5548571428571428,1
P1S1A1,0.55,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.10190681319017655,0.5931428571428572,0
P1S1A1,0.55,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9857131192954831,0.00014434579957403983,0.991038450553624,0.10051896805492118,0.044571428571428526,0
P1S1A1,0.55,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9884837382503978,0.006445578789015022,0.9487029739771964,0.09781475574908645,0.04171428571428568,0
P1S1A1,0.55,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9915862297070092,0.007683582923842005,0.8756230420023913,0.0974305560827498,0.04457142857142854,0
P1S1A1,0.55,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9863102378734873,0.0007064217419337886,0.991649145547443,0.09905068066819828,0.042285714285714246,0
P1S1A1,0.55,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9855949655164238,0.0008025880836549701,0.9596083870263519,0.09743187858937438,0.03828571428571424,0
P1S1A1,0.55,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9852653429110415,0.0007379789094371743,0.8883311308712173,0.10041784453025401,0.04399999999999996,0
P1S1A1,0.75,0.0510324036529687,0.15,5,CAPTURE,CAPTURE,0.9903801169590644,0.008884752038287149,0.9910347511913253,0.08316910152590352,0.10628571428571423,0
P1S1A1,0.75,0.0510324036529687,0.35,5,CAPTURE,CAPTURE,0.9930849478390462,0.009489912295236411,0.9552918318165211,0.08117830280085125,0.11999999999999997,0
P1S1A1,0.75,0.0510324036529687,0.6,5,CAPTURE,CAPTURE,0.9966101694915255,0.007579891449151822,0.8941600707943801,0.08134339930577597,0.14857142857142852,0
P1S1A1,0.75,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9851478269173282,0.0005381277758203437,0.9921980817121977,0.10305624918369385,0.03999999999999994,0
P1S1A1,0.75,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9850154345983302,0.0010476326452183537,0.9621182139682576,0.1035656902174203,0.05085714285714282,0
P1S1A1,0.75,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9851008264002118,0.0005916313317799924,0.8891232662797952,0.0959033658035659,0.0468571428571428,0
P1S1A1,0.75,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9878844905905255,0.006831846655302662,0.9970128300813874,0.10081890185312718,0.042285714285714246,0
P1S1A1,0.75,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9847924782059561,0.0010612339857456693,0.9582886339453859,0.10478440653693025,0.0514285714285714,0
P1S1A1,0.75,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.984702793061002,0.0003605234864177055,0.8933122227902492,0.10537821267575594,0.05142857142857138,0
P1S1A1,0.95,0.0510324036529687,0.15,5,CAPTURE,CAPTURE,0.9967213114754099,0.0073313704180320936,0.9908029711542066,0.08257789721025385,0.07257142857142852,0
P1S1A1,0.95,0.0510324036529687,0.35,5,CAPTURE,CAPTURE,0.9962264150943396,0.008437992367923789,0.960250368934096,0.0820015506484263,0.07999999999999996,0
P1S1A1,0.95,0.0510324036529687,0.6,5,CAPTURE,CAPTURE,1.0,0.0,0.905086024466496,0.08019944257169066,0.06628571428571424,0
P1S1A1,0.95,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9837360270849459,0.0015509234895741027,0.9909932400064942,0.10459599133979029,0.0594285714285714,0
P1S1A1,0.95,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9838342611759204,0.0016005215509736267,0.959737445056097,0.10218953225027372,0.061142857142857096,0
P1S1A1,0.95,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9844268551873094,0.0013083003443317236,0.9054653633650922,0.10609109091291802,0.06285714285714282,0
P1S1A1,0.95,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9837470168720168,0.001686211896436106,0.9934415922917408,0.10616494235431972,0.051999999999999956,0
P1S1A1,0.95,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9876770886834446,0.006975194016668555,0.961434634623005,0.10845077567996915,0.05199999999999998,0
P1S1A1,0.95,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9838107261008805,0.001116316703142779,0.9066722351425603,0.10653716384746766,0.05085714285714282,0
