config,sigma,pi_reward,exit_opportunity_base,n_seeds,regime_overt_majority,regime_aware_majority,enforcer_share_mean,enforcer_share_std,self_policing_mean,belief_mean,exit_mean,n_mislabeled
P0S0A1,0.25,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8702857142857143,0
P0S0A1,0.25,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8691428571428572,0
P0S0A1,0.25,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8822857142857142,0
P0S0A1,0.25,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.14319484383749337,0.8480000000000001,0
P0S0A1,0.25,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.1258992231081225,0.8497142857142859,0
P0S0A1,0.25,0.2510324036529688,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.13235356006207416,0.8542857142857143,0
P0S0A1,0.25,0.5010324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.2819119104769116,0.8268571428571428,0
P0S0A1,0.25,0.5010324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.25541982719841155,0.8245714285714285,0
P0S0A1,0.25,0.5010324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.2636157326233305,0.8257142857142856,0
P0S0A1,0.55,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.08505702888123615,0.6451428571428572,0
P0S0A1,0.55,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.09285593867994471,0.6588571428571428,0
P0S0A1,0.55,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.11032533650818359,0.6988571428571428,0
P0S0A1,0.55,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.1493790081365413,0.6217142857142857,0
P0S0A1,0.55,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.15687689729824347,0.6611428571428571,0
P0S0A1,0.55,0.2510324036529688,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.16233858055762793,0.6782857142857143,0
P0S0A1,0.55,0.5010324036529687,0.15,5,QUIET,QUIET,0.4,0.5477225575051662,0.0,0.15264848245842816,0.6445714285714286,0
P0S0A1,0.55,0.5010324036529687,0.35,5,QUIET,QUIET,0.2,0.447213595499958,0.0,0.16676757900519376,0.6737142857142857,0
P0S0A1,0.55,0.5010324036529687,0.6,5,QUIET,QUIET,0.2,0.447213595499958,0.0,0.17809032488686766,0.6851428571428572,0
P0S0A1,0.75,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.09057829490135708,0.4565714285714286,0
P0S0A1,0.75,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.09048946941530034,0.47314285714285714,0
P0S0A1,0.75,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.09207274802201396,0.48571428571428565,0
P0S0A1,0.75,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.11485490316135472,0.4805714285714286,0
P0S0A1,0.75,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.11152119671325392,0.49257142857142855,0
P0S0A1,0.75,0.2510324036529688,0.6,5,QUIET,QUIET,0.1,0.223606797749979,0.0,0.11650214680717186,0.49771428571428566,0
P0S0A1,0.75,0.5010324036529687,0.15,5,QUIET,QUIET,1.0,0.0,0.0,0.13113306203975636,0.47714285714285715,0
P0S0A1,0.75,0.5010324036529687,0.35,5,QUIET,QUIET,0.9,0.22360679774997896,0.0,0.12661222493624724,0.4805714285714286,0
P0S0A1,0.75,0.5010324036529687,0.6,5,QUIET,QUIET,0.9333333333333332,0.14907119849998599,0.0,0.13152138101031252,0.5034285714285713,0
P0S0A1,0.95,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.09680749293897294,0.3845714285714285,0
P0S0A1,0.95,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.0938915340043566,0.3874285714285714,0
P0S0A1,0.95,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.0943569808556412,0.384,0
P0S0A1,0.95,0.2510324036529688,0.15,5,QUIET,QUIET,0.8,0.4472135954999579,0.0,0.11427565485414659,0.4331428571428571,0
P0S0A1,0.95,0.2510324036529688,0.35,5,QUIET,QUIET,0.9,0.22360679774997896,0.0,0.12248851813989034,0.4314285714285714,0
P0S0A1,0.95,0.2510324036529688,0.6,5,QUIET,QUIET,0.8,0.4472135954999579,0.0,0.12195956620814932,0.4377142857142857,0
P0S0A1,0.95,0.5010324036529687,0.15,5,QUIET,QUIET,1.0,0.0,0.0,0.1312893210283745,0.44000000000000006,0
P0S0A1,0.95,0.5010324036529687,0.35,5,QUIET,QUIET,0.875,0.21650635094610965,0.0,0.1270490117495014,0.4314285714285714,0
P0S0A1,0.95,0.5010324036529687,0.6,5,QUIET,QUIET,0.8,0.4472135954999579,0.0,0.12759427602870294,0.43999999999999995,0
P0S1A0,0.25,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8537142857142858,0
P0S1A0,0.25,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8645714285714285,0
P0S1A0,0.25,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8805714285714286,0
P0S1A0,0.25,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.1366438334457575,0.8028571428571428,0
P0S1A0,0.25,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.13103605717256192,0.7954285714285715,0
P0S1A0,0.25,0.2510324036529688,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.12442364612132051,0.7914285714285715,0
P0S1A0,0.25,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9898071331653421,0.009390822049622324,0.0,0.08285839526912656,0.06857142857142853,0
P0S1A0,0.25,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9934434968017058,0.009037500252740279,0.0,0.08840583838516733,0.0788571428571428,0
P0S1A0,0.25,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9897152847152848,0.009450735573374187,0.0,0.08623212508324714,0.06342857142857136,0
P0S1A0,0.55,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.0966996352571039,0.5828571428571429,0
P0S1A0,0.55,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.09637278188491794,0.5748571428571428,0
P0S1A0,0.55,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.09370274170274165,0.6034285714285714,0
P0S1A0,0.55,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.987588587487781,0.006949951917325485,0.0,0.09693399841566983,0.05599999999999996,0
P0S1A0,0.55,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9825710408684547,0.0011936205681048035,0.0,0.10071589961998914,0.046857142857142806,0
P0S1A0,0.55,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9838571319754609,0.0015525814244208476,0.0,0.10184207504943632,0.056571428571428516,0
P0S1A0,0.55,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9848630563336446,0.0019123078976196724,0.0,0.09944782222199174,0.04685714285714284,0
P0S1A0,0.55,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9851378058982008,0.001188411125705645,0.0,0.10200452121211098,0.05371428571428568,0
P0S1A0,0.55,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9849132511528161,0.001189520803415194,0.0,0.0974435670622317,0.05599999999999996,0
P0S1A0,0.75,0.0510324036529687,0.15,5,CAPTURE,CAPTURE,0.8,0.4472135954999579,0.0,0.07963633738019635,0.2194285714285714,0
P0S1A0,0.75,0.0510324036529687,0.35,5,QUIET,QUIET,0.6,0.5477225575051661,0.0,0.08632629976106262,0.28514285714285714,0
P0S1A0,0.75,0.0510324036529687,0.6,5,QUIET,QUIET,0.4666666666666666,0.5055250296034367,0.0,0.08905116838999584,0.3857142857142857,0
P0S1A0,0.75,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9842251739405439,0.001000187815346182,0.0,0.10311854441801527,0.04685714285714282,0
P0S1A0,0.75,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.983555772720927,0.0010173097764604733,0.0,0.10774724382427607,0.05085714285714282,0
P0S1A0,0.75,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9840785832437376,0.0014081058953896999,0.0,0.10324079732070254,0.05885714285714281,0
P0S1A0,0.75,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9877289173245055,0.006874359877946044,0.0,0.104316035541445,0.04571428571428568,0
P0S1A0,0.75,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9843305092849718,0.0009359087981169863,0.0,0.10731716729146885,0.04685714285714282,0
P0S1A0,0.75,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9843305092849718,0.0009359087981169863,0.0,0.10635817008539775,0.04399999999999996,0
P0S1A0,0.95,0.0510324036529687,0.15,5,CAPTURE,CAPTURE,0.9857975735591907,0.008097195409959497,0.0,0.0764002182304097,0.06514285714285711,0
P0S1A0,0.95,0.0510324036529687,0.35,5,CAPTURE,CAPTURE,0.9959183673469388,0.009126808071427676,0.0,0.0781973993949449,0.07199999999999995,0
P0S1A0,0.95,0.0510324036529687,0.6,5,CAPTURE,CAPTURE,1.0,0.0,0.0,0.0780368739938889,0.07028571428571424,0
P0S1A0,0.95,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9832016823668367,0.0012484342269789268,0.0,0.10405605772844806,0.06057142857142854,0
P0S1A0,0.95,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9825100018454892,0.0012171166989322023,0.0,0.10331896356338224,0.07199999999999997,0
P0S1A0,0.95,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9827056684683804,0.0010659152878863816,0.0,0.10466520953424259,0.07828571428571424,0
P0S1A0,0.95,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9865643160725128,0.00757941406200039,0.0,0.10214114878817852,0.06514285714285709,0
P0S1A0,0.95,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9825396825396826,0.0014490014748812232,0.0,0.10219371291428696,0.07199999999999994,0
P0S1A0,0.95,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9823003187288902,0.0018721494395768467,0.0,0.10570141190173617,0.08171428571428566,0
P0S1A1,0.25,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8537142857142858,0
P0S1A1,0.25,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8645714285714285,0
P0S1A1,0.25,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.0,0.8805714285714286,0
P0S1A1,0.25,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.5286971830985916,0.1366438334457575,0.8028571428571428,3
P0S1A1,0.25,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.3714321202335114,0.13103605717256192,0.7954285714285715,2
P0S1A1,0.25,0.2510324036529688,0.6,5,QUIET,QUIET,0.0,0.0,0.2,0.12442364612132051,0.7914285714285715,1
P0S1A1,0.25,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9898071331653421,0.009390822049622324,0.9890531044835742,0.08285839526912656,0.06857142857142853,0
P0S1A1,0.25,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9934434968017058,0.009037500252740279,0.9328084196078908,0.08840583838516733,0.0788571428571428,0
P0S1A1,0.25,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9897152847152848,0.009450735573374206,0.8638832659858249,0.08623212508324714,0.06342857142857136,0
P0S1A1,0.55,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.4,0.0966996352571039,0.5828571428571429,2
P0S1A1,0.55,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.2,0.09637278188491794,0.5748571428571428,1
P0S1A1,0.55,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.09370274170274165,0.6034285714285714,0
P0S1A1,0.55,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.987588587487781,0.006949951917325485,0.9890307605037478,0.09693399841566983,0.05599999999999996,0
P0S1A1,0.55,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9825710408684547,0.0011936205681048035,0.950209999552758,0.10071589961998914,0.046857142857142806,0
P0S1A1,0.55,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9838571319754609,0.0015525814244208476,0.8813863586342894,0.10184207504943632,0.056571428571428516,0
P0S1A1,0.55,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9848630563336446,0.0019123078976196724,0.9891576216910032,0.09944782222199174,0.04685714285714284,0
P0S1A1,0.55,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9851378058982008,0.001188411125705645,0.9599446519792025,0.10200452121211098,0.05371428571428568,0
P0S1A1,0.55,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9849132511528161,0.001189520803415194,0.881945972015575,0.0974435670622317,0.05599999999999996,0
P0S1A1,0.75,0.0510324036529687,0.15,5,CAPTURE,CAPTURE,0.8,0.4472135954999579,0.7904171947101687,0.07963633738019635,0.2194285714285714,0
P0S1A1,0.75,0.0510324036529687,0.35,5,QUIET,QUIET,0.6,0.5477225575051661,0.5775460675615094,0.08632629976106262,0.28514285714285714,1
P0S1A1,0.75,0.0510324036529687,0.6,5,QUIET,QUIET,0.4666666666666666,0.5055250296034367,0.4298147695730396,0.08905116838999584,0.3857142857142857,2
P0S1A1,0.75,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9842251739405439,0.001000187815346182,0.9940007875314085,0.10311854441801527,0.04685714285714282,0
P0S1A1,0.75,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.983555772720927,0.0010173097764604733,0.9608098795388577,0.10774724382427607,0.05085714285714282,0
P0S1A1,0.75,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9840785832437376,0.0014081058953896999,0.8930876477292674,0.10324079732070254,0.05885714285714281,0
P0S1A1,0.75,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9877289173245055,0.006874359877946044,0.9904342423899383,0.104316035541445,0.04571428571428568,0
P0S1A1,0.75,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9843305092849718,0.0009359087981169863,0.9694766072807723,0.10731716729146885,0.04685714285714282,0
P0S1A1,0.75,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9843305092849718,0.0009359087981169863,0.9068007112837305,0.10635817008539775,0.04399999999999996,0
P0S1A1,0.95,0.0510324036529687,0.15,5,CAPTURE,CAPTURE,0.9857975735591907,0.008097195409959497,0.9890277139989436,0.0764002182304097,0.06514285714285711,0
P0S1A1,0.95,0.0510324036529687,0.35,5,CAPTURE,CAPTURE,0.9959183673469388,0.009126808071427676,0.9607854784757525,0.0781973993949449,0.07199999999999995,0
P0S1A1,0.95,0.0510324036529687,0.6,5,CAPTURE,CAPTURE,1.0,0.0,0.9041623608962478,0.0780368739938889,0.07028571428571424,0
P0S1A1,0.95,0.2510324036529688,0.15,5,CAPTURE,CAPTURE,0.9832016823668367,0.0012484342269789268,0.9920856701985399,0.10405605772844806,0.06057142857142854,0
P0S1A1,0.95,0.2510324036529688,0.35,5,CAPTURE,CAPTURE,0.9825100018454892,0.0012171166989322023,0.9673253408768575,0.10331896356338224,0.07199999999999997,0
P0S1A1,0.95,0.2510324036529688,0.6,5,CAPTURE,CAPTURE,0.9827056684683804,0.0010659152878863816,0.9069726721291091,0.10466520953424259,0.07828571428571424,0
P0S1A1,0.95,0.5010324036529687,0.15,5,CAPTURE,CAPTURE,0.9865643160725128,0.00757941406200039,0.9938669683673675,0.10214114878817852,0.06514285714285709,0
P0S1A1,0.95,0.5010324036529687,0.35,5,CAPTURE,CAPTURE,0.9825396825396826,0.0014490014748812232,0.9642395711954534,0.10219371291428696,0.07199999999999994,0
P0S1A1,0.95,0.5010324036529687,0.6,5,CAPTURE,CAPTURE,0.9823003187288902,0.0018721494395768467,0.9112201438679584,0.10570141190173617,0.08171428571428566,0
P1S0A0,0.25,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.01597191750767876,0.8594285714285714,0
P1S0A0,0.25,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.01382739122100822,0.8725714285714286,0
P1S0A0,0.25,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.00377358490566036,0.8662857142857142,0
P1S0A0,0.25,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.14830176534231748,0.8297142857142857,0
P1S0A0,0.25,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.1559881507984739,0.8394285714285715,0
P1S0A0,0.25,0.2510324036529688,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.1614106556211819,0.836,0
P1S0A0,0.25,0.5010324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.26040861263017306,0.8068571428571429,0
P1S0A0,0.25,0.5010324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.2788496306806166,0.8137142857142857,0
P1S0A0,0.25,0.5010324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.2761813662238718,0.8217142857142857,0
P1S0A0,0.55,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.09978806867625199,0.6508571428571429,0
P1S0A0,0.55,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.10260600247383016,0.6702857142857143,0
P1S0A0,0.55,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.11627316421512883,0.6897142857142857,0
P1S0A0,0.55,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.1650364235548406,0.6531428571428571,0
P1S0A0,0.55,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.17422632486827722,0.6708571428571428,0
P1S0A0,0.55,0.2510324036529688,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.17519783520700744,0.6737142857142857,0
P1S0A0,0.55,0.5010324036529687,0.15,5,QUIET,QUIET,0.6,0.5477225575051661,0.0,0.16896642912172571,0.6611428571428571,0
P1S0A0,0.55,0.5010324036529687,0.35,5,QUIET,QUIET,0.4,0.5477225575051661,0.0,0.18498120936343695,0.6857142857142857,0
P1S0A0,0.55,0.5010324036529687,0.6,5,QUIET,QUIET,0.6,0.5477225575051661,0.0,0.18786585044619508,0.6988571428571428,0
P1S0A0,0.75,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.09156838910040876,0.4382857142857143,0
P1S0A0,0.75,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.09455232443521704,0.45771428571428563,0
P1S0A0,0.75,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.09704025410887925,0.48114285714285715,0
P1S0A0,0.75,0.2510324036529688,0.15,5,QUIET,QUIET,0.6833333333333333,0.40994579587496144,0.0,0.13045101483854243,0.5142857142857142,0
P1S0A0,0.75,0.2510324036529688,0.35,5,QUIET,QUIET,0.3,0.4472135954999579,0.0,0.13107803242311553,0.5182857142857143,0
P1S0A0,0.75,0.2510324036529688,0.6,5,QUIET,QUIET,0.13333333333333333,0.2981423969999719,0.0,0.11438246235334257,0.528,0
P1S0A0,0.75,0.5010324036529687,0.15,5,QUIET,QUIET,1.0,0.0,0.0,0.13999099339065615,0.5188571428571429,0
P1S0A0,0.75,0.5010324036529687,0.35,5,QUIET,QUIET,1.0,0.0,0.0,0.14344752285733714,0.5211428571428571,0
P1S0A0,0.75,0.5010324036529687,0.6,5,QUIET,QUIET,1.0,0.0,0.0,0.1459948428972034,0.5359999999999999,0
P1S0A0,0.95,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.09111754542700828,0.3668571428571428,0
P1S0A0,0.95,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.0984265900863867,0.3897142857142857,0
P1S0A0,0.95,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.09562698695087139,0.40285714285714286,0
P1S0A0,0.95,0.2510324036529688,0.15,5,QUIET,QUIET,1.0,0.0,0.0,0.13328186662716449,0.4702857142857143,0
P1S0A0,0.95,0.2510324036529688,0.35,5,QUIET,QUIET,1.0,0.0,0.0,0.12959167203473884,0.4668571428571428,0
P1S0A0,0.95,0.2510324036529688,0.6,5,QUIET,QUIET,1.0,0.0,0.0,0.13271722010002635,0.46399999999999997,0
P1S0A0,0.95,0.5010324036529687,0.15,5,QUIET,QUIET,1.0,0.0,0.0,0.1369234960568961,0.4634285714285714,0
P1S0A0,0.95,0.5010324036529687,0.35,5,QUIET,QUIET,1.0,0.0,0.0,0.14421360965703242,0.46914285714285714,0
P1S0A0,0.95,0.5010324036529687,0.6,5,QUIET,QUIET,1.0,0.0,0.0,0.13385569255109642,0.46799999999999997,0
P1S0A1,0.25,0.0510324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.01597191750767876,0.8594285714285714,0
P1S0A1,0.25,0.0510324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.01382739122100822,0.8725714285714286,0
P1S0A1,0.25,0.0510324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.00377358490566036,0.8662857142857142,0
P1S0A1,0.25,0.2510324036529688,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.14830176534231748,0.8297142857142857,0
P1S0A1,0.25,0.2510324036529688,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.1559881507984739,0.8394285714285715,0
P1S0A1,0.25,0.2510324036529688,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.1614106556211819,0.836,0
P1S0A1,0.25,0.5010324036529687,0.15,5,QUIET,QUIET,0.0,0.0,0.0,0.26040861263017306,0.8068571428571429,0
P1S0A1,0.25,0.5010324036529687,0.35,5,QUIET,QUIET,0.0,0.0,0.0,0.2788496306806166,0.8137142857142857,0
P1S0A1,0.25,0.5010324036529687,0.6,5,QUIET,QUIET,0.0,0.0,0.0,0.2761813662238718,0.8217142857142857,0
