seed,sigma,pi_reward,delta_outside_degrade,eta_delta_drift,exit_opportunity_base,final_exit_rate,final_active_punish,final_enforcer_share,final_q_above_threshold,final_fund_prevalence,final_enforcement_pressure,regime_overt,regime_acquiescence_aware,mislabeled_fear_capture,config
3,0.55,0.5010324036529687,0.25,0.12,0.15,0.0514285714285714,0.1746987951807229,0.9852941176470588,0.9969879518072288,0.1054216867469879,0.9975322978661634,CAPTURE,CAPTURE,False,P1S1A1
4,0.55,0.5010324036529687,0.25,0.12,0.15,0.0514285714285714,0.1777108433734939,0.986842105263158,0.9909638554216867,0.0933734939759036,0.992732980113224,CAPTURE,CAPTURE,False,P1S1A1
5,0.55,0.5010324036529687,0.25,0.12,0.15,0.0228571428571428,0.1695906432748538,0.9859154929577464,0.9912280701754386,0.0994152046783625,0.9926900584795322,CAPTURE,CAPTURE,False,P1S1A1
1,0.55,0.5010324036529687,0.25,0.12,0.35,0.0371428571428571,0.172106824925816,0.9850746268656716,0.9614243323442137,0.0949554896142433,0.9682924037369351,CAPTURE,CAPTURE,False,P1S1A1
2,0.55,0.5010324036529687,0.25,0.12,0.35,0.0228571428571428,0.1725146198830409,0.9852941176470588,0.9649122807017544,0.0994152046783625,0.9701446598953524,CAPTURE,CAPTURE,False,P1S1A1
3,0.55,0.5010324036529687,0.25,0.12,0.35,0.0571428571428571,0.1636363636363636,0.9848484848484848,0.9545454545454546,0.1,0.962947658402204,CAPTURE,CAPTURE,False,P1S1A1
4,0.55,0.5010324036529687,0.25,0.12,0.35,0.0514285714285714,0.1777108433734939,0.986842105263158,0.966867469879518,0.0933734939759036,0.9720569023080272,CAPTURE,CAPTURE,False,P1S1A1
5,0.55,0.5010324036529687,0.25,0.12,0.35,0.0228571428571428,0.1695906432748538,0.9859154929577464,0.9502923976608189,0.0994152046783625,0.9584316541841934,CAPTURE,CAPTURE,False,P1S1A1
1,0.55,0.5010324036529687,0.25,0.12,0.6,0.0628571428571428,0.1585365853658536,0.984126984126984,0.8932926829268293,0.0884146341463414,0.9102096966091612,CAPTURE,CAPTURE,False,P1S1A1
2,0.55,0.5010324036529687,0.25,0.12,0.6,0.0228571428571428,0.1725146198830409,0.9852941176470588,0.8918128654970761,0.0994152046783625,0.90921138127971,CAPTURE,CAPTURE,False,P1S1A1
3,0.55,0.5010324036529687,0.25,0.12,0.6,0.06,0.1641337386018237,0.9850746268656716,0.905775075987842,0.1094224924012158,0.920178121044706,CAPTURE,CAPTURE,False,P1S1A1
4,0.55,0.5010324036529687,0.25,0.12,0.6,0.0514285714285714,0.1746987951807229,0.9859154929577464,0.8765060240963856,0.1054216867469879,0.8963565103788649,CAPTURE,CAPTURE,False,P1S1A1
5,0.55,0.5010324036529687,0.25,0.12,0.6,0.0228571428571428,0.1695906432748538,0.9859154929577464,0.8742690058479532,0.0994152046783625,0.8946684449916213,CAPTURE,CAPTURE,False,P1S1A1
