template,grid,seed,sigma_max,pi_max,base_opp_floor,exit_cost_baseline,exit_rate,fund_prevalence,max_active_punish_rate,max_punish_rate,regime,top5_share,top10_share,enforcer_share,run_dir
T1,1,2,0.65,0.15,0.3,0.7,0.7714285714285715,0.125,0.1,0.0885714285714285,MIXED,0.2480270574971815,0.45659526493799324,0.22322435174746336,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_02
T1,1,3,0.65,0.15,0.3,0.7,0.8057142857142857,0.1323529411764706,0.0685714285714285,0.064625850340136,QUIET,0.29850746268656714,0.48794489092996557,0.2227324913892078,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_03
T1,1,4,0.65,0.15,0.3,0.7,0.8,0.1285714285714285,0.0685714285714285,0.0657142857142857,QUIET,0.2458233890214797,0.42601431980906923,0.24821002386634844,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_04
T1,1,5,0.65,0.15,0.3,0.7,0.7828571428571428,0.1184210526315789,0.1028571428571428,0.0914285714285714,MIXED,0.263771186440678,0.4163135593220339,0.2648305084745763,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_05
T1,1,6,0.65,0.15,0.3,0.7,0.7942857142857143,0.1111111111111111,0.08,0.0771428571428571,QUIET,0.2930622009569378,0.4880382775119617,0.2452153110047847,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_06
T1,1,7,0.65,0.15,0.3,0.7,0.7914285714285715,0.136986301369863,0.0742857142857142,0.0742857142857142,QUIET,0.2529137529137529,0.4370629370629371,0.20279720279720279,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_07
T1,1,8,0.65,0.15,0.3,0.7,0.82,0.1111111111111111,0.0786163522012578,0.0771428571428571,QUIET,0.30033003300330036,0.46974697469746973,0.23432343234323433,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_08
T1,1,9,0.65,0.15,0.3,0.7,0.8,0.1285714285714285,0.088235294117647,0.0784313725490196,QUIET,0.21104536489151873,0.3708086785009862,0.17258382642998027,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_09
T1,1,10,0.65,0.15,0.3,0.7,0.7885714285714286,0.1351351351351351,0.0828571428571428,0.0778097982708933,QUIET,0.22112211221122113,0.3927392739273927,0.18811881188118812,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_10
T1,1,11,0.65,0.15,0.3,0.7,0.8,0.1,0.0657142857142857,0.0657142857142857,QUIET,0.277319587628866,0.44432989690721647,0.2721649484536082,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_11
T1,1,12,0.65,0.15,0.3,0.7,0.8228571428571428,0.1290322580645161,0.0773638968481375,0.0687679083094555,QUIET,0.26010928961748636,0.42295081967213116,0.20437158469945355,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_12
T1,1,13,0.65,0.15,0.3,0.7,0.7971428571428572,0.1126760563380281,0.0771428571428571,0.0742857142857142,QUIET,0.2891566265060241,0.4738955823293173,0.2700803212851406,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_13
T1,1,14,0.65,0.15,0.3,0.7,0.7857142857142857,0.1333333333333333,0.0942857142857142,0.0914285714285714,QUIET,0.2602436323366556,0.4640088593576966,0.2513842746400886,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_14
T1,1,15,0.65,0.15,0.3,0.7,0.7971428571428572,0.1267605633802817,0.0865671641791044,0.0835820895522388,QUIET,0.22854077253218885,0.4055793991416309,0.194206008583691,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_15
T1,1,16,0.65,0.15,0.3,0.7,0.7942857142857143,0.125,0.0717703349282296,0.0685714285714285,QUIET,0.2757871878393051,0.46145494028230183,0.249728555917481,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_16
T1,1,17,0.65,0.15,0.3,0.7,0.8057142857142857,0.1176470588235294,0.0828571428571428,0.0742857142857142,QUIET,0.26597938144329897,0.4536082474226804,0.1618556701030928,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_17
T1,1,18,0.65,0.15,0.3,0.7,0.8171428571428572,0.15625,0.0771428571428571,0.0714285714285714,QUIET,0.23694779116465864,0.41767068273092367,0.19076305220883535,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_18
T1,1,19,0.65,0.15,0.3,0.7,0.8028571428571428,0.1594202898550724,0.0971428571428571,0.0942857142857142,QUIET,0.2751322751322751,0.4740740740740741,0.24867724867724866,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_19
T1,1,20,0.65,0.15,0.3,0.7,0.8314285714285714,0.1525423728813559,0.0924855491329479,0.0867052023121387,QUIET,0.25515210991167814,0.4445534838076546,0.17762512266928362,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_20
T1,1,21,0.65,0.15,0.3,0.7,0.7971428571428572,0.1267605633802817,0.0828571428571428,0.0742857142857142,QUIET,0.20496224379719524,0.37216828478964403,0.1704422869471413,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_21
T1,1,22,0.65,0.15,0.3,0.7,0.8028571428571428,0.144927536231884,0.0942857142857142,0.0857142857142857,QUIET,0.21212121212121213,0.39080459770114945,0.16300940438871472,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_22
T1,1,23,0.65,0.15,0.3,0.7,0.7828571428571428,0.0789473684210526,0.0977011494252873,0.0948275862068965,QUIET,0.24433962264150944,0.43113207547169813,0.1792452830188679,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_23
T1,1,24,0.65,0.15,0.3,0.7,0.8257142857142857,0.1475409836065573,0.0942857142857142,0.0857142857142857,QUIET,0.2547486033519553,0.4011173184357542,0.16201117318435754,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_24
T1,1,25,0.65,0.15,0.3,0.7,0.78,0.1168831168831168,0.08,0.08,QUIET,0.2462686567164179,0.4232409381663113,0.1791044776119403,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_25
T1,1,26,0.65,0.15,0.3,0.7,0.8028571428571428,0.1159420289855072,0.0742857142857142,0.0714285714285714,QUIET,0.32519422863485015,0.5205327413984462,0.3362930077691454,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_26
T1,1,27,0.65,0.15,0.3,0.7,0.8342857142857143,0.1206896551724138,0.0771428571428571,0.0742857142857142,QUIET,0.24473975636766335,0.4363233665559247,0.18383167220376523,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_27
T1,1,28,0.65,0.15,0.3,0.7,0.8085714285714286,0.1194029850746268,0.08,0.0771428571428571,QUIET,0.25593952483801297,0.4330453563714903,0.1695464362850972,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_28
T1,1,29,0.65,0.15,0.3,0.7,0.8228571428571428,0.1129032258064516,0.0760233918128654,0.0718390804597701,QUIET,0.3387589013224822,0.4903357070193286,0.28382502543234994,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_29
T1,1,30,0.65,0.15,0.3,0.7,0.8171428571428572,0.09375,0.0818713450292397,0.0789473684210526,QUIET,0.2479253112033195,0.40560165975103735,0.10477178423236515,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_1/seed_30
T1,2,1,0.65,0.15,0.3,0.7,0.72,0.1428571428571428,0.0795107033639143,0.0764525993883792,QUIET,0.304006968641115,0.47822299651567945,0.3475609756097561,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_01
T1,2,2,0.65,0.15,0.3,0.7,0.7342857142857143,0.1397849462365591,0.0982658959537572,0.0867052023121387,QUIET,0.28095238095238095,0.45634920634920634,0.26746031746031745,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_02
T1,2,3,0.65,0.15,0.3,0.7,0.7228571428571429,0.134020618556701,0.0775862068965517,0.0720461095100864,QUIET,0.33690360272638753,0.5180136319376826,0.3466407010710808,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_03
T1,2,4,0.65,0.15,0.3,0.7,0.7457142857142857,0.146067415730337,0.1026392961876832,0.0997067448680351,MIXED,0.33773291925465837,0.5683229813664596,0.33462732919254656,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_04
T1,2,5,0.65,0.15,0.3,0.7,0.72,0.1224489795918367,0.1091954022988505,0.0919540229885057,MIXED,0.3136557610241821,0.48150782361308675,0.3229018492176387,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_05
T1,2,6,0.65,0.15,0.3,0.7,0.7228571428571429,0.1134020618556701,0.1130434782608695,0.1043478260869565,MIXED,0.3522727272727273,0.5478896103896104,0.3222402597402597,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_06
T1,2,7,0.65,0.15,0.3,0.7,0.7085714285714285,0.1274509803921568,0.0906344410876132,0.0876132930513595,QUIET,0.2858267716535433,0.48661417322834644,0.33070866141732286,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_07
T1,2,8,0.65,0.15,0.3,0.7,0.7085714285714285,0.1274509803921568,0.1003460207612456,0.0899653979238754,MIXED,0.3353658536585366,0.5322299651567944,0.34581881533101044,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_08
T1,2,9,0.65,0.15,0.3,0.7,0.7228571428571429,0.134020618556701,0.1128048780487804,0.0945558739255014,MIXED,0.29774812343619683,0.517931609674729,0.36613844870725604,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_09
T1,2,10,0.65,0.15,0.3,0.7,0.7085714285714285,0.1274509803921568,0.0806916426512968,0.0783132530120482,QUIET,0.29411764705882354,0.5302402651201326,0.4084507042253521,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_10
T1,2,11,0.65,0.15,0.3,0.7,0.7514285714285714,0.1264367816091954,0.0751445086705202,0.0693641618497109,QUIET,0.21836925960637302,0.38612933458294285,0.23055295220243674,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_11
T1,2,12,0.65,0.15,0.3,0.7,0.7228571428571429,0.134020618556701,0.102803738317757,0.0903790087463556,MIXED,0.3167013167013167,0.5162855162855163,0.352044352044352,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_12
T1,2,13,0.65,0.15,0.3,0.7,0.7485714285714286,0.1477272727272727,0.0911764705882352,0.0852941176470588,QUIET,0.2977913175932978,0.536938309215537,0.3214013709063214,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_13
T1,2,14,0.65,0.15,0.3,0.7,0.7514285714285714,0.1494252873563218,0.1091954022988505,0.0862068965517241,MIXED,0.3140562248995984,0.4843373493975904,0.23453815261044178,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_14
T1,2,15,0.65,0.15,0.3,0.7,0.68,0.1339285714285714,0.1082251082251082,0.0909090909090909,MIXED,0.3169181890389198,0.5162827640984908,0.3733121525019857,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_15
T1,2,16,0.65,0.15,0.3,0.7,0.7485714285714286,0.1363636363636363,0.0971428571428571,0.0885714285714285,QUIET,0.33229329173166927,0.5265210608424337,0.26443057722308894,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_16
T1,2,17,0.65,0.15,0.3,0.7,0.7314285714285714,0.0957446808510638,0.1002865329512893,0.0888252148997134,MIXED,0.29259896729776247,0.5068846815834768,0.3261617900172117,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_17
T1,2,18,0.65,0.15,0.3,0.7,0.76,0.1428571428571428,0.0885714285714285,0.0785498489425981,QUIET,0.3314567206192822,0.5355383532723434,0.36171710063335677,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_18
T1,2,19,0.65,0.15,0.3,0.7,0.78,0.1428571428571428,0.1012269938650306,0.0951008645533141,MIXED,0.35410094637223977,0.5662460567823344,0.35410094637223977,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_19
T1,2,20,0.65,0.15,0.3,0.7,0.7571428571428571,0.1647058823529411,0.0953757225433526,0.0867052023121387,QUIET,0.3456,0.5808,0.4056,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_20
T1,2,21,0.65,0.15,0.3,0.7,0.74,0.0989010989010989,0.0884955752212389,0.079646017699115,QUIET,0.3483976992604766,0.5086277732128184,0.21939194741166804,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_21
T1,2,22,0.65,0.15,0.3,0.7,0.7685714285714286,0.1481481481481481,0.1029411764705882,0.0970588235294117,MIXED,0.3743801652892562,0.571900826446281,0.2801652892561983,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_22
T1,2,23,0.65,0.15,0.3,0.7,0.7342857142857143,0.1290322580645161,0.0945558739255014,0.0859598853868194,QUIET,0.28095644748078563,0.4568744662681469,0.25448334756618274,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_23
T1,2,24,0.65,0.15,0.3,0.7,0.7457142857142857,0.1235955056179775,0.0979827089337175,0.0893371757925072,QUIET,0.31765749778172137,0.5146406388642414,0.3318544809228039,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_24
T1,2,25,0.65,0.15,0.3,0.7,0.7428571428571429,0.1222222222222222,0.0951008645533141,0.0893371757925072,QUIET,0.3378151260504202,0.519327731092437,0.35042016806722687,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_25
T1,2,26,0.65,0.15,0.3,0.7,0.7514285714285714,0.1379310344827586,0.0835734870317002,0.0778097982708933,QUIET,0.27230046948356806,0.49671361502347416,0.26854460093896715,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_26
T1,2,27,0.65,0.15,0.3,0.7,0.7485714285714286,0.1477272727272727,0.087719298245614,0.0818713450292397,QUIET,0.273972602739726,0.4811643835616438,0.2910958904109589,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_27
T1,2,28,0.65,0.15,0.3,0.7,0.76,0.1428571428571428,0.1147058823529411,0.1,MIXED,0.30775788576300084,0.5277067348678602,0.30861040068201195,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_28
T1,2,29,0.65,0.15,0.3,0.7,0.7371428571428571,0.1413043478260869,0.1017441860465116,0.0988372093023255,MIXED,0.2904318374259102,0.502116850127011,0.28450465707027944,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_29
T1,2,30,0.65,0.15,0.3,0.7,0.7257142857142858,0.125,0.1020408163265306,0.0903790087463556,MIXED,0.26534296028880866,0.4666064981949459,0.30866425992779783,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_2/seed_30
T1,3,1,0.65,0.15,0.3,0.7,0.6171428571428571,0.1343283582089552,0.1162790697674418,0.1017441860465116,MIXED,0.33402346445824704,0.5610766045548654,0.4775707384403037,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_01
T1,3,2,0.65,0.15,0.3,0.7,0.62,0.1428571428571428,0.1166180758017492,0.1107871720116618,MIXED,0.2777777777777778,0.4993894993894994,0.4700854700854701,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_02
T1,3,3,0.65,0.15,0.3,0.7,0.6514285714285715,0.1475409836065573,0.1395348837209302,0.1229235880398671,MIXED,0.36848484848484847,0.5751515151515152,0.4484848484848485,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_03
T1,3,4,0.65,0.15,0.3,0.7,0.6857142857142857,0.1454545454545454,0.1167883211678832,0.1094890510948905,MIXED,0.2987730061349693,0.5245398773006135,0.3423312883435583,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_04
T1,3,5,0.65,0.15,0.3,0.7,0.6028571428571429,0.1438848920863309,0.1401869158878504,0.1246105919003115,MIXED,0.2702702702702703,0.5027027027027027,0.43783783783783786,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_05
T1,3,6,0.65,0.15,0.3,0.7,0.6314285714285715,0.1472868217054263,0.1428571428571428,0.1180124223602484,MIXED,0.29692404268675454,0.5423728813559322,0.4438166980539862,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_06
T1,3,7,0.65,0.15,0.3,0.7,0.62,0.1578947368421052,0.1423948220064725,0.1132686084142394,MIXED,0.2617866004962779,0.4857320099255583,0.4317617866004963,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_07
T1,3,8,0.65,0.15,0.3,0.7,0.5971428571428572,0.1276595744680851,0.1343283582089552,0.0953757225433526,MIXED,0.34313137372525493,0.5626874625074985,0.4595080983803239,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_08
T1,3,9,0.65,0.15,0.3,0.7,0.6342857142857142,0.140625,0.1304347826086956,0.110091743119266,MIXED,0.318448883666275,0.5581668625146886,0.5135135135135135,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_09
T1,3,10,0.65,0.15,0.3,0.7,0.6428571428571429,0.168,0.143312101910828,0.1242038216560509,MIXED,0.2746081504702194,0.4971786833855799,0.45454545454545453,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_10
T1,3,11,0.65,0.15,0.3,0.7,0.6428571428571429,0.144,0.1136363636363636,0.1038961038961039,MIXED,0.31711939355653823,0.5356917245735945,0.511054958938724,/storage/kiran-stuff/code-geometry-abm/results/v3_0_envelope_sweep/T1/grid_3/seed_11
