enforcer_quota_frac,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,regime_hier
0.08,7,0.1306818181818181,0.4971428571428571,0.1,0.7812860993453985,0.941085868309588,0.5798998844820947,MIXED
0.08,8,0.1229946524064171,0.4657142857142857,0.1257142857142857,0.7808471454880295,0.9406077348066298,0.5603130755064457,MIXED
0.08,9,0.1525423728813559,0.4942857142857143,0.1114285714285714,0.7408944213923467,0.9064084831719686,0.5587828492392808,MIXED
0.08,10,0.125,0.4971428571428571,0.1228571428571428,0.8304048892284186,0.9453781512605042,0.5443086325439267,MIXED
0.08,11,0.1264367816091954,0.5028571428571429,0.1142857142857142,0.8232542599398597,0.9508853992649515,0.5215502839959907,MIXED
0.08,12,0.1197604790419161,0.5228571428571429,0.1257142857142857,0.8589251439539347,0.9644913627639156,0.5502239283429302,MIXED
0.08,13,0.1314285714285714,0.5,0.1257142857142857,0.8411901081916537,0.9524729520865534,0.5795981452859351,MIXED
0.08,14,0.1455696202531645,0.5485714285714286,0.12,0.7869189633895516,0.9457013574660633,0.5088440970793912,MIXED
0.08,15,0.136094674556213,0.5171428571428571,0.16,0.7548209366391184,0.931129476584022,0.5082644628099173,MIXED
0.08,16,0.1485714285714285,0.5,0.1371428571428571,0.7972868217054263,0.9437984496124031,0.4910852713178295,MIXED
0.08,17,0.1383647798742138,0.5457142857142857,0.1228571428571428,0.8626674786845311,0.9710718635809987,0.567904993909866,MIXED
0.08,18,0.1345029239766081,0.5114285714285715,0.1285714285714285,0.7525821596244131,0.9305164319248826,0.5525821596244131,MIXED
0.08,19,0.1490683229813664,0.54,0.1257142857142857,0.7570596145226356,0.9287315105333931,0.4612281488121918,MIXED
0.08,20,0.13125,0.5428571428571428,0.1314285714285714,0.8321167883211679,0.9531310026892048,0.663465232424126,MIXED
0.08,21,0.1137724550898203,0.5228571428571429,0.1114285714285714,0.8725225225225225,0.9490990990990991,0.5585585585585585,MIXED
0.08,22,0.1468531468531468,0.5914285714285714,0.1257142857142857,0.8406421299921691,0.9588880187940485,0.4788566953797964,MIXED
0.08,23,0.1144578313253012,0.5257142857142857,0.1228571428571428,0.819244253992988,0.9489676665368134,0.5025321386832878,MIXED
0.08,24,0.1148648648648648,0.5771428571428572,0.14,0.8125633232016211,0.9652144545761567,0.5086119554204661,MIXED
0.08,25,0.1564245810055866,0.4885714285714285,0.1371428571428571,0.7409638554216867,0.9346617238183503,0.4819277108433735,MIXED
0.08,26,0.125,0.52,0.1142857142857142,0.8045048873778156,0.9468763280917977,0.5937101572460689,MIXED
0.08,27,0.1366459627329192,0.54,0.1142857142857142,0.79858934169279,0.9482758620689655,0.6312695924764891,MIXED
0.08,28,0.1369047619047619,0.52,0.1228571428571428,0.8063492063492064,0.9419501133786848,0.5238095238095238,MIXED
0.08,29,0.1428571428571428,0.5,0.1285714285714285,0.8136882129277566,0.9370511195606253,0.6197718631178707,MIXED
0.08,30,0.1348314606741573,0.4914285714285714,0.1428571428571428,0.7458866544789763,0.9323583180987203,0.5045703839122486,MIXED
0.12,1,0.1588235294117647,0.5142857142857142,0.1457142857142857,0.6515718562874252,0.9457335329341318,0.6081586826347305,MIXED
0.12,2,0.204225352112676,0.5942857142857143,0.1657142857142857,0.6494300806227412,0.9513483458437587,0.4439810953572422,MIXED
0.12,3,0.2086330935251798,0.6028571428571429,0.1657142857142857,0.6858213616489693,0.9540911930043723,0.5555902560899438,MIXED
0.12,4,0.1951219512195122,0.6485714285714286,0.1714285714285714,0.7033342084536623,0.9692832764505119,0.5284851667104227,MIXED
0.12,5,0.1502890173410404,0.5057142857142857,0.1628571428571428,0.6762967826657912,0.9458305975049245,0.6004596191726855,MIXED
0.12,6,0.1806451612903225,0.5571428571428572,0.1657142857142857,0.6567112941984209,0.9385513216615173,0.5314109165808445,MIXED
0.12,7,0.1717791411042944,0.5342857142857143,0.16,0.6744496330887259,0.9466310873915944,0.5356904603068713,MIXED
0.12,8,0.1854304635761589,0.5685714285714286,0.1685714285714285,0.6624595469255663,0.9511326860841424,0.5385113268608415,MIXED
0.12,9,0.1818181818181818,0.4971428571428571,0.1542857142857142,0.6122448979591837,0.9253826530612245,0.5975765306122449,MIXED
0.12,10,0.1917808219178082,0.5828571428571429,0.1571428571428571,0.6263661202185792,0.9344262295081968,0.49453551912568305,MIXED
0.12,11,0.1633986928104575,0.5628571428571428,0.1685714285714285,0.6487467018469657,0.9515171503957783,0.5603562005277045,MIXED
0.12,12,0.2105263157894736,0.5657142857142857,0.1685714285714285,0.6434324659231723,0.9569392812887236,0.5306691449814126,MIXED
0.12,13,0.2253521126760563,0.5942857142857143,0.1628571428571428,0.6557181248133771,0.9498357718722007,0.5153777246939385,MIXED
0.12,14,0.2071428571428571,0.6,0.1742857142857143,0.6291693917593199,0.9421190320470896,0.4761281883584042,MIXED
0.12,15,0.1696969696969697,0.5285714285714286,0.1914285714285714,0.6239911958914159,0.9369038884812912,0.5678650036683786,MIXED
0.12,16,0.2278481012658227,0.5485714285714286,0.16,0.6153846153846154,0.9333113238692637,0.49884450313634865,MIXED
0.12,17,0.1610738255033557,0.5742857142857143,0.1485714285714285,0.70235878336437,0.9624456859093731,0.5471756672873991,MIXED
0.12,18,0.1907894736842105,0.5657142857142857,0.1828571428571428,0.6355994152046783,0.9382309941520468,0.5449561403508771,MIXED
0.12,19,0.1972789115646258,0.58,0.1914285714285714,0.6521739130434783,0.9465838509316771,0.591304347826087,MIXED
0.12,20,0.15527950310559,0.54,0.1657142857142857,0.7040998217468806,0.9429590017825312,0.5910873440285205,MIXED
0.12,21,0.1836734693877551,0.58,0.1714285714285714,0.6660482374768089,0.9529993815708101,0.49196042053184913,MIXED
0.12,22,0.2061068702290076,0.6257142857142857,0.1685714285714285,0.685336689741976,0.9609817495280051,0.5084959093769666,MIXED
0.12,23,0.1920529801324503,0.5685714285714286,0.1514285714285714,0.6238125395820139,0.9392020265991133,0.519632678910703,MIXED
0.12,24,0.2307692307692307,0.6285714285714286,0.1914285714285714,0.6556004618937644,0.9532332563510393,0.496824480369515,MIXED
0.12,25,0.1610738255033557,0.5742857142857143,0.1514285714285714,0.711764705882353,0.9464052287581699,0.5509803921568628,MIXED
0.12,26,0.1972789115646258,0.58,0.1685714285714285,0.648068669527897,0.9413447782546495,0.522889842632332,MIXED
0.12,27,0.18,0.5714285714285714,0.1685714285714285,0.6767381416504223,0.9623131903833658,0.5516569200779727,MIXED
0.12,28,0.1933333333333333,0.5714285714285714,0.1657142857142857,0.6853969291081345,0.943155831427638,0.5589676576282261,MIXED
0.12,29,0.1847133757961783,0.5514285714285714,0.1514285714285714,0.6451497860199714,0.9390156918687589,0.579172610556348,MIXED
0.12,30,0.1626506024096385,0.5257142857142857,0.16,0.6595672751859365,0.9411764705882353,0.5537525354969574,MIXED
0.16,1,0.2397260273972602,0.5828571428571429,0.1857142857142857,0.5737319449109842,0.8901578770574404,0.5959019146792073,MIXED
0.16,2,0.2,0.5714285714285714,0.1857142857142857,0.5932739292900259,0.8968094279965507,0.5679793043978154,MIXED
0.16,3,0.2444444444444444,0.6142857142857143,0.2057142857142857,0.5528628495339547,0.874034620505992,0.525965379494008,MIXED
0.16,4,0.2419354838709677,0.6457142857142857,0.1657142857142857,0.5732193732193732,0.8826210826210826,0.5176638176638176,MIXED
0.16,5,0.2519083969465648,0.6257142857142857,0.1828571428571428,0.5649031511997687,0.8730847065625903,0.4934952298352125,MIXED
0.16,6,0.2105263157894736,0.5657142857142857,0.1828571428571428,0.5836012861736335,0.8836012861736334,0.6054662379421222,MIXED
0.16,7,0.2236842105263158,0.5657142857142857,0.1942857142857142,0.5553927315357562,0.8710433763188745,0.5744431418522861,MIXED
0.16,8,0.2275862068965517,0.5857142857142857,0.1857142857142857,0.57400327689787,0.8872200983069362,0.5578918623702894,MIXED
0.16,9,0.2756410256410256,0.5542857142857143,0.2028571428571428,0.5043706293706294,0.8228438228438228,0.550990675990676,MIXED
0.16,10,0.2328767123287671,0.5828571428571429,0.1971428571428571,0.5443181818181818,0.8696022727272728,0.5073863636363637,MIXED
0.16,11,0.246031746031746,0.64,0.2114285714285714,0.5255388249188072,0.8396811337466785,0.48568054325361676,MIXED
0.16,12,0.2651515151515151,0.6228571428571429,0.2,0.522316384180791,0.8508474576271187,0.5149717514124293,MIXED
0.16,13,0.2464788732394366,0.5942857142857143,0.18,0.6061643835616438,0.9196762141967622,0.5868617683686177,MIXED
0.16,14,0.2366412213740458,0.6257142857142857,0.1971428571428571,0.5467236467236467,0.8547008547008547,0.5056980056980057,MIXED
0.16,15,0.271523178807947,0.5685714285714286,0.2171428571428571,0.48787528868360275,0.8265011547344111,0.5441685912240185,MIXED
0.16,16,0.2571428571428571,0.6,0.2085714285714285,0.559799275160301,0.8834680791747979,0.5333147477000278,MIXED
0.16,17,0.218978102189781,0.6085714285714285,0.1685714285714285,0.5975079687047232,0.891915386844393,0.55056505360765,MIXED
0.16,18,0.2461538461538461,0.6285714285714286,0.1942857142857142,0.5412026726057907,0.8652561247216035,0.4974944320712695,MIXED
0.16,19,0.225563909774436,0.62,0.2057142857142857,0.5935968637700098,0.8961123815746488,0.566154851355766,MIXED
0.16,20,0.2517985611510791,0.6028571428571429,0.1885714285714285,0.5562700964630225,0.8678456591639871,0.5630225080385852,MIXED
0.16,21,0.2362204724409448,0.6371428571428571,0.2085714285714285,0.5645460160592959,0.8712168004941322,0.4947498455836936,MIXED
0.16,22,0.2809917355371901,0.6542857142857142,0.2028571428571428,0.5999437728422828,0.8889513635085746,0.44756817542873206,MIXED
0.16,23,0.2411347517730496,0.5971428571428572,0.1857142857142857,0.561314791403287,0.8716814159292036,0.5609987357774968,MIXED
0.16,24,0.2457627118644068,0.6628571428571428,0.2057142857142857,0.619567798622655,0.8985989076228924,0.5105675611493707,MIXED
0.16,25,0.226950354609929,0.5971428571428572,0.2,0.6105233853006682,0.8903118040089086,0.5016703786191536,MIXED
0.16,26,0.2635658914728682,0.6314285714285715,0.1657142857142857,0.5314935064935065,0.8587662337662337,0.5275974025974026,MIXED
0.16,27,0.2391304347826087,0.6057142857142858,0.1857142857142857,0.6129411764705882,0.9017647058823529,0.5479411764705883,MIXED
0.16,28,0.2627118644067797,0.6628571428571428,0.1828571428571428,0.6064106266243142,0.915102512272596,0.4779093271729714,MIXED
0.16,29,0.2700729927007299,0.6085714285714285,0.1571428571428571,0.5816708229426434,0.9077306733167082,0.5557980049875312,MIXED
0.16,30,0.2361111111111111,0.5885714285714285,0.2057142857142857,0.534181240063593,0.8362480127186009,0.5331213566507684,MIXED
0.2,1,0.3037037037037037,0.6142857142857143,0.2428571428571428,0.46167835801506885,0.7698103403481423,0.5468952974798649,MIXED
0.2,2,0.3008130081300813,0.6485714285714286,0.2114285714285714,0.4966711051930759,0.8071904127829561,0.5256990679094541,MIXED
0.2,3,0.256,0.6428571428571429,0.2057142857142857,0.5233173076923077,0.8165865384615385,0.5504807692307693,MIXED
0.2,4,0.3089430894308943,0.6485714285714286,0.2171428571428571,0.5054945054945055,0.7980463980463981,0.537973137973138,MIXED
0.2,5,0.2761194029850746,0.6171428571428571,0.2114285714285714,0.500720115218435,0.8046087373979837,0.5528084493518963,MIXED
0.2,6,0.3064516129032258,0.6457142857142857,0.2171428571428571,0.4923033067274801,0.7879133409350056,0.5438996579247435,MIXED
0.2,7,0.2661290322580645,0.6457142857142857,0.2,0.5042857142857143,0.8221428571428572,0.5380952380952381,MIXED
0.2,8,0.2857142857142857,0.64,0.2085714285714285,0.4765209345362017,0.7733055748322923,0.5142262317834837,MIXED
0.2,9,0.3357664233576642,0.6085714285714285,0.22,0.48996175908221795,0.7791586998087954,0.5420650095602294,MIXED
0.2,10,0.3076923076923077,0.6285714285714286,0.2142857142857142,0.4603332504352151,0.7764237751803034,0.5428997761750808,MIXED
0.2,11,0.2671755725190839,0.6257142857142857,0.2,0.5153326403326404,0.8274428274428275,0.5369022869022869,MIXED
0.2,12,0.3448275862068966,0.6685714285714286,0.2342857142857143,0.46803546430237986,0.7673821745216985,0.4722351843210453,MIXED
0.2,13,0.2553191489361702,0.5971428571428572,0.2057142857142857,0.49404439631835406,0.8037357877639415,0.5893340552246887,MIXED
0.2,14,0.2913385826771653,0.6371428571428571,0.2257142857142857,0.5080199842229819,0.8025243229029714,0.4856692085195898,MIXED
0.2,15,0.3059701492537313,0.6171428571428571,0.2457142857142857,0.43791544801914384,0.7309226269609147,0.5035894708854028,MIXED
0.2,16,0.3385826771653543,0.6371428571428571,0.2257142857142857,0.5233644859813084,0.7971763770133228,0.5549811095645257,MIXED
0.2,17,0.3125,0.6342857142857142,0.1971428571428571,0.5489430147058824,0.8228400735294118,0.5374540441176471,MIXED
0.2,18,0.3307086614173228,0.6371428571428571,0.1971428571428571,0.47464062923786277,0.7767832926498508,0.4808787632221318,MIXED
0.2,19,0.282258064516129,0.6457142857142857,0.2314285714285714,0.5220883534136547,0.8140060240963856,0.5198293172690763,MIXED
0.2,20,0.2661870503597122,0.6028571428571429,0.2,0.5222034851039911,0.8288364249578415,0.6104553119730185,MIXED
0.2,21,0.275,0.6571428571428571,0.2257142857142857,0.4960888215997981,0.8115064345193036,0.5082008579359072,MIXED
0.2,22,0.304,0.6428571428571429,0.2171428571428571,0.5220125786163522,0.8208914410719169,0.5526387749521465,MIXED
0.2,23,0.3421052631578947,0.6742857142857143,0.2142857142857142,0.47305389221556887,0.7836826347305389,0.438373253493014,MIXED
0.2,24,0.3053435114503817,0.6257142857142857,0.2342857142857143,0.4886922320550639,0.7804818092428711,0.48795476892822026,MIXED
0.2,25,0.2957746478873239,0.5942857142857143,0.2085714285714285,0.4876543209876543,0.8089103596349974,0.5665593129361245,MIXED
0.2,26,0.2666666666666666,0.6142857142857143,0.2171428571428571,0.48029966703662597,0.7977247502774695,0.566315205327414,MIXED
0.2,27,0.3037037037037037,0.6142857142857143,0.2171428571428571,0.4610559330893884,0.7694720334553058,0.5527966544694197,MIXED
0.2,28,0.3518518518518518,0.6914285714285714,0.2171428571428571,0.5018734846815076,0.7994269340974212,0.4851223275292043,MIXED
0.2,29,0.3076923076923077,0.6285714285714286,0.22,0.4847013113161729,0.7865468674113647,0.5420106847984458,MIXED
0.2,30,0.3059701492537313,0.6171428571428571,0.2314285714285714,0.5132965378825891,0.7900150526843954,0.5155544405418966,MIXED
0.25,1,0.3656716417910448,0.6171428571428571,0.2457142857142857,0.4148291737339472,0.6857281318148777,0.6031015265325903,MIXED
0.25,2,0.3548387096774194,0.6457142857142857,0.24,0.45150172328902016,0.725258493353028,0.5354505169867061,MIXED
0.25,3,0.4141414141414141,0.7171428571428572,0.2628571428571428,0.4533650724951309,0.7292793767582775,0.4782514607227873,MIXED
0.25,4,0.336283185840708,0.6771428571428572,0.2257142857142857,0.4585133967156439,0.7435177182368193,0.5291702679343129,MIXED
0.25,5,0.314516129032258,0.6457142857142857,0.2314285714285714,0.4704688451390298,0.7499492591840877,0.5569311954536229,MIXED
0.25,6,0.3445378151260504,0.66,0.22,0.45008260561718194,0.7469907953740854,0.5407127684682559,MIXED
0.25,7,0.4036697247706422,0.6885714285714286,0.2342857142857143,0.43591246580695586,0.7055490425947636,0.4867135599843689,MIXED
0.25,8,0.3652173913043478,0.6714285714285714,0.2571428571428571,0.4243243243243243,0.6990990990990991,0.5218468468468469,MIXED
0.25,9,0.3740458015267175,0.6257142857142857,0.2742857142857143,0.39216141001855287,0.6711502782931354,0.5667903525046383,MIXED
0.25,10,0.3467741935483871,0.6457142857142857,0.2428571428571428,0.43566433566433566,0.7172494172494173,0.5114219114219114,MIXED
0.25,11,0.328125,0.6342857142857142,0.2342857142857143,0.42129737270402234,0.70657986514764,0.5594047895838177,MIXED
0.25,12,0.358974358974359,0.6657142857142857,0.2542857142857143,0.4322429906542056,0.6948598130841122,0.5327102803738317,MIXED
0.25,13,0.325,0.6571428571428571,0.24,0.47454989997777286,0.741942653923094,0.547010446765948,MIXED
0.25,14,0.3359375,0.6342857142857142,0.2314285714285714,0.4364851957975167,0.7148997134670487,0.5341451766953199,MIXED
0.25,15,0.391304347826087,0.6714285714285714,0.26,0.4299476439790576,0.6841884816753927,0.49654450261780103,MIXED
0.25,16,0.361344537815126,0.66,0.2428571428571428,0.4310625435945129,0.713322483143455,0.5168565449895374,MIXED
0.25,17,0.3727272727272727,0.6857142857142857,0.2485714285714285,0.4590314436538903,0.7362864356208401,0.47854028000918064,MIXED
0.25,18,0.4144144144144144,0.6828571428571428,0.2571428571428571,0.41206995963867,0.6723044397463002,0.4920238324043821,MIXED
0.25,19,0.3762376237623762,0.7114285714285714,0.2428571428571428,0.4660980810234542,0.737953091684435,0.43603411513859275,MIXED
0.25,20,0.3464566929133858,0.6371428571428571,0.24,0.44646924829157175,0.7198177676537585,0.5611237661351557,MIXED
0.25,21,0.3714285714285714,0.7,0.2485714285714285,0.44675267876667396,0.721408265908594,0.4749617319046578,MIXED
0.25,22,0.3392857142857143,0.68,0.2285714285714285,0.47368421052631576,0.7591857000993049,0.5203574975173784,MIXED
0.25,23,0.3220338983050847,0.6628571428571428,0.22,0.4597315436241611,0.7431898934070272,0.5939597315436241,MIXED
0.25,24,0.3548387096774194,0.6457142857142857,0.2628571428571428,0.39995258416311047,0.6761498340445709,0.514461830251304,MIXED
0.25,25,0.3306451612903225,0.6457142857142857,0.2514285714285714,0.47619047619047616,0.757454383622608,0.5500667556742324,MIXED
0.25,26,0.3529411764705882,0.66,0.2542857142857143,0.479016637695555,0.7514278619319593,0.5654333250558728,MIXED
0.25,27,0.3963963963963964,0.6828571428571428,0.24,0.42159559834938104,0.7008253094910591,0.4873911049977075,MIXED
0.25,28,0.35,0.6571428571428571,0.22,0.45832302745486025,0.729656195894138,0.5263418253771952,MIXED
0.25,29,0.3115942028985507,0.6057142857142858,0.2342857142857143,0.4561298076923077,0.7361778846153846,0.6312099358974359,MIXED
0.25,30,0.3421052631578947,0.6742857142857143,0.24,0.4483928927929727,0.7221002196047115,0.5108804152525455,MIXED
