t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,active_punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
0,0.35172488102672506,0.5002687067939031,0.35172488102672506,0.5002687067939031,0.24520712264384206,0.5,0.0,0.3279765119341239,0.3256137327645123,0.0,0.0,0.3279765119341239,0.3256137327645123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.25
1,0.36098222251348266,0.5006376752528552,0.36098222251348266,0.5006376752528552,0.24520712264384206,0.5,0.5942857142857143,0.32894794050555254,0.32634230419308374,0.0,0.5942857142857143,0.32894794050555254,0.32634230419308374,0.0,0.03428571428571429,0.03428571428571429,0.03428571428571429,0.0,0.037142857142857144,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,28,0.005142857142857143,0.0,0.03428571428571429,0.0,0.0,0.9166666666666666,0.15,0.25
2,0.3700778324029985,0.5013738510450776,0.3700778324029985,0.5013738510450776,0.24520712264384206,0.5,0.8114285714285714,0.3288336547912668,0.32625658990736944,0.0,0.8114285714285714,0.3288336547912668,0.32625658990736944,0.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.0,0.022857142857142857,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,24,0.00726,0.0,0.04788571428571429,0.0,0.0,0.4,0.15,0.25
3,0.38034509292033414,0.5010713028137188,0.38034509292033414,0.5010713028137188,0.24520712264384206,0.5,0.8542857142857143,0.32940508336269536,0.3266851613359409,0.0,0.8542857142857143,0.32940508336269536,0.3266851613359409,0.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.0,0.03142857142857143,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,24,0.009366557142857142,0.0,0.06121371428571428,0.0,0.0,1.0,0.15,0.25
4,0.39068710764003883,0.501814139323198,0.39068710764003883,0.501814139323198,0.24520712264384206,0.5,0.9028571428571428,0.3312336547912668,0.3280565899073694,0.005714285714285714,0.9028571428571428,0.3312336547912668,0.3280565899073694,0.005714285714285714,0.05142857142857143,0.05142857142857143,0.05142857142857143,0.0,0.08,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,23,0.017034010071428574,0.0,0.11141801142857141,0.0,0.0,1.0,0.15,0.25
5,0.3994989626949109,0.5015260939412405,0.3994989626949109,0.5015260939412405,0.24520712264384206,0.4943254590778727,0.9257142857142857,0.3324336547912668,0.3289565899073694,0.005714285714285714,0.9257142857142857,0.3324336547912668,0.3289565899073694,0.005714285714285714,0.03142857142857143,0.03142857142857143,0.03142857142857143,0.0,0.07714285714285714,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,15,0.02166312573535714,0.0,0.14061822262857143,0.0,0.0,1.0,0.15,0.25
6,0.41038933020534873,0.5018041845170786,0.41038933020534873,0.5018041845170786,0.24520712264384206,0.4892270625966361,0.9257142857142857,0.3339193690769811,0.33007087562165516,0.008571428571428572,0.9257142857142857,0.3339193690769811,0.33007087562165516,0.008571428571428572,0.04,0.04,0.04,0.0,0.08571428571428572,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,13,0.027554810106680355,0.0,0.17780585817599998,0.0,0.0,1.0,0.15,0.25
7,0.4194546340356374,0.5008872767022232,0.4194546340356374,0.5008872767022232,0.24520712264384206,0.48408774643324665,0.9057142857142857,0.33587897199239897,0.33165658990736946,0.014285714285714285,0.9057142857142857,0.33587897199239897,0.33165658990736946,0.014285714285714285,0.06,0.06,0.06,0.0,0.10857142857142857,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,12,0.036417036056146955,0.0,0.23424974101248,0.0,0.0,1.0,0.15,0.25
8,0.4274629300024997,0.50121997317385,0.4274629300024997,0.50121997317385,0.24520712264384206,0.48404795549312923,0.9057142857142857,0.3367361148495418,0.3322994470502266,0.014285714285714285,0.9057142857142857,0.3367361148495418,0.3322994470502266,0.014285714285714285,0.03142857142857143,0.03142857142857143,0.03142857142857143,0.0,0.14285714285714285,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,10,0.04094923659015193,0.0,0.26099331762080186,0.0,0.0,0.9090909090909091,0.15,0.25
9,0.4382444337472004,0.5001742037033824,0.4382444337472004,0.5001742037033824,0.24520712264384206,0.48404752410758944,0.9142857142857143,0.3383596221779387,0.33388516133594087,0.014285714285714285,0.9142857142857143,0.3383596221779387,0.33388516133594087,0.014285714285714285,0.05714285714285714,0.06285714285714286,0.06285714285714286,0.0,0.2,0.0,0.0,0.1882384616619249,0.05440000000000001,11.794285714285714,0.0,0.0,0.15,0.08,9,0.0499617083232074,0.0,0.3186305941255286,0.0,0.0,1.0,0.15,0.25
