t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,active_punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
0,0.3372765214062478,0.4946238113112225,0.3372765214062478,0.4946238113112225,0.24899929058488912,0.5,0.0,0.32571491917163187,0.33885848004507796,0.005714285714285714,0.0,0.32571491917163187,0.33885848004507796,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25
1,0.3465977636274229,0.4944118665712613,0.3465977636274229,0.4944118665712613,0.24899929058488912,0.49607974450900505,0.5971428571428572,0.3269720620287747,0.33980133718793515,0.008571428571428572,0.5971428571428572,0.3269720620287747,0.33980133718793515,0.008571428571428572,0.037142857142857144,0.037142857142857144,0.037142857142857144,0.0,0.045714285714285714,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,28,0.005571428571428571,0.0,0.037142857142857144,0.0,0.0,0.8461538461538461,0.4,0.25
2,0.354260236606724,0.49403289836017805,0.354260236606724,0.49403289836017805,0.24899929058488912,0.49052648978997737,0.8514285714285714,0.32748634774306046,0.3401870514736494,0.008571428571428572,0.8514285714285714,0.32748634774306046,0.3401870514736494,0.008571428571428572,0.02,0.02,0.02,0.0,0.05714285714285714,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,24,0.008543571428571428,0.0,0.0564,0.0,0.0,0.5714285714285714,0.4,0.25
3,0.36411102840998405,0.49402248562401413,0.36411102840998405,0.49402248562401413,0.24899929058488912,0.48489023254641933,0.9057142857142857,0.3282863477430604,0.34078705147364946,0.008571428571428572,0.9057142857142857,0.3282863477430604,0.34078705147364946,0.008571428571428572,0.02,0.02,0.02,0.0,0.05142857142857143,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,24,0.011500853571428571,0.0,0.07527199999999999,0.0,0.0,0.8571428571428571,0.4,0.25
4,0.3744642809631448,0.49361651448571625,0.3744642809631448,0.49361651448571625,0.24899929058488912,0.4792908169181967,0.9,0.32891491917163196,0.34125848004507797,0.008571428571428572,0.9,0.32891491917163196,0.34125848004507797,0.008571428571428572,0.025714285714285714,0.025714285714285714,0.025714285714285714,0.0,0.06285714285714286,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,23,0.015300492160714286,0.0,0.0994808457142857,0.0,0.0,0.5555555555555556,0.4,0.25
5,0.383784353553423,0.4931389431672021,0.383784353553423,0.4931389431672021,0.24899929058488912,0.4740084966395976,0.9057142857142857,0.3296006334573462,0.3417727657593637,0.008571428571428572,0.9057142857142857,0.3296006334573462,0.3417727657593637,0.008571428571428572,0.02,0.022857142857142857,0.022857142857142857,0.0,0.06857142857142857,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,20,0.01865256112848214,0.0,0.12034837165714285,0.0,0.0,0.875,0.4,0.25
6,0.3929670616487098,0.4919725258501488,0.3929670616487098,0.4919725258501488,0.24899929058488912,0.4687159027400831,0.9057142857142857,0.33120063345734624,0.3429727657593637,0.008571428571428572,0.9057142857142857,0.33120063345734624,0.3429727657593637,0.008571428571428572,0.045714285714285714,0.04857142857142857,0.04857142857142857,0.0,0.10571428571428572,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,19,0.025845012608554017,0.0,0.16651283279542856,0.0,0.0,0.7647058823529411,0.4,0.25
7,0.40326551390066484,0.49117411892702467,0.40326551390066484,0.49117411892702467,0.24899929058488912,0.4637247567997588,0.8857142857142857,0.33234349060020335,0.3438299086165066,0.011428571428571429,0.8857142857142857,0.33234349060020335,0.3438299086165066,0.011428571428571429,0.03428571428571429,0.03428571428571429,0.03428571428571429,0.0,0.09142857142857143,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,18,0.030858644688368388,0.0,0.19746829042523428,0.0,0.0,0.8333333333333334,0.4,0.25
8,0.41071297680149,0.49102937123718154,0.41071297680149,0.49102937123718154,0.24899929058488912,0.46141354496374093,0.8914285714285715,0.33391665776833623,0.3452013371879351,0.014285714285714285,0.8914285714285715,0.33391665776833623,0.3452013371879351,0.014285714285714285,0.05142857142857143,0.054285714285714284,0.054285714285714284,0.0,0.1,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,17,0.038621152694393514,0.14482809702142263,0.24780463890244384,0.8681255332467198,0.0,0.8947368421052632,0.4,0.25
9,0.41910588613658206,0.4906532240630913,0.41910588613658206,0.4906532240630913,0.24899929058488912,0.458868909630523,0.8828571428571429,0.3359738006254791,0.34691562290222083,0.017142857142857144,0.8828571428571429,0.3359738006254791,0.34691562290222083,0.017142857142857144,0.054285714285714284,0.06,0.06,0.0,0.1457142857142857,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,14,0.046599475502350114,0.14482809702142263,0.302848546124395,0.8681255332467198,0.0,0.9047619047619048,0.4,0.25
10,0.42981563531034517,0.49033846772262935,0.42981563531034517,0.49033846772262935,0.24899929058488912,0.4571527740438109,0.9028571428571428,0.33723094348262195,0.34807276575936374,0.02,0.9028571428571428,0.33723094348262195,0.34807276575936374,0.02,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.0,0.18,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,11,0.051537906696266934,0.14410395653631553,0.33964871805904995,0.8507630225817854,0.0,1.0,0.4,0.25
11,0.43977670913364125,0.48931161578354787,0.43977670913364125,0.48931161578354787,0.24899929058488912,0.4559713514075483,0.9057142857142857,0.33826845500838937,0.3491870514736494,0.02,0.9057142857142857,0.33826845500838937,0.3491870514736494,0.02,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.0,0.2257142857142857,0.0,0.0,0.18888710670722114,0.061200000000000025,11.794285714285714,0.0,0.0,0.15,0.08,10,0.05645164573421417,0.14345548873190211,0.3757128865550118,0.8354492881753136,0.0,0.9333333333333333,0.4,0.25
