t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,alpha_punish_revalue,delta_outside_degrade,mu_membership_reward,current_delta,eta_delta_drift,punish_floor,punish_intensity_step,pi_reward,lam_punish,mean_exit_capacity,mean_outside_ties,mean_econ_independence,frac_born_inside,mean_tenure,n_deaths_step,exit_rate_last100,cumulative_exit_rate
0,0.357561793226998,0.4961157856639598,0.357561793226998,0.4961157856639598,0.26078133370377743,0.5,0.0,0.3471870403034799,0.3323571721511415,0.0033333333333333335,0.0,0.3471870403034799,0.3323571721511415,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.76,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.08,0.0,0.22,0.25,0.48760462114273667,0.4680817083888301,0.5071275338966433,0.0,0.0,0,0.03317535545023697,0.32
1,0.3693779297484812,0.49637572860027307,0.3693779297484812,0.49637572860027307,0.26078133370377743,0.4976469200866823,0.65,0.34838704030348,0.33325717215114153,0.006666666666666667,0.65,0.34838704030348,0.33325717215114153,0.006666666666666667,0.02666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.18737603074121148,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,24,0.005,0.0,0.03333333333333333,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.08,0.02666666666666667,0.22,0.25,0.489742574004752,0.4713175148451432,0.5081676331643608,0.0,1.0,0,0.03317535545023697,0.32
2,0.37947806514577576,0.49724835358579944,0.37947806514577576,0.49724835358579944,0.26078133370377743,0.4978618860429957,0.8466666666666667,0.3488537069701466,0.33360717215114155,0.006666666666666667,0.8466666666666667,0.3488537069701466,0.33360717215114155,0.006666666666666667,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.18762903231149408,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,22,0.006975000000000001,0.0,0.046,0.0,0.0,0.75,0.0,0.0,0.6,0.0,0.0,0.08,0.013333333333333334,0.22,0.25,0.49182769914959523,0.47445390646271846,0.5092014918364721,0.0,2.0,0,0.03317535545023697,0.32
3,0.3874463917650965,0.49734843231645615,0.3874463917650965,0.49734843231645615,0.26078133370377743,0.4980292330636497,0.9166666666666666,0.34998704030347993,0.33445717215114146,0.006666666666666667,0.9166666666666666,0.34998704030347993,0.33445717215114146,0.006666666666666667,0.03,0.03,0.0,0.0,0.0,0.0,0.18787591510064333,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,21,0.011440124999999999,0.0,0.07508000000000001,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.03,0.22,0.25,0.4938603135435695,0.47749147973058836,0.5102291473565507,0.0,3.0,0,0.03317535545023697,0.32
4,0.3962073623575163,0.4976336075487628,0.3962073623575163,0.4976336075487628,0.26078133370377743,0.4982478911047305,0.91,0.3518537069701466,0.3358571721511415,0.006666666666666667,0.91,0.3518537069701466,0.3358571721511415,0.006666666666666667,0.04666666666666667,0.04666666666666667,0.0,0.0033333333333333335,0.0,0.0,0.1881166972239863,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,17,0.018382924374999998,0.0,0.12024506666666665,0.0,0.0,0.9285714285714286,0.0,0.0,0.6,0.0,0.0,0.08,0.04666666666666667,0.22,0.25,0.49584073225117986,0.4804308275588509,0.5112506369435088,0.0,4.0,0,0.03317535545023697,0.32
5,0.40621624281764984,0.49846556789147217,0.40621624281764984,0.49846556789147217,0.2602298807078658,0.49857299435897584,0.9033333333333333,0.35268724941377655,0.33663545875963685,0.01,0.9033333333333333,0.35268724941377655,0.33663545875963685,0.01,0.03666666666666667,0.03666666666666667,0.0,0.0,0.0,0.0,0.1893170020669906,0.08471666666666663,11.753333333333334,0.0,0.0,0.15,0.08,16,0.023791009753125,0.0,0.154506832,0.0,0.0,0.9090909090909091,0.0,0.0,0.6,0.0,0.0,0.08,0.03666666666666667,0.22,0.25,0.4970099277090257,0.4816884161845072,0.5123314392335444,0.0033333333333333335,4.983333333333333,1,0.03317535545023697,0.32
6,0.41628241097534174,0.49750723854916734,0.41628241097534174,0.49750723854916734,0.2602298807078658,0.4985499227128704,0.9066666666666666,0.3538205827471099,0.3374854587596369,0.01,0.9066666666666666,0.3538205827471099,0.3374854587596369,0.01,0.03,0.03,0.0,0.01,0.0,0.0,0.18849984815529092,0.08499999999999998,11.753333333333334,0.0,0.0,0.15,0.08,12,0.028172054704359375,0.0,0.18141669536,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.03,0.22,0.25,0.4988961832922079,0.484448797200057,0.5133435693843588,0.0033333333333333335,5.983333333333333,0,0.03317535545023697,0.32
7,0.4233944918780934,0.4935967343495135,0.4233944918780934,0.4935967343495135,0.2601509017142082,0.49862187459625773,0.91,0.35165282735861486,0.3368242768445148,0.01,0.91,0.35165282735861486,0.3368242768445148,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.19505342919577906,0.08358333333333332,10.933333333333334,0.0,0.0,0.15,0.08,11,0.031031194430837582,0.0,0.19778836145280002,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.02,0.22,0.25,0.49723998236714084,0.47971847362908177,0.5147614911052,0.02,6.866666666666666,5,0.03317535545023697,0.32
8,0.43299120513092265,0.49490171602933214,0.43299120513092265,0.49490171602933214,0.25989732052346215,0.49834517820317287,0.8766666666666667,0.3534932501721418,0.33719554505416693,0.01,0.8766666666666667,0.3534932501721418,0.33719554505416693,0.01,0.04666666666666667,0.04666666666666667,0.0,0.0033333333333333335,0.0,0.0,0.19335696507040165,0.08471666666666663,10.926666666666666,0.0,0.0,0.15,0.08,9,0.037876038458683384,0.0,0.24049926089041065,0.0,0.0,0.8571428571428571,0.0,0.0,0.6,0.0,0.0,0.08,0.04666666666666667,0.22,0.25,0.5014098258428413,0.4846928226059066,0.5181268290797763,0.02,7.84,1,0.03317535545023697,0.32
9,0.4413285963541651,0.49412559711650694,0.4413285963541651,0.49412559711650694,0.2604278986219774,0.49810405491919124,0.8833333333333333,0.3546518175332714,0.33892090193051466,0.013333333333333334,0.8833333333333333,0.3546518175332714,0.33892090193051466,0.013333333333333334,0.04,0.04,0.0,0.0,0.0,0.0,0.19388118590965098,0.08471666666666663,10.926666666666666,0.0,0.0,0.15,0.08,9,0.043686658266389976,0.0,0.27568927567260243,0.0,0.0,0.8333333333333334,0.0,0.0,0.6,0.0,0.0,0.08,0.04,0.22,0.25,0.5025672089608894,0.48609651922878566,0.5190378986929929,0.023333333333333334,8.81,1,0.03317535545023697,0.32
10,0.4490520516143372,0.4948768990335634,0.4490520516143372,0.4948768990335634,0.25997501064685635,0.498079292792509,0.8933333333333333,0.3551886875876419,0.34091161428497485,0.016666666666666666,0.8933333333333333,0.3551886875876419,0.34091161428497485,0.016666666666666666,0.03,0.03,0.0,0.006666666666666667,0.0,0.0,0.19421787557638426,0.08471666666666663,10.86,0.0,0.0,0.15,0.08,9,0.04846822497505801,0.0,0.3035088234924837,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.08,0.03333333333333333,0.22,0.25,0.5039236001831016,0.4878231287665308,0.5200240715996722,0.02666666666666667,9.776666666666667,1,0.03317535545023697,0.32
11,0.4594961902236554,0.4954239552100153,0.4594961902236554,0.4954239552100153,0.25997501064685635,0.498503798089496,0.9066666666666666,0.35623088160684824,0.3417116142849749,0.016666666666666666,0.9066666666666666,0.35623088160684824,0.3417116142849749,0.016666666666666666,0.03666666666666667,0.04,0.0,0.006666666666666667,0.0,0.0,0.19355697792897592,0.08499999999999998,10.86,0.0,0.0,0.15,0.08,7,0.054225883850182725,0.0,0.33743864702263404,0.0,0.0,0.9166666666666666,0.0,0.0,0.6,0.0,0.0,0.08,0.03666666666666667,0.22,0.25,0.5056014684747954,0.49019302853194935,0.5210099084176415,0.02666666666666667,10.776666666666667,0,0.03317535545023697,0.32
12,0.47102888147107413,0.4951916681752355,0.47102888147107413,0.4951916681752355,0.25997501064685635,0.49863888337188095,0.9033333333333333,0.3582308816068483,0.3437616142849749,0.023333333333333334,0.9033333333333333,0.3582308816068483,0.3437616142849749,0.023333333333333334,0.07333333333333333,0.07333333333333333,0.0,0.02,0.0,0.0,0.193758777317418,0.08499999999999998,10.86,0.0,0.0,0.15,0.08,7,0.06312040565687321,0.0,0.4040232074155147,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.07333333333333333,0.22,0.25,0.5072292695567393,0.4924687088987755,0.521989830214703,0.02666666666666667,11.776666666666667,0,0.03317535545023697,0.32
13,0.4808676679244743,0.4966203674013304,0.4808676679244743,0.4966203674013304,0.25997501064685635,0.4988602250010522,0.9133333333333333,0.3594308816068483,0.3446616142849749,0.03,0.9133333333333333,0.3594308816068483,0.3446616142849749,0.03,0.04,0.04,0.0,0.006666666666666667,0.0,0.0,0.19395453742281688,0.08499999999999998,10.86,0.0,0.0,0.15,0.08,5,0.06880480362858886,0.0,0.4359427432672044,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.04,0.22,0.25,0.5088073038321913,0.4946507351834005,0.5229638724809823,0.02666666666666667,12.776666666666667,0,0.03317535545023697,0.32
14,0.4891152825679463,0.4961785626491481,0.4891152825679463,0.4961785626491481,0.25997501064685635,0.4980682161311112,0.93,0.36056421494018165,0.3462116142849749,0.03333333333333333,0.93,0.36056421494018165,0.3462116142849749,0.03333333333333333,0.06,0.06,0.0,0.0033333333333333335,0.0,0.0,0.19414428024026253,0.08499999999999998,10.86,0.0,0.0,0.15,0.08,4,0.07445639710194747,0.0,0.48722388840186026,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.06,0.22,0.25,0.5103358699019908,0.4967396693103178,0.5239320704936636,0.02666666666666667,13.776666666666667,0,0.03317535545023697,0.32
15,0.49861514051747746,0.4965543298532956,0.49861514051747746,0.4965543298532956,0.25997501064685635,0.4980623635987005,0.92,0.3616308816068483,0.3475616142849749,0.03333333333333333,0.92,0.3616308816068483,0.3475616142849749,0.03333333333333333,0.05333333333333334,0.05333333333333334,0.0,0.0033333333333333335,0.0,0.0,0.19432802810652633,0.08499999999999998,10.86,0.0,0.0,0.15,0.08,3,0.07965078178310439,0.0,0.5308127439671565,0.0,0.0,0.9375,0.0,0.0,0.6,0.0,0.0,0.08,0.05333333333333334,0.22,0.25,0.5118152645753714,0.49873606983247365,0.5248944593182692,0.02666666666666667,14.776666666666667,0,0.03317535545023697,0.32
16,0.5084643464743438,0.49634498568076973,0.5084643464743438,0.49634498568076973,0.25997501064685635,0.4980468839350873,0.9433333333333334,0.363097548273515,0.34891161428497486,0.043333333333333335,0.9433333333333334,0.363097548273515,0.34891161428497486,0.043333333333333335,0.05333333333333334,0.05333333333333334,0.0,0.01,0.0,0.0,0.19450580369121986,0.08499999999999998,10.86,0.0,0.0,0.15,0.08,3,0.085674489450983,0.1393461528941899,0.5735298224211466,0.7431838647543443,0.0,0.875,0.0,0.0,0.6,0.0,0.0,0.08,0.05333333333333334,0.22,0.25,0.5132457828807117,0.5006404919514964,0.5258510738099269,0.02666666666666667,15.776666666666667,0,0.03317535545023697,0.32
17,0.5165553113307404,0.4950715053592578,0.5165553113307404,0.4950715053592578,0.25708970116747165,0.49760053954094247,0.9066666666666666,0.36473131062718883,0.35147643560373665,0.04666666666666667,0.9066666666666666,0.36473131062718883,0.35147643560373665,0.04666666666666667,0.06,0.06666666666666667,0.0,0.006666666666666667,0.0,0.0,0.19653500915405717,0.0844333333333333,10.793333333333333,0.0,0.0,0.15,0.07666666666666666,3,0.09041257783163331,0.14082182721413697,0.6202586515805992,0.7754949265471098,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.08,0.06,0.22,0.25,0.5137541847555505,0.5000982980836044,0.5274100714274965,0.03,16.663333333333334,2,0.03317535545023697,0.32
18,0.5265427417602628,0.4946726323253959,0.5265427417602628,0.4946726323253959,0.25708970116747165,0.49716625776386136,0.94,0.36674693972737704,0.3532764356037367,0.05,0.94,0.36674693972737704,0.3532764356037367,0.05,0.07666666666666666,0.08,0.0,0.013333333333333334,0.0,0.0,0.19510238920058007,0.08499999999999998,10.793333333333333,0.0,0.0,0.15,0.08,3,0.09748189354512304,0.14026146177471127,0.6878534785489873,0.7633540495855923,0.0,0.9583333333333334,0.0,0.0,0.6,0.0,0.0,0.08,0.07666666666666666,0.22,0.25,0.515106381392255,0.5018541477227213,0.5283586150617885,0.03,17.663333333333334,0,0.03317535545023697,0.32
19,0.5342782669977013,0.4943095573547862,0.5342782669977013,0.4943095573547862,0.25708970116747165,0.49645527322145916,0.9066666666666666,0.3681469397273771,0.3547264356037366,0.05333333333333334,0.9066666666666666,0.3681469397273771,0.3547264356037366,0.05333333333333334,0.06333333333333334,0.06666666666666667,0.0,0.04666666666666667,0.0,0.0,0.1952648521866751,0.08499999999999998,10.793333333333333,0.0,0.0,0.15,0.08,2,0.10300215187831711,0.14338343675363394,0.7407630756446741,0.8337477621301497,0.0,0.95,0.0,0.0,0.6,0.0,0.0,0.08,0.06333333333333334,0.22,0.25,0.5164104648491391,0.5035194622640037,0.5293014674342745,0.03,18.663333333333334,0,0.03317535545023697,0.32
20,0.5416730710175957,0.49448800220932243,0.5416730710175957,0.49448800220932243,0.25708970116747165,0.4955663883576999,0.9266666666666666,0.3688136063940437,0.3556264356037367,0.05333333333333334,0.9266666666666666,0.3688136063940437,0.3556264356037367,0.05333333333333334,0.04666666666666667,0.04666666666666667,0.0,0.03666666666666667,0.0,0.0,0.19542142128625636,0.08499999999999998,10.793333333333333,0.0,0.0,0.15,0.08,2,0.10618697445225886,0.14266651956986576,0.7726144807984472,0.8170728068875467,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.04666666666666667,0.22,0.25,0.517666723805282,0.5050947849180383,0.5302386626925258,0.03,19.663333333333334,0,0.03317535545023697,0.32
21,0.5518196856157652,0.49438057599175833,0.5518196856157652,0.49438057599175833,0.2560065289245191,0.4947011615467459,0.9366666666666666,0.37019369371224675,0.35615206406560646,0.05333333333333334,0.9366666666666666,0.37019369371224675,0.35615206406560646,0.05333333333333334,0.056666666666666664,0.056666666666666664,0.0,0.03666666666666667,0.0,0.0,0.19643383285928281,0.08471666666666663,10.78,0.0,0.0,0.15,0.08,2,0.11135570624666423,0.14562902005992398,0.8138288578491452,0.8876502224576002,0.0,0.8235294117647058,0.0,0.0,0.6,0.0,0.0,0.08,0.056666666666666664,0.22,0.25,0.5172239946146502,0.5038581350014423,0.530589854227858,0.03333333333333333,20.593333333333334,1,0.03317535545023697,0.32
22,0.561238371901911,0.4935925769395024,0.561238371901911,0.4935925769395024,0.2560065289245191,0.49386370552894643,0.9333333333333333,0.3712603603789134,0.35754509555918956,0.05333333333333334,0.9333333333333333,0.3712603603789134,0.35754509555918956,0.05333333333333334,0.06,0.06333333333333334,0.0,0.05,0.0,0.0,0.19557635679617635,0.08499999999999998,10.78,0.0,0.0,0.15,0.08,1,0.11594182013627809,0.14490087495962437,0.8608856140254955,0.8698972180084482,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.08,0.06,0.22,0.25,0.5183819350454857,0.5052575408029952,0.5315063292879763,0.03333333333333333,21.593333333333334,0,0.03317535545023697,0.32
