agent_id,exit_capacity,outside_ties,econ_independence,tenure,born_inside,punishment_received,punishment_delivered,is_enforcer,exited
0,0.6183574601823844,0.4100687983013734,0.8266461220633953,103,False,107,0,False,True
1,0.8880606323658145,0.7761212647316288,1.0,46,False,15,7,False,True
2,0.8511406651959358,0.7022813303918716,1.0,76,False,12,0,False,True
3,0.691784178274261,0.4885746373491588,0.8949937191993631,56,False,23,0,False,True
4,0.631897049380742,0.2637940987614839,1.0,150,False,18,0,False,True
5,0.54361489180884,0.08722978361768001,1.0,156,False,164,0,False,True
6,0.7487130730174021,0.5021557032110955,0.9952704428237086,37,False,21,0,False,True
7,0.6579420005511574,0.5301824305837892,0.7857015705185256,91,False,52,0,False,True
8,0.7237779348820097,0.4475558697640195,1.0,61,False,33,0,False,True
9,0.6786543513280434,0.6535927686457731,0.7037159340103137,118,False,252,0,False,True
10,0.5,0.0,1.0,275,False,223,1,False,True
11,0.6373222758707681,0.7999413476279046,0.47470320411363154,42,False,14,0,False,True
12,0.7965210325043176,0.5930420650086352,1.0,60,False,23,0,False,True
13,0.7005749913847428,0.61975147895509,0.7813985038143957,73,False,19,0,False,True
14,0.5,0.0,1.0,285,False,138,0,False,True
15,0.5874276503361557,0.6966585826720342,0.4781967180002772,82,False,26,0,False,True
16,0.6591615078044506,0.5911770666642782,0.7271459489446231,55,False,14,0,False,True
17,0.6627426447979181,0.3254852895958362,1.0,73,False,16,2,False,True
18,0.8362901700645431,0.6725803401290863,1.0,450,False,2,0,False,False
19,0.5,0.0,1.0,450,False,1,0,False,False
20,0.6015928740288914,0.31052631396020275,0.8926594340975801,89,False,39,0,False,True
21,0.5,0.0,1.0,186,False,127,0,False,True
22,0.842606119779716,0.685212239559432,1.0,125,False,16,0,False,True
23,0.5214857502323105,0.04297150046462099,1.0,148,False,56,1,False,True
24,0.5,0.0,1.0,450,False,0,0,False,False
25,0.7512073167445578,0.5729433513513086,0.9294712821378069,76,False,9,0,False,True
26,0.5,0.0,1.0,450,False,0,0,False,False
27,0.5,0.0,1.0,209,False,94,0,False,True
28,0.6523886365685566,0.3047772731371133,1.0,70,False,13,0,False,True
29,0.7431637160909967,0.48632743218199337,1.0,50,False,5,0,False,True
30,0.7199271651732022,0.4398543303464043,1.0,110,False,12,0,False,True
31,0.5,0.0,1.0,450,False,0,224,False,False
32,0.498702304422571,0.18726818578118282,0.8101364230639593,89,False,80,0,False,True
33,0.5,0.0,1.0,450,False,0,142,False,False
34,0.5238993805070739,0.38319182045425054,0.6646069405598972,115,False,48,0,False,True
35,0.4731041356183392,0.3149304286050857,0.6312778426315927,87,False,61,0,False,True
36,0.4385848447283065,0.32427002939652,0.552899660060093,85,False,19,0,False,True
37,0.5,0.0,1.0,450,False,1,1,False,False
38,0.7442940754613021,0.7827336783388419,0.7058544725837624,79,False,27,0,False,True
39,0.7624283589779037,0.530074886469235,0.9947818314865725,68,False,11,0,False,True
40,0.5,0.0,1.0,315,False,3,0,False,True
41,0.5403240827297618,0.0806481654595236,1.0,450,False,191,517,True,False
42,0.7142376194115827,0.4706469156817634,0.9578283231414021,69,False,8,0,False,True
43,0.5,0.0,1.0,450,False,203,611,True,False
44,0.5,0.0,1.0,450,False,154,370,True,False
45,0.5,0.0,1.0,450,False,5,1,False,False
46,0.5,0.0,1.0,239,False,47,0,False,True
47,0.5,0.0,1.0,450,False,2,0,False,False
48,0.5,0.0,1.0,450,False,2,1,False,False
49,0.725185786383528,0.7347751198325476,0.7155964529345085,44,False,9,0,False,True
50,0.7506030728071684,0.696426457168885,0.8047796884454518,53,False,9,0,False,True
51,0.5,0.0,1.0,450,False,1,0,False,False
52,0.6160145682419897,0.26436086818249527,0.9676682683014843,72,False,21,0,False,True
