agent_id,exit_capacity,outside_ties,econ_independence,tenure,born_inside,punishment_received,punishment_delivered,is_enforcer,exited
0,0.6222157498231476,0.6263268904835627,0.6181046091627326,55,False,40,0,False,True
1,0.9202480950632155,0.8404961901264308,1.0,49,False,17,1,False,True
2,0.9145858151710107,0.8291716303420215,1.0,61,False,20,1,False,True
3,0.7882807989517052,0.5765615979034104,1.0,99,False,74,0,False,True
4,0.9285188087841132,0.8570376175682264,1.0,353,False,7,0,False,True
5,0.626767098169551,0.49706433986153814,0.7564698564775638,86,False,47,0,False,True
6,0.7792854294056273,0.5585708588112547,1.0,48,False,45,0,False,True
7,0.763642423932642,0.7415832773467584,0.7857015705185256,91,False,57,0,False,True
8,0.777107978171744,0.5542159563434882,1.0,67,False,34,0,False,True
9,0.6935340175220648,0.9828974997921249,0.4041705352520045,59,False,48,0,False,True
10,0.5337466112742636,0.7218359664949251,0.34565725605360215,63,False,10,0,False,True
11,0.7181564363014823,0.8698126589607246,0.5665002136422401,61,False,15,0,False,True
12,0.8185868254370685,0.665704931154955,0.9714687197191819,53,False,15,0,False,True
13,0.7774455775525617,0.7562537245466119,0.7986374305585116,78,False,22,0,False,True
14,1.0,1.0,1.0,319,False,0,1,False,False
15,0.6683086288697366,0.8718252594638384,0.4647919982756349,79,False,28,0,False,True
16,0.7144890417761744,0.6740817270293384,0.7548963565230103,63,False,23,0,False,True
17,0.7018891788236341,0.4037783576472683,1.0,59,False,24,16,False,True
18,1.0,1.0,1.0,224,False,2,1,False,True
19,0.994689970446883,0.989379940893766,1.0,90,False,0,0,False,False
20,0.6820471506341681,0.5166722440225593,0.8474220572457768,74,False,43,0,False,True
21,0.6591770647760123,0.3654422452162355,0.9529118843357892,69,False,25,0,False,True
22,1.0,1.0,1.0,450,False,2,0,False,False
23,0.7125866791314963,0.42517335826299263,1.0,55,False,7,0,False,True
24,0.7355183761542936,0.47103675230858716,1.0,450,False,0,0,False,False
25,1.0,1.0,1.0,263,False,0,1,False,False
26,0.5193569290705211,0.45977572665258293,0.5789381314884592,135,False,36,0,False,True
