t,fund_prevalence,exit_rate,punish_rate,enforcer_punish_share_step,sigma,pi_reward,base_opp,exit_threshold,seed,regime,regime_column
28,0.0666666666666666,0.6142857142857143,0.0342857142857142,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
29,0.0671641791044776,0.6171428571428571,0.0285714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
30,0.0681818181818181,0.6228571428571429,0.0285714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
31,0.0687022900763358,0.6257142857142857,0.0257142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
32,0.0687022900763358,0.6257142857142857,0.0228571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
33,0.0687022900763358,0.6257142857142857,0.0228571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
34,0.0692307692307692,0.6285714285714286,0.0257142857142857,0.9090909090909092,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
35,0.0692307692307692,0.6285714285714286,0.0257142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
36,0.0703125,0.6342857142857142,0.02,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
37,0.0703125,0.6342857142857142,0.0171428571428571,0.8,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
38,0.0703125,0.6342857142857142,0.0228571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
39,0.0703125,0.6342857142857142,0.0257142857142857,0.9230769230769232,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
40,0.0708661417322834,0.6371428571428571,0.0314285714285714,0.875,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
41,0.072,0.6428571428571429,0.02,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
42,0.072,0.6428571428571429,0.0171428571428571,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
43,0.0725806451612903,0.6457142857142857,0.02,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
44,0.0725806451612903,0.6457142857142857,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
45,0.0725806451612903,0.6457142857142857,0.0142857142857142,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
46,0.073170731707317,0.6485714285714286,0.0171428571428571,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
47,0.073170731707317,0.6485714285714286,0.02,0.8571428571428571,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
48,0.073170731707317,0.6485714285714286,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
49,0.0737704918032786,0.6514285714285715,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
50,0.0737704918032786,0.6514285714285715,0.0142857142857142,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
51,0.0737704918032786,0.6514285714285715,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
52,0.0737704918032786,0.6514285714285715,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
53,0.0737704918032786,0.6514285714285715,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
54,0.0737704918032786,0.6514285714285715,0.0171428571428571,0.8333333333333334,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
55,0.0743801652892562,0.6542857142857142,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
56,0.0743801652892562,0.6542857142857142,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
57,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
58,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
59,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
60,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
61,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
62,0.075,0.6571428571428571,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
63,0.075,0.6571428571428571,0.0057142857142857,0.5,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
64,0.075,0.6571428571428571,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
65,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
66,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
67,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
68,0.075,0.6571428571428571,0.0057142857142857,0.5,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
69,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
70,0.075,0.6571428571428571,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
71,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
72,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
73,0.075,0.6571428571428571,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
74,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
75,0.075,0.6571428571428571,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
76,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
77,0.075,0.6571428571428571,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
78,0.075,0.6571428571428571,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
79,0.075,0.6571428571428571,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
80,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
81,0.075,0.6571428571428571,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
82,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
83,0.075,0.6571428571428571,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
84,0.075,0.6571428571428571,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
85,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
86,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
87,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
88,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
89,0.075,0.6571428571428571,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
90,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
91,0.075,0.6571428571428571,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
92,0.0756302521008403,0.66,0.0,0.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
93,0.0756302521008403,0.66,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
94,0.0756302521008403,0.66,0.0114285714285714,0.75,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
95,0.0756302521008403,0.66,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
96,0.0756302521008403,0.66,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
97,0.0756302521008403,0.66,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
98,0.0762711864406779,0.6628571428571428,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
99,0.0762711864406779,0.6628571428571428,0.0085714285714285,0.75,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
100,0.0762711864406779,0.6628571428571428,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
101,0.0762711864406779,0.6628571428571428,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
102,0.0762711864406779,0.6628571428571428,0.0114285714285714,0.75,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
103,0.0762711864406779,0.6628571428571428,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
104,0.0769230769230769,0.6657142857142857,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
105,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
106,0.0769230769230769,0.6657142857142857,0.0057142857142857,0.5,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
107,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
108,0.0769230769230769,0.6657142857142857,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
109,0.0769230769230769,0.6657142857142857,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
110,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
111,0.0769230769230769,0.6657142857142857,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
112,0.0769230769230769,0.6657142857142857,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
113,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
114,0.0769230769230769,0.6657142857142857,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
115,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
116,0.0769230769230769,0.6657142857142857,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
117,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
118,0.0769230769230769,0.6657142857142857,0.0057142857142857,0.5,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
119,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
120,0.0769230769230769,0.6657142857142857,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
121,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
122,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
123,0.0769230769230769,0.6657142857142857,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
124,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
125,0.0769230769230769,0.6657142857142857,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
126,0.0769230769230769,0.6657142857142857,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
127,0.0769230769230769,0.6657142857142857,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
128,0.0769230769230769,0.6657142857142857,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
129,0.0769230769230769,0.6657142857142857,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
130,0.0769230769230769,0.6657142857142857,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
131,0.0769230769230769,0.6657142857142857,0.0142857142857142,0.8,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
132,0.0769230769230769,0.6657142857142857,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
133,0.0769230769230769,0.6657142857142857,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
134,0.0775862068965517,0.6685714285714286,0.0142857142857142,0.8,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
135,0.0775862068965517,0.6685714285714286,0.0057142857142857,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
136,0.0775862068965517,0.6685714285714286,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
137,0.0775862068965517,0.6685714285714286,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
138,0.0775862068965517,0.6685714285714286,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
139,0.0782608695652174,0.6714285714285714,0.0142857142857142,0.8,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
140,0.0789473684210526,0.6742857142857143,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
141,0.079646017699115,0.6771428571428572,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
142,0.079646017699115,0.6771428571428572,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
143,0.079646017699115,0.6771428571428572,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
144,0.079646017699115,0.6771428571428572,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
145,0.079646017699115,0.6771428571428572,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
146,0.079646017699115,0.6771428571428572,0.0057142857142857,0.5,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
147,0.079646017699115,0.6771428571428572,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
148,0.079646017699115,0.6771428571428572,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
149,0.079646017699115,0.6771428571428572,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
150,0.079646017699115,0.6771428571428572,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
151,0.079646017699115,0.6771428571428572,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
152,0.079646017699115,0.6771428571428572,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
153,0.079646017699115,0.6771428571428572,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
154,0.079646017699115,0.6771428571428572,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
155,0.079646017699115,0.6771428571428572,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
156,0.079646017699115,0.6771428571428572,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
157,0.079646017699115,0.6771428571428572,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
158,0.079646017699115,0.6771428571428572,0.0,0.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
159,0.079646017699115,0.6771428571428572,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
160,0.079646017699115,0.6771428571428572,0.0114285714285714,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
161,0.0803571428571428,0.68,0.0114285714285714,0.75,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
162,0.0803571428571428,0.68,0.0,0.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
163,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
164,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
165,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
166,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
167,0.0803571428571428,0.68,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
168,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
169,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
170,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
171,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
172,0.0803571428571428,0.68,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
173,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
174,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
175,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
176,0.0803571428571428,0.68,0.0028571428571428,0.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
177,0.0803571428571428,0.68,0.0,0.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
178,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
179,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
180,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
181,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
182,0.0803571428571428,0.68,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
183,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
184,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
185,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
186,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
187,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
188,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
189,0.0803571428571428,0.68,0.0057142857142857,0.5,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
190,0.0803571428571428,0.68,0.0057142857142857,0.5,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
191,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
192,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
193,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
194,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
195,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
196,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
197,0.0803571428571428,0.68,0.0085714285714285,0.3333333333333333,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
198,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
199,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
200,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
201,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
202,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
203,0.0803571428571428,0.68,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
204,0.0803571428571428,0.68,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
205,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
206,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
207,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
208,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
209,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
210,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
211,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
212,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
213,0.0803571428571428,0.68,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
214,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
215,0.0803571428571428,0.68,0.0028571428571428,0.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
216,0.0803571428571428,0.68,0.0,0.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
217,0.0803571428571428,0.68,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
218,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
219,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
220,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
221,0.0803571428571428,0.68,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
222,0.0803571428571428,0.68,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
223,0.0803571428571428,0.68,0.0085714285714285,0.6666666666666666,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
224,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
225,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
226,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
227,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
228,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
229,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
230,0.0803571428571428,0.68,0.0057142857142857,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
231,0.0803571428571428,0.68,0.0085714285714285,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
232,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
233,0.0803571428571428,0.68,0.0028571428571428,1.0,0.75,0.5,1.5,1.5,1,QUIET,regime_hier
