sigma,pi_reward,base_opp,exit_threshold,seed,run_dir,final_fund_prevalence,final_exit_rate,old_max_punish,new_max_punish,enforcer_punish_share,top5_punishment_share,top10_punishment_share,old_regime_legacy,new_regime_legacy,old_regime_hier,new_regime_hier,reclassified_legacy,reclassified_hier,reclassified
0.25,0.25,3.0,1.5,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_3.00/exit_threshold_1.50/seed_04,0.0,0.9971428571428572,0.0657142857142857,0.0657142857142857,0.8734579001495987,0.9705882352941176,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.25,3.0,1.5,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_3.00/exit_threshold_1.50/seed_05,0.0,0.9942857142857144,0.0628571428571428,0.0628571428571428,0.7596237106237096,0.8865979381443299,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.25,5.0,-1.0,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_01,0.1005291005291005,0.46,0.1085714285714285,0.11821086261980829,0.4197645974820075,0.7229773462783171,0.8692556634304207,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.25,5.0,-1.0,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_02,0.1027027027027027,0.4714285714285714,0.1142857142857142,0.11461318051575922,0.4576730840226886,0.6068585425597061,0.8622167789344765,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.25,5.0,-1.0,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_03,0.0930232558139534,0.5085714285714286,0.12,0.1314878892733563,0.3611058694512659,0.7182741116751269,0.8908629441624365,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.25,5.0,-1.0,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_04,0.0963855421686747,0.5257142857142857,0.0914285714285714,0.099644128113879,0.4914178507734257,0.665580182529335,0.8833116036505867,QUIET,QUIET,QUIET,QUIET,False,False,False
0.25,0.25,5.0,-1.0,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_05,0.0899470899470899,0.46,0.1257142857142857,0.12680115273775214,0.3942316435253195,0.6235138705416117,0.8599735799207398,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.25,5.0,1.5,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_01,1.0,0.9971428571428572,0.0542857142857142,0.0542857142857142,0.8455043869649123,0.9509803921568627,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.25,5.0,1.5,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_02,1.0,0.9971428571428572,0.08,0.10344827586206812,0.8924233104491714,0.9402985074626866,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.25,5.0,1.5,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_03,0.0,0.9971428571428572,0.0628571428571428,0.0628571428571428,0.7219800973863807,0.8823529411764706,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.25,5.0,1.5,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_04,,1.0,0.0657142857142857,0.0657142857142857,0.8734579001495987,0.9705882352941176,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.25,5.0,1.5,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_05,0.0,0.9914285714285714,0.0628571428571428,0.0628571428571428,0.7596237106237096,0.8865979381443299,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,0.3,-1.0,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_01,0.1313131313131313,0.4342857142857143,0.1771428571428571,0.1880877742946708,0.6876260678755117,0.7761887736860923,0.9590632820879513,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,0.3,-1.0,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_02,0.0995475113122171,0.3685714285714285,0.1714285714285714,0.17910447761194026,0.6137431597858888,0.7747731397459166,0.946098003629764,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,0.3,-1.0,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_03,0.116751269035533,0.4371428571428571,0.1771428571428571,0.19254658385093162,0.7695004391685578,0.7953205600589536,0.9620486366985999,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,0.3,-1.0,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_04,0.1375661375661375,0.46,0.1571428571428571,0.17500000000000002,0.8170249435075996,0.847972972972973,0.9590620031796503,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,0.3,-1.0,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_05,0.1192660550458715,0.3771428571428571,0.1657142857142857,0.18770226537216828,0.5967702848954227,0.7729062276306371,0.9520400858983536,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,0.3,1.5,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_01,0.1147540983606557,0.6514285714285715,0.0714285714285714,0.15337423312883428,0.6674792932859975,0.9218843172331544,0.9576624925462135,QUIET,MIXED,QUIET,MIXED,True,True,True
0.25,0.5,0.3,1.5,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_02,0.1111111111111111,0.7171428571428572,0.0942857142857142,0.16666666666666663,0.8495957904880915,0.9614711033274956,0.9824868651488616,QUIET,MIXED,QUIET,MIXED,True,True,True
0.25,0.5,0.3,1.5,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_03,0.1150442477876106,0.6771428571428572,0.0914285714285714,0.1506849315068492,0.7330782319875461,0.9271212909942738,0.9593961478396669,QUIET,MIXED,QUIET,MIXED,True,True,True
0.25,0.5,0.3,1.5,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_04,0.1379310344827586,0.7514285714285714,0.0742857142857142,0.17073170731707316,0.9327219099877104,0.9797947402180885,0.9900577293136626,QUIET,MIXED,QUIET,MIXED,True,True,True
0.25,0.5,0.3,1.5,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_05,0.125,0.6571428571428571,0.0828571428571428,0.14634146341463403,0.7014686261591064,0.9345391903531438,0.9629629629629629,QUIET,MIXED,QUIET,MIXED,True,True,True
0.25,0.5,1.5,-1.0,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_01,0.1263157894736842,0.4571428571428571,0.1542857142857142,0.16413373860182362,0.4630732172807673,0.744345718901454,0.925686591276252,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,1.5,-1.0,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_02,0.1306818181818181,0.4971428571428571,0.1457142857142857,0.15644171779141103,0.4911008962458184,0.7381137957911146,0.911925175370226,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,1.5,-1.0,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_03,0.1210526315789473,0.4571428571428571,0.1571428571428571,0.17753623188405798,0.4059341795962571,0.7691082802547771,0.9223726114649682,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,1.5,-1.0,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_04,0.1329479768786127,0.5057142857142857,0.14,0.14984709480122327,0.5264328096746564,0.8076757222940922,0.9258300991806814,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,1.5,-1.0,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_05,0.1237113402061855,0.4457142857142857,0.1514285714285714,0.16666666666666666,0.5273963224808997,0.7334507042253521,0.9274647887323944,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,1.5,1.5,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_01,0.375,0.9771428571428572,0.0542857142857142,0.25000000000000006,0.7462111170253575,0.950920245398773,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,1.5,1.5,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_02,0.4444444444444444,0.9742857142857144,0.0942857142857142,0.19999999999999854,0.945902996471961,0.9669811320754716,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,1.5,1.5,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_03,0.25,0.9771428571428572,0.0914285714285714,0.12903225806451604,0.9626657269605491,0.9028571428571428,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,1.5,1.5,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_04,0.25,0.9771428571428572,0.0657142857142857,0.21428571428571233,0.9836682047768994,0.9782608695652174,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,1.5,1.5,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_05,0.3636363636363636,0.9685714285714284,0.0828571428571428,0.18749999999999895,0.8378716015152786,0.8979591836734694,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,3.0,-1.0,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_01,0.1534090909090909,0.4971428571428571,0.1485714285714285,0.15522388059701483,0.4066142364940529,0.6821158690176322,0.9138539042821159,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,3.0,-1.0,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_02,0.1222222222222222,0.4857142857142857,0.1657142857142857,0.1762917933130699,0.3854147090885284,0.7,0.8994974874371859,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,3.0,-1.0,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_03,0.1369047619047619,0.52,0.1342857142857142,0.15666666666666657,0.39411484787808587,0.7274143302180686,0.9060228452751817,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,3.0,-1.0,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_04,0.125,0.52,0.12,0.12541254125412532,0.47335408505908116,0.7602852441031267,0.9111354909489852,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,3.0,-1.0,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_05,0.1337209302325581,0.5085714285714286,0.1514285714285714,0.15820895522388057,0.31526918681390587,0.7130574959699086,0.8936055883933369,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,3.0,1.5,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_01,0.5,0.9885714285714284,0.0542857142857142,0.06818181818181765,0.9747451973241437,0.9596774193548387,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,3.0,1.5,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_02,0.75,0.9885714285714284,0.0942857142857142,0.18749999999999895,0.9087113058589341,0.9588235294117647,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,3.0,1.5,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_03,0.6666666666666666,0.9914285714285714,0.0914285714285714,0.0914285714285714,0.9226647190611375,0.8802816901408451,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,3.0,1.5,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_04,1.0,0.9942857142857144,0.0657142857142857,0.5000000000000034,0.9829581266802428,0.9765625,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,3.0,1.5,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_05,0.5714285714285714,0.98,0.0828571428571428,0.08620689655172363,0.8566267714198739,0.8861788617886179,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,5.0,-1.0,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_01,0.1348314606741573,0.4914285714285714,0.1371428571428571,0.16161616161616157,0.42157092793176254,0.7,0.9145161290322581,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,5.0,-1.0,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_02,0.1197604790419161,0.5228571428571429,0.1457142857142857,0.15857605177993528,0.3841950146695906,0.7114026236125126,0.9006054490413723,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,5.0,-1.0,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_03,0.1257861635220125,0.5457142857142857,0.1428571428571428,0.1712328767123287,0.43888448998491975,0.7637109174782163,0.9231163505894413,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,5.0,-1.0,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_04,0.1379310344827586,0.5028571428571429,0.1228571428571428,0.1287425149700598,0.4813558886202464,0.7919272313814667,0.9135872654917567,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,5.0,-1.0,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_05,0.1388888888888889,0.4857142857142857,0.1371428571428571,0.1454545454545454,0.36107284372302745,0.6545166402535658,0.8774432118330692,MIXED,MIXED,MIXED,MIXED,False,False,False
0.25,0.5,5.0,1.5,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_01,0.6666666666666666,0.9914285714285714,0.0542857142857142,0.0542857142857142,0.9708598429124735,0.9568965517241379,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,5.0,1.5,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_02,1.0,0.9942857142857144,0.0942857142857142,0.29999999999999744,0.9140812291025262,0.9588235294117647,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,5.0,1.5,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_03,1.0,0.9942857142857144,0.0914285714285714,0.14285714285714238,0.9278204045237283,0.8811188811188811,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,5.0,1.5,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_04,0.5,0.9942857142857144,0.0657142857142857,0.5000000000000034,0.9793703636655571,0.975,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.25,0.5,5.0,1.5,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.25/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_05,0.5714285714285714,0.98,0.0828571428571428,0.11111111111111083,0.8566267714198739,0.8842975206611571,1.0,COLLAPSE,COLLAPSE,COLLAPSE,COLLAPSE,False,False,False
0.75,0.05,0.3,-1.0,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_-1.00/seed_01,0.0850202429149797,0.2942857142857142,0.1371428571428571,0.14465408805031443,0.9344737352666829,0.8497416974169741,0.9672324723247232,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,-1.0,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_-1.00/seed_02,0.0964912280701754,0.3485714285714286,0.1285714285714285,0.13636363636363627,0.8396550918364799,0.8190963642781504,0.9643487469114014,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,-1.0,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_-1.00/seed_03,0.1121495327102803,0.3885714285714285,0.1428571428571428,0.16077170418006423,0.9225108094902291,0.8111698522434594,0.9757353937915142,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,-1.0,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_-1.00/seed_04,0.1023255813953488,0.3857142857142857,0.1314285714285714,0.141025641025641,0.957324214818447,0.8294514445717195,0.9747995418098511,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,-1.0,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_-1.00/seed_05,0.1004366812227074,0.3457142857142857,0.1342857142857142,0.1543624161073825,0.953585354313321,0.8502223824978964,0.9743959610530112,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,1.5,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_1.50/seed_01,0.1030927835051546,0.4457142857142857,0.1114285714285714,0.14285714285714282,0.9034303324002791,0.8951847239518472,0.9694894146948941,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,1.5,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_1.50/seed_02,0.0994475138121546,0.4828571428571429,0.1085714285714285,0.1507936507936507,0.8998329195919155,0.924391715262417,0.9666197466318118,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,1.5,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_1.50/seed_03,0.0880829015544041,0.4485714285714285,0.1114285714285714,0.14498141263940517,0.831149836140972,0.9199577613516368,0.9697993664202745,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,1.5,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_1.50/seed_04,0.0924855491329479,0.5057142857142857,0.1,0.1410788381742738,0.8217570403340501,0.917034236504936,0.9691241335853812,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,0.3,1.5,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_0.30/exit_threshold_1.50/seed_05,0.1098901098901098,0.48,0.1085714285714285,0.13523131672597855,0.9256186242292076,0.9057407407407407,0.9701851851851852,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,1.5,-1.0,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_-1.00/seed_01,0.0790513833992094,0.2771428571428571,0.1142857142857142,0.11764705882352931,0.8127459177980897,0.76357733175915,0.9377213695395513,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,1.5,-1.0,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_-1.00/seed_02,0.0905172413793103,0.3371428571428571,0.1228571428571428,0.13030303030303023,0.6214300593705396,0.7561957868649318,0.9383519206939281,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,1.5,-1.0,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_-1.00/seed_03,0.1042654028436018,0.3971428571428571,0.1142857142857142,0.13651877133105791,0.6313858944679761,0.7466627113616138,0.9463067339068526,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,1.5,-1.0,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_-1.00/seed_04,0.0934579439252336,0.3885714285714285,0.1228571428571428,0.12391930835734863,0.9033647460662668,0.8044654939106901,0.9603067207938656,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,1.5,-1.0,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_-1.00/seed_05,0.1138613861386138,0.4228571428571429,0.1257142857142857,0.14379084967320258,0.8327937363521151,0.7573021773765268,0.9519383961763144,MIXED,MIXED,MIXED,MIXED,False,False,False
0.75,0.05,1.5,1.5,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_1.50/seed_01,0.0887096774193548,0.6457142857142857,0.0514285714285714,0.11920529801324498,0.6773376633376623,0.9165808444902163,0.952626158599382,QUIET,MIXED,QUIET,MIXED,True,True,True
0.75,0.05,1.5,1.5,2,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_1.50/seed_02,0.1011235955056179,0.7457142857142857,0.0514285714285714,0.10569105691056899,0.8656091025466016,0.9234567901234568,0.9637860082304527,QUIET,MIXED,QUIET,MIXED,True,True,True
0.75,0.05,1.5,1.5,3,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_1.50/seed_03,0.087378640776699,0.7057142857142857,0.0485714285714285,0.12592592592592575,0.6345421768716556,0.9044038668098818,0.9484425349087003,QUIET,MIXED,QUIET,MIXED,True,True,True
0.75,0.05,1.5,1.5,4,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_1.50/seed_04,0.0833333333333333,0.7257142857142858,0.0457142857142857,0.12030075187969921,0.7694901991487346,0.9466929911154985,0.9743336623889437,QUIET,MIXED,QUIET,MIXED,True,True,True
0.75,0.05,1.5,1.5,5,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_1.50/exit_threshold_1.50/seed_05,0.1075268817204301,0.7342857142857143,0.0571428571428571,0.13970588235294096,0.7561416468218783,0.9385665529010239,0.9641638225255973,QUIET,MIXED,QUIET,MIXED,True,True,True
0.75,0.05,3.0,-1.0,1,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_three_regime_confirm/sigma_0.75/pi_0.05/base_opp_3.00/exit_threshold_-1.00/seed_01,0.0909090909090909,0.3085714285714285,0.1057142857142857,0.11384615384615383,0.5360189947852556,0.7384976525821596,0.9075117370892019,MIXED,MIXED,MIXED,MIXED,False,False,False
