sigma,pi_reward,base_opp,exit_threshold,seed,final_fund_prevalence,final_exit_rate,max_punish,enforcer_punish_share,top5_punishment_share,top10_punishment_share,regime_legacy,regime_hier,run_dir
0.75,0.05,3.0,-1.0,1,0.0909090909090909,0.3085714285714285,0.1057142857142857,0.5360189947852556,0.7384976525821596,0.9075117370892019,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_3.00/exit_threshold_-1.00/seed_01
0.75,0.05,3.0,-1.0,2,0.0913043478260869,0.3428571428571428,0.0971428571428571,0.578718687314252,0.7374948325754443,0.9185613890037205,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_3.00/exit_threshold_-1.00/seed_02
0.75,0.05,3.0,1.0,1,0.0821917808219178,0.3742857142857143,0.0742857142857142,0.5315331075539739,0.7965870307167235,0.9010238907849829,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_3.00/exit_threshold_1.00/seed_01
0.75,0.05,3.0,1.0,2,0.0904522613065326,0.4314285714285714,0.0742857142857142,0.6597580320763805,0.8388009049773756,0.9038461538461539,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_3.00/exit_threshold_1.00/seed_02
0.75,0.05,3.0,1.5,1,0.0886075949367088,0.7742857142857142,0.0342857142857142,0.6464749546178107,0.8653846153846154,0.9395604395604396,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_3.00/exit_threshold_1.50/seed_01
0.75,0.05,3.0,1.5,2,0.1076923076923077,0.8142857142857143,0.0514285714285714,0.7986954375079365,0.9262589928057554,0.9622302158273381,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_3.00/exit_threshold_1.50/seed_02
0.75,0.05,5.0,-1.0,1,0.0901639344262295,0.3028571428571429,0.1,0.4763608758102443,0.7200913242009133,0.9077625570776255,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_5.00/exit_threshold_-1.00/seed_01
0.75,0.05,5.0,-1.0,2,0.0862068965517241,0.3371428571428571,0.1142857142857142,0.5440244229313869,0.741852487135506,0.9176672384219554,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_5.00/exit_threshold_-1.00/seed_02
0.75,0.05,5.0,1.0,1,0.0927835051546391,0.4457142857142857,0.06,0.6420220083562489,0.7908827785817656,0.8958031837916064,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_5.00/exit_threshold_1.00/seed_01
0.75,0.05,5.0,1.0,2,0.1005291005291005,0.46,0.0571428571428571,0.8047123193617671,0.8465089440276976,0.9163300634737449,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_5.00/exit_threshold_1.00/seed_02
0.75,0.05,5.0,1.5,1,0.0983606557377049,0.8257142857142857,0.0342857142857142,0.7592148319705562,0.9130434782608695,0.9739130434782609,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_5.00/exit_threshold_1.50/seed_01
0.75,0.05,5.0,1.5,2,0.087719298245614,0.8371428571428572,0.0514285714285714,0.788229700593336,0.9107142857142857,0.9732142857142857,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.05/base_opp_5.00/exit_threshold_1.50/seed_02
0.75,0.25,0.3,-1.0,1,0.1191489361702127,0.3285714285714285,0.1485714285714285,0.9367922687020337,0.8040988547317661,0.9714285714285714,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_01
0.75,0.25,0.3,-1.0,2,0.1146788990825688,0.3771428571428571,0.1457142857142857,0.9582698200275803,0.8300719748088169,0.9737966711650922,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_02
0.75,0.25,0.3,1.0,1,0.1228813559322034,0.3257142857142857,0.14,0.9289690910459348,0.8472750316856781,0.9678390367553865,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_0.30/exit_threshold_1.00/seed_01
0.75,0.25,0.3,1.0,2,0.0954545454545454,0.3714285714285714,0.1285714285714285,0.9591713564492146,0.870793762457498,0.9745573924258413,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_0.30/exit_threshold_1.00/seed_02
0.75,0.25,0.3,1.5,1,0.1288659793814432,0.4457142857142857,0.12,0.948847195129844,0.8986420271594568,0.9771804563908721,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_0.30/exit_threshold_1.50/seed_01
0.75,0.25,0.3,1.5,2,0.1216931216931216,0.46,0.1028571428571428,0.9431842609249724,0.9377199155524278,0.9663969035890219,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_0.30/exit_threshold_1.50/seed_02
0.75,0.25,1.5,-1.0,1,0.1101694915254237,0.3257142857142857,0.1142857142857142,0.8082190669969859,0.764892578125,0.947509765625,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_1.50/exit_threshold_-1.00/seed_01
0.75,0.25,1.5,-1.0,2,0.1159420289855072,0.4085714285714286,0.1257142857142857,0.943408136164675,0.8304664240820377,0.9657624875951042,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_1.50/exit_threshold_-1.00/seed_02
0.75,0.25,1.5,1.0,1,0.1226415094339622,0.3942857142857143,0.0942857142857142,0.9461017260550508,0.8940928270042194,0.970042194092827,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_1.50/exit_threshold_1.00/seed_01
0.75,0.25,1.5,1.0,2,0.1224489795918367,0.44,0.0885714285714285,0.9373622429622817,0.9128852739726028,0.957833904109589,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_1.50/exit_threshold_1.00/seed_02
0.75,0.25,1.5,1.5,1,0.1020408163265306,0.72,0.0371428571428571,0.9191242917864161,0.9473222124670764,0.974539069359087,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_1.50/exit_threshold_1.50/seed_01
0.75,0.25,1.5,1.5,2,0.1111111111111111,0.7171428571428572,0.0514285714285714,0.9013379314362912,0.9286321155480034,0.9626168224299065,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_1.50/exit_threshold_1.50/seed_02
0.75,0.25,3.0,-1.0,1,0.1016949152542373,0.3257142857142857,0.1114285714285714,0.8882918256310836,0.8198569856985699,0.9447194719471947,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_3.00/exit_threshold_-1.00/seed_01
0.75,0.25,3.0,-1.0,2,0.119047619047619,0.4,0.1228571428571428,0.9192885869720744,0.8266993263931415,0.948765054092672,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_3.00/exit_threshold_-1.00/seed_02
0.75,0.25,3.0,1.0,1,0.1059907834101382,0.38,0.0657142857142857,0.7886991237807821,0.8173960021609941,0.917882225823879,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_3.00/exit_threshold_1.00/seed_01
0.75,0.25,3.0,1.0,2,0.1052631578947368,0.4571428571428571,0.0685714285714285,0.8405902839560816,0.8757505773672055,0.9210161662817552,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_3.00/exit_threshold_1.00/seed_02
0.75,0.25,3.0,1.5,1,0.1269841269841269,0.82,0.0342857142857142,0.9430566290566281,0.956989247311828,0.9865591397849462,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_3.00/exit_threshold_1.50/seed_01
0.75,0.25,3.0,1.5,2,0.1216216216216216,0.7885714285714286,0.0514285714285714,0.91902889082535,0.9498714652956298,0.9820051413881749,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_3.00/exit_threshold_1.50/seed_02
0.75,0.25,5.0,-1.0,1,0.0987654320987654,0.3057142857142857,0.1257142857142857,0.8735127959511522,0.8320428826682549,0.9419297200714711,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_01
0.75,0.25,5.0,-1.0,2,0.1111111111111111,0.3828571428571428,0.1114285714285714,0.913305158049634,0.8369736545823013,0.9538392253996848,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_02
0.75,0.25,5.0,1.0,1,0.1089108910891089,0.4228571428571429,0.0685714285714285,0.8324427609272247,0.8581765557163531,0.9319826338639653,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_5.00/exit_threshold_1.00/seed_01
0.75,0.25,5.0,1.0,2,0.1052631578947368,0.5114285714285715,0.0685714285714285,0.7973377587987457,0.8968692449355433,0.9410681399631676,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_5.00/exit_threshold_1.00/seed_02
0.75,0.25,5.0,1.5,1,0.0983606557377049,0.8257142857142857,0.0342857142857142,0.7023219215037386,0.9171428571428571,0.9685714285714285,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_01
0.75,0.25,5.0,1.5,2,0.1071428571428571,0.84,0.0514285714285714,0.9303595059130764,0.9540740740740741,0.9881481481481481,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_02
0.75,0.5,0.3,-1.0,1,0.1212121212121212,0.34,0.1428571428571428,0.9617662300511868,0.8210354223433243,0.9758038147138964,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_01
0.75,0.5,0.3,-1.0,2,0.1220657276995305,0.3914285714285714,0.1514285714285714,0.9643351913107719,0.8257592551540678,0.9752826424296165,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_02
0.75,0.5,0.3,1.0,1,0.1266968325791855,0.3685714285714285,0.14,0.9477868021538624,0.8381709741550696,0.9708416169648774,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_0.30/exit_threshold_1.00/seed_01
0.75,0.5,0.3,1.0,2,0.1209302325581395,0.3857142857142857,0.1314285714285714,0.959408494789201,0.8574002883229217,0.9733301297453147,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_0.30/exit_threshold_1.00/seed_02
0.75,0.5,0.3,1.5,1,0.123076923076923,0.4428571428571428,0.1085714285714285,0.9587284524279477,0.9249240960529947,0.9755727297819486,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_01
0.75,0.5,0.3,1.5,2,0.123076923076923,0.4428571428571428,0.1,0.9570552887114432,0.9143869596031183,0.973210489014883,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_02
0.75,0.5,1.5,-1.0,1,0.1397379912663755,0.3457142857142857,0.1342857142857142,0.9570713675869842,0.8376623376623377,0.9700734048560136,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_01
0.75,0.5,1.5,-1.0,2,0.1310679611650485,0.4114285714285714,0.1314285714285714,0.9553866229572278,0.8522099447513812,0.9676181706568447,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_02
0.75,0.5,1.5,1.0,1,0.1187214611872146,0.3742857142857143,0.0885714285714285,0.9318994943393297,0.899949849548646,0.9618856569709128,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_1.50/exit_threshold_1.00/seed_01
0.75,0.5,1.5,1.0,2,0.1212121212121212,0.4342857142857143,0.1057142857142857,0.9484680215666945,0.926264201381154,0.9668077522833594,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_1.50/exit_threshold_1.00/seed_02
0.75,0.5,1.5,1.5,1,0.0803571428571428,0.68,0.0571428571428571,0.9278999389359955,0.9515358361774744,0.9754266211604096,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_01
0.75,0.5,1.5,1.5,2,0.1130434782608695,0.6714285714285714,0.0742857142857142,0.9241384491569239,0.9440298507462687,0.970771144278607,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_02
0.75,0.5,3.0,-1.0,1,0.1181434599156118,0.3228571428571428,0.1228571428571428,0.9494835542822777,0.8736415546141094,0.9644501749861853,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_01
0.75,0.5,3.0,-1.0,2,0.1244239631336405,0.38,0.1228571428571428,0.9494819696236092,0.8584668854991311,0.9646649932419386,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_02
0.75,0.5,3.0,1.0,1,0.1089108910891089,0.4228571428571429,0.0714285714285714,0.9209100282623082,0.9190254389107847,0.9544965962020782,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_3.00/exit_threshold_1.00/seed_01
0.75,0.5,3.0,1.0,2,0.1176470588235294,0.4657142857142857,0.0857142857142857,0.9103610007157213,0.9048603929679421,0.9448466046190969,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_3.00/exit_threshold_1.00/seed_02
0.75,0.5,3.0,1.5,1,0.1428571428571428,0.8,0.0428571428571428,0.9553696898591503,0.9798561151079137,0.9935251798561151,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_01
0.75,0.5,3.0,1.5,2,0.1486486486486486,0.7885714285714286,0.06,0.8807337453701078,0.9276546091015169,0.9719953325554259,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_02
0.75,0.5,5.0,-1.0,1,0.1033057851239669,0.3085714285714285,0.12,0.9407220860815342,0.8794355675451339,0.9597426852043992,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_01
0.75,0.5,5.0,-1.0,2,0.1386138613861386,0.4228571428571429,0.1114285714285714,0.9421137828112255,0.8623751387347391,0.961339252682205,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_02
0.75,0.5,5.0,1.0,1,0.1287128712871287,0.4228571428571429,0.0742857142857142,0.9046181926252844,0.8907627443464929,0.9497891912610196,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_5.00/exit_threshold_1.00/seed_01
0.75,0.5,5.0,1.0,2,0.1290322580645161,0.4685714285714286,0.0828571428571428,0.9377487276178533,0.9325134973005399,0.9649070185962807,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_5.00/exit_threshold_1.00/seed_02
0.75,0.5,5.0,1.5,1,0.1176470588235294,0.8057142857142857,0.0428571428571428,0.942632276132275,0.9711779448621554,0.993734335839599,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_01
0.75,0.5,5.0,1.5,2,0.1470588235294117,0.8057142857142857,0.06,0.9213176947441643,0.9423347398030942,0.9831223628691983,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.75/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_02
0.95,0.05,0.3,-1.0,1,0.096,0.2857142857142857,0.1285714285714285,0.9639180759039898,0.7970923674645946,0.9769394660985086,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_0.30/exit_threshold_-1.00/seed_01
0.95,0.05,0.3,-1.0,2,0.0817120622568093,0.2657142857142857,0.1114285714285714,0.9451766633016289,0.8042356774368721,0.9705403203909856,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_0.30/exit_threshold_-1.00/seed_02
0.95,0.05,0.3,1.0,1,0.0912863070539419,0.3114285714285714,0.12,0.9480140455981034,0.8462505895299481,0.9732746423518315,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_0.30/exit_threshold_1.00/seed_01
0.95,0.05,0.3,1.0,2,0.0931174089068826,0.2942857142857142,0.12,0.9559110658506111,0.8139437211255774,0.9727005459890802,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_0.30/exit_threshold_1.00/seed_02
0.95,0.05,0.3,1.5,1,0.0843881856540084,0.3228571428571428,0.1142857142857142,0.9425659708407912,0.8479352226720648,0.9747368421052631,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_0.30/exit_threshold_1.50/seed_01
0.95,0.05,0.3,1.5,2,0.0943396226415094,0.3942857142857143,0.1057142857142857,0.9614953099144662,0.9016170470001511,0.9750642285023424,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_0.30/exit_threshold_1.50/seed_02
0.95,0.05,1.5,-1.0,1,0.089430894308943,0.2971428571428571,0.1057142857142857,0.9323744374960512,0.8182006204756981,0.9658738366080661,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_1.50/exit_threshold_-1.00/seed_01
0.95,0.05,1.5,-1.0,2,0.0887096774193548,0.2914285714285714,0.1142857142857142,0.9296897192521998,0.7682805339709106,0.957362024307631,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_1.50/exit_threshold_-1.00/seed_02
0.95,0.05,1.5,1.0,1,0.0986547085201793,0.3628571428571429,0.1,0.9386276234469105,0.8536585365853658,0.9711105848922567,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_1.50/exit_threshold_1.00/seed_01
0.95,0.05,1.5,1.0,2,0.0867768595041322,0.3085714285714285,0.0828571428571428,0.8774340514950454,0.8489687292082502,0.9421157684630739,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_1.50/exit_threshold_1.00/seed_02
0.95,0.05,1.5,1.5,1,0.0862068965517241,0.5028571428571429,0.06,0.9386861092522164,0.9449799196787149,0.9666666666666667,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_1.50/exit_threshold_1.50/seed_01
0.95,0.05,1.5,1.5,2,0.0967741935483871,0.5571428571428572,0.0542857142857142,0.939461285435353,0.9459783913565426,0.9655862344937975,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_1.50/exit_threshold_1.50/seed_02
0.95,0.05,3.0,-1.0,1,0.0846774193548387,0.2914285714285714,0.0828571428571428,0.9288766131570387,0.8328669549732892,0.9615873823454592,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_3.00/exit_threshold_-1.00/seed_01
0.95,0.05,3.0,-1.0,2,0.0923694779116465,0.2885714285714286,0.0914285714285714,0.9454704785250164,0.7852225791647545,0.960991280403855,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_3.00/exit_threshold_-1.00/seed_02
0.95,0.05,3.0,1.0,1,0.0862068965517241,0.3371428571428571,0.0685714285714285,0.9039205811969752,0.8437894736842105,0.9612631578947368,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_3.00/exit_threshold_1.00/seed_01
0.95,0.05,3.0,1.0,2,0.0857142857142857,0.3,0.0628571428571428,0.9343433775148956,0.8962616822429906,0.9498442367601246,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_3.00/exit_threshold_1.00/seed_02
0.95,0.05,3.0,1.5,1,0.0948275862068965,0.6685714285714286,0.0428571428571428,0.8583193122345054,0.9321047526673133,0.9670223084384093,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_3.00/exit_threshold_1.50/seed_01
0.95,0.05,3.0,1.5,2,0.088,0.6428571428571429,0.0342857142857142,0.7624483136583967,0.8916876574307305,0.9357682619647355,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_3.00/exit_threshold_1.50/seed_02
0.95,0.05,5.0,-1.0,1,0.0942622950819672,0.3028571428571429,0.0828571428571428,0.9516004016788685,0.8319108582266477,0.9689426268373637,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_5.00/exit_threshold_-1.00/seed_01
0.95,0.05,5.0,-1.0,2,0.0916334661354581,0.2828571428571428,0.0971428571428571,0.9357711968643734,0.771666281488329,0.959556274555119,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_5.00/exit_threshold_-1.00/seed_02
0.95,0.05,5.0,1.0,1,0.0892857142857142,0.36,0.0771428571428571,0.9332685193637456,0.8757663762504033,0.9538560826072927,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_5.00/exit_threshold_1.00/seed_01
0.95,0.05,5.0,1.0,2,0.0853658536585365,0.2971428571428571,0.0657142857142857,0.9189181774184555,0.851233671988389,0.9423076923076923,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_5.00/exit_threshold_1.00/seed_02
0.95,0.05,5.0,1.5,1,0.087378640776699,0.7057142857142857,0.0342857142857142,0.8339956541072234,0.935515873015873,0.9672619047619048,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_5.00/exit_threshold_1.50/seed_01
0.95,0.05,5.0,1.5,2,0.0840336134453781,0.66,0.0371428571428571,0.8703462167809983,0.9083798882681564,0.9497206703910615,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.05/base_opp_5.00/exit_threshold_1.50/seed_02
0.95,0.25,0.3,-1.0,1,0.1093117408906882,0.2942857142857142,0.12,0.9680832698186868,0.8013713780137138,0.9796505197965052,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_01
