eta_delta_drift,delta0,sigma,pi_reward,alpha,mu_membership_reward,n_seeds,regime_majority,n_collapse,n_capture,n_mixed,n_quiet,median_fund_prevalence,median_exit_rate,median_top5_share,median_max_punish,median_enforcer_punish_share,median_final_delta
0.05,0.3,0.25,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1004478336720562,0.0314285714285714,0.7295204413216125,0.1961405275525167,0.9829879673830744,0.9999999998607259
0.05,0.3,0.75,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0813953488372093,0.0171428571428571,0.7728275529129057,0.1720116618075801,0.9826659133597178,0.999999999611493
0.05,0.3,0.75,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.11288012063332489,0.01571428571428565,0.6792019230382933,0.18957760873936058,0.981940257592489,0.999999999707089
0.05,0.3,0.75,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.10709139649828264,0.0171428571428571,0.6796289005876599,0.1907514450867052,0.9820483937939282,0.9999999996916726
0.05,0.3,0.95,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0813953488372093,0.01857142857142855,0.760665093422834,0.1549720851893333,0.9815673291104086,0.9999999984083158
0.05,0.3,0.95,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.1061695155287685,0.01571428571428565,0.6979844291162676,0.16836029659588808,0.9798103758524372,0.9999999987991754
0.05,0.3,0.95,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.10610209601081805,0.0171428571428571,0.6955247970837632,0.1656976744186046,0.979897128076582,0.9999999986353296
0.1,0.1,0.25,0.05,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0714285714285714,0.6518627236078416,0.04999999999999995,0.6702815541922589,0.1
0.1,0.1,0.25,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.0813960366755397,0.01571428571428565,0.7942140277572234,0.1666666666666666,0.980599808078145,0.9999999999999996
0.1,0.1,0.25,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1002865329512893,0.0085714285714285,0.7040844778214577,0.19913461378287883,0.9833871222574592,0.9999999999999996
0.1,0.1,0.75,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.08127738456353215,0.0085714285714285,0.7807502192616017,0.16954162985227444,0.9823332648156542,0.9999999999999996
