t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
253,0.9809727426282282,0.49881965640106185,0.8500965970736459,0.4982359419566728,0.24869350175742913,0.5000769487536122,0.75,0.3539154635962795,0.34862768958813506,0.085,0.42857142857142855,0.35309556704711825,0.3529005324790385,0.07428571428571429,0.002857142857142857,0.002857142857142857,0.42857142857142855,7.385714285714286,0.0,0.0,0.24174337428378131,0.08845460979855847,3.53,0.038736601961703705,0.07454817745769149,0.17324196117702223,0.08,0,0.08819624037752198,0.22714229313852674,0.1422354426890711,0.4954283820042559,0.0,0.0,0.2577473203923407,0.2577473203923407
254,0.9811093752238466,0.49747596371340935,0.8501746728425709,0.49703731495148834,0.24869350175742913,0.4992237113864474,0.745,0.3539154635962795,0.34862768958813506,0.085,0.4257142857142857,0.35309556704711825,0.3529005324790385,0.07428571428571429,0.0,0.0,0.42857142857142855,7.362857142857143,0.0,0.0,0.24272629764672554,0.08833196197907288,3.53,0.03757450390285259,0.07239474439361815,0.17254470234171154,0.08,0,0.08775525917563437,0.22600658167283413,0.1393907338352897,0.48551981436417074,0.0,0.0,0.25751490078057054,0.25751490078057054
255,0.9791622197220701,0.4977917247612032,0.8490620125558414,0.4968743441875803,0.24869350175742913,0.49834228119707824,0.73,0.3539154635962795,0.34862768958813506,0.085,0.41714285714285715,0.35309556704711825,0.3529005324790385,0.07428571428571429,0.0,0.0,0.42857142857142855,7.351428571428571,0.0,0.0,0.2436814215350163,0.08821299359417178,3.53,0.03644726878576701,0.07030112684332634,0.1718683612714602,0.08,0,0.08731648287975619,0.22487654876446997,0.13660291915858389,0.4758094180768873,0.0,0.0,0.2572894537571534,0.2572894537571534
256,0.9789462087294875,0.49852673548567344,0.848938577702937,0.4979609925795927,0.24869350175742913,0.49749651885842516,0.8,0.3537154635962795,0.348477689588135,0.085,0.45714285714285713,0.3529812813328326,0.3528148181933243,0.07428571428571429,0.002857142857142857,0.002857142857142857,0.42857142857142855,7.345714285714286,0.0,0.0,0.24460947130246524,0.08809759426081774,3.53,0.035353850722194,0.06826580311152597,0.1712123104333164,0.08,0,0.08730847189392883,0.22375216602064762,0.13672800363255505,0.48865535535453936,0.0,0.0,0.2570707701444388,0.2570707701444388
257,0.9793272237894777,0.4992751251504081,0.8491563005943601,0.4983755451496641,0.24869350175742913,0.4967070036843312,0.715,0.35351546359627944,0.34832768958813504,0.085,0.4085714285714286,0.35286699561854684,0.35272910390761,0.07428571428571429,0.002857142857142857,0.002857142857142857,0.42857142857142855,7.351428571428571,0.0,0.0,0.2455111577047514,0.08798565690746432,3.53,0.034293235200528176,0.06628728190052913,0.1705759411203169,0.08,0,0.08730050096303062,0.2226334051905444,0.1368505864170468,0.5026005435338735,0.0,0.0,0.25685864704010564,0.25685864704010564
258,0.9789298099598274,0.4985814887271087,0.848929206977417,0.4979951818681831,0.24869350175742913,0.4960646379848641,0.715,0.35351546359627944,0.34832768958813504,0.085,0.4085714285714286,0.35286699561854684,0.35272910390761,0.07428571428571429,0.0,0.0,0.42857142857142855,7.351428571428571,0.0,0.0,0.24638717685308373,0.0878770776747115,3.53,0.033264438144512326,0.06436410222636424,0.16995866288670738,0.08,0,0.08686399845821549,0.22152023816459165,0.13411357468870586,0.49254853266319604,0.0,0.0,0.2566528876289025,0.2566528876289025
259,0.9800251240307335,0.4998050409489053,0.8495551007322206,0.4986536060662918,0.24869350175742913,0.49541665289739417,0.675,0.35351546359627944,0.34832768958813504,0.085,0.38571428571428573,0.35286699561854684,0.35272910390761,0.07428571428571429,0.0,0.0,0.42857142857142855,7.36,0.0,0.0,0.24723821020271622,0.08777175581894127,3.53,0.03226650500017696,0.06249483329462158,0.16935990300010617,0.08,0,0.08642967846592439,0.2204126369737687,0.13143130319493176,0.48269756200993214,0.0,0.0,0.2564533010000354,0.2564533010000354
260,0.9786519854418977,0.5011095508240201,0.8487319147388217,0.49903070535623995,0.24869350175742913,0.4949483037161546,0.7889447236180904,0.3530652054114331,0.34814354066519737,0.08542713567839195,0.44857142857142857,0.35263842418997543,0.3525576753361814,0.07428571428571429,0.005714285714285714,0.005714285714285714,0.43142857142857144,7.414285714285715,0.0,0.002857142857142857,0.24801734632225075,0.08766959361884419,3.5175879396984926,0.031298509850171644,0.06067807433925587,0.16877910591010298,0.08040201005025126,0,0.08685467293073765,0.22489501252865568,0.13451696284531883,0.5544819597396246,0.0,0.0,0.25625970197003434,0.25625970197003434
261,0.977795423980399,0.5009540352494632,0.8482448983649982,0.4991963821652059,0.24869350175742913,0.4945758835939165,0.7437185929648241,0.35286420038630745,0.34799278689635316,0.08542713567839195,0.4228571428571429,0.35252413847568975,0.3524719610504671,0.07428571428571429,0.002857142857142857,0.002857142857142857,0.43142857142857144,7.402857142857143,0.005025125628140704,0.0,0.24895060212754583,0.08757049628474993,3.5175879396984926,0.030359554554666494,0.058912454427401895,0.16821573273279988,0.08040201005025126,0,0.08684897099465537,0.22377053746601241,0.13468376644555533,0.5714275759037618,0.0,0.0,0.2560719109109333,0.2560719109109333
262,0.9799500326437686,0.5014157460806165,0.8494699472907424,0.49940981648662713,0.24869350175742913,0.4944866879990166,0.7989949748743719,0.35286420038630745,0.34799278689635316,0.08542713567839195,0.4542857142857143,0.35252413847568975,0.3524719610504671,0.07428571428571429,0.0,0.0,0.43142857142857144,7.402857142857143,0.005025125628140704,0.0,0.2497307291944131,0.08747437187067854,3.5175879396984926,0.0294487679180265,0.05719663223308802,0.1676692607508159,0.08040201005025126,0,0.0864147261396821,0.22265168477868233,0.1319900911166442,0.5599990243856866,0.0,0.0,0.25588975358360533,0.25588975358360533
