sigma,pi_reward,alpha,delta,mu_membership_reward,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,regime,run_dir
0.75,0.25,0.0,0.6,0.0,7,0.1224489795918367,0.3,0.1571428571428571,0.772317171568987,0.981148683341891,0.9684305279192532,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.25/seed_07
0.75,0.25,0.0,0.6,0.0,8,0.1341991341991342,0.34,0.1714285714285714,0.7818221606244073,0.9825661973885769,0.9724092257124936,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.25/seed_08
0.75,0.25,0.0,0.6,0.0,9,0.1416309012875536,0.3342857142857143,0.1571428571428571,0.7725137565427459,0.9804724198094216,0.9695748614007464,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.25/seed_09
0.75,0.25,0.0,0.6,0.0,10,0.1428571428571428,0.34,0.16,0.7818406987354973,0.9830530569678008,0.9726581836552763,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.25/seed_10
0.75,0.5,0.0,0.6,0.0,1,0.1274900398406374,0.2828571428571428,0.16,0.8035063892832891,0.9830853756404716,0.9751009145990834,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_01
0.75,0.5,0.0,0.6,0.0,2,0.1327800829875518,0.3114285714285714,0.1657142857142857,0.7850086770791617,0.9814443999466026,0.9742500517915824,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_02
0.75,0.5,0.0,0.6,0.0,3,0.1504424778761062,0.3542857142857142,0.1628571428571428,0.8004078857919782,0.9808973487423521,0.9736233402572507,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_03
0.75,0.5,0.0,0.6,0.0,4,0.1594827586206896,0.3371428571428571,0.1685714285714285,0.7980950069768853,0.984650852393375,0.975545161825596,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_04
0.75,0.5,0.0,0.6,0.0,5,0.1391304347826087,0.3428571428571428,0.1828571428571428,0.7842255575135201,0.9838974296651881,0.9752108530106157,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_05
0.75,0.5,0.0,0.6,0.0,6,0.1462264150943396,0.3942857142857143,0.1657142857142857,0.7959676862528482,0.9834978940827177,0.973782676205304,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_06
0.75,0.5,0.0,0.6,0.0,7,0.1300813008130081,0.2971428571428571,0.1628571428571428,0.795760510155881,0.9838214454416627,0.9769614992500638,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_07
0.75,0.5,0.0,0.6,0.0,8,0.1327800829875518,0.3114285714285714,0.1628571428571428,0.7974195104304835,0.9838417942843362,0.9759362152480775,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_08
0.75,0.5,0.0,0.6,0.0,9,0.1659574468085106,0.3285714285714285,0.1685714285714285,0.767584287039901,0.9786575935663471,0.970599891510126,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_09
0.75,0.5,0.0,0.6,0.0,10,0.141025641025641,0.3314285714285714,0.1628571428571428,0.804903984487396,0.9809845499468318,0.9725868312009478,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.75/pi_0.50/seed_10
0.95,0.25,0.0,0.6,0.0,1,0.1245136186770428,0.2657142857142857,0.1428571428571428,0.7675572248600383,0.9834880589610941,0.9764588647713027,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_01
0.95,0.25,0.0,0.6,0.0,2,0.1102941176470588,0.2228571428571428,0.1485714285714285,0.7530508706979295,0.9827231591937474,0.9757266468519703,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_02
0.95,0.25,0.0,0.6,0.0,3,0.15,0.3142857142857143,0.1485714285714285,0.7554308826407463,0.9848000521886621,0.9767672988934472,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_03
0.95,0.25,0.0,0.6,0.0,4,0.1240875912408759,0.2171428571428571,0.1314285714285714,0.746043656207367,0.9843110504774898,0.9784555344149996,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_04
0.95,0.25,0.0,0.6,0.0,5,0.1164658634538152,0.2885714285714286,0.1514285714285714,0.7685108725571154,0.984654555463804,0.9798301518090616,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_05
0.95,0.25,0.0,0.6,0.0,6,0.125,0.2685714285714285,0.1514285714285714,0.7352303523035231,0.9834010840108401,0.9760079333567756,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_06
0.95,0.25,0.0,0.6,0.0,7,0.1226765799256505,0.2314285714285714,0.1342857142857142,0.7419722321110716,0.9829832680669277,0.976293038536754,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_07
0.95,0.25,0.0,0.6,0.0,8,0.1240310077519379,0.2628571428571428,0.14,0.7691184649610678,0.9815072302558399,0.9739127560493046,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_08
0.95,0.25,0.0,0.6,0.0,9,0.1439688715953307,0.2657142857142857,0.14,0.7560478390867084,0.9818564827398749,0.9719181274589775,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_09
0.95,0.25,0.0,0.6,0.0,10,0.1269230769230769,0.2571428571428571,0.1514285714285714,0.7562423250102334,0.9836266884977487,0.9760469715884779,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.25/seed_10
0.95,0.5,0.0,0.6,0.0,1,0.1153846153846153,0.2571428571428571,0.14,0.7618525021949079,0.9856599356160375,0.9790677189349004,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.6,0.0,2,0.1296296296296296,0.2285714285714285,0.1457142857142857,0.727552111170497,0.9803580972741849,0.972880113971489,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.6,0.0,3,0.1388888888888889,0.28,0.1342857142857142,0.7606679035250464,0.9842300556586271,0.9778006008215863,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.6,0.0,4,0.1222222222222222,0.2285714285714285,0.1314285714285714,0.7274413296240816,0.9835223625080248,0.9764203962062008,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.6,0.0,5,0.125,0.2685714285714285,0.14,0.7589166507724585,0.9838514845190413,0.9781215170372719,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.6,0.0,6,0.1383399209486166,0.2771428571428571,0.1342857142857142,0.7478609625668449,0.9849598930481284,0.9778402631315826,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.6,0.0,7,0.1213235294117647,0.2228571428571428,0.1285714285714285,0.7543449685993866,0.9809405579085732,0.9736398599428031,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.6,0.0,8,0.1235955056179775,0.2371428571428571,0.1314285714285714,0.7698972004913687,0.9805392125169716,0.9734591436213565,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.6,0.0,9,0.1423220973782771,0.2371428571428571,0.1457142857142857,0.7522380980613032,0.9819766407778502,0.9740864460415336,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.6,0.0,10,0.125,0.2457142857142857,0.1428571428571428,0.7614527445315724,0.9826661163846472,0.9761617145639963,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_10
0.75,0.25,0.0,0.0,0.1,1,0.1293103448275862,0.3371428571428571,0.1457142857142857,0.8131879876028641,0.9743507534466175,0.9598024233202849,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_01
0.75,0.25,0.0,0.0,0.1,2,0.1244239631336405,0.38,0.1771428571428571,0.8249014804558525,0.9733730961763766,0.956268656498818,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_02
0.75,0.25,0.0,0.0,0.1,3,0.1278538812785388,0.3742857142857143,0.1714285714285714,0.7919920800791992,0.976020239797602,0.9581007261953626,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_03
0.75,0.25,0.0,0.0,0.1,4,0.1285714285714285,0.4,0.1457142857142857,0.8265046069398158,0.9787296608508136,0.9653944639089668,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_04
0.75,0.25,0.0,0.0,0.1,5,0.1374407582938388,0.3971428571428571,0.16,0.8262360358367438,0.9761088375179737,0.9606874787908845,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_05
0.75,0.25,0.0,0.0,0.1,6,0.1317073170731707,0.4142857142857143,0.1457142857142857,0.7961507800933835,0.9743764947044756,0.9525586189831379,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_06
0.75,0.25,0.0,0.0,0.1,7,0.1120689655172413,0.3371428571428571,0.1428571428571428,0.7997283615261144,0.9723422644770959,0.9442707765921761,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_07
0.75,0.25,0.0,0.0,0.1,8,0.1300448430493273,0.3628571428571429,0.16,0.7777907656341321,0.976738749269433,0.9550783003211389,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_08
0.75,0.25,0.0,0.0,0.1,9,0.1402714932126696,0.3685714285714285,0.1428571428571428,0.8026171101825379,0.9745986364636023,0.9340472273479012,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_09
0.75,0.25,0.0,0.0,0.1,10,0.1435406698564593,0.4028571428571428,0.14,0.7985197368421053,0.9761513157894737,0.9597622832598608,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.25/seed_10
0.75,0.5,0.0,0.0,0.1,1,0.1287553648068669,0.3342857142857143,0.1342857142857142,0.821697909933204,0.9766214177978884,0.962690309753597,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_01
0.75,0.5,0.0,0.0,0.1,2,0.13215859030837,0.3514285714285714,0.1571428571428571,0.8315352697095436,0.9761410788381742,0.9628967998071271,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_02
0.75,0.5,0.0,0.0,0.1,3,0.1434977578475336,0.3628571428571429,0.1542857142857142,0.7938478747203579,0.9738255033557047,0.9550658812932049,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_03
0.75,0.5,0.0,0.0,0.1,4,0.1545454545454545,0.3714285714285714,0.1514285714285714,0.8289273004575496,0.9807659718691747,0.9690128829888169,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_04
0.75,0.5,0.0,0.0,0.1,5,0.1527777777777778,0.3828571428571428,0.1485714285714285,0.7893,0.9738,0.9603798051284917,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_05
0.75,0.5,0.0,0.0,0.1,6,0.1485148514851485,0.4228571428571429,0.1514285714285714,0.8316321374431531,0.9810005053057099,0.9644608672728257,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_06
0.75,0.5,0.0,0.0,0.1,7,0.131004366812227,0.3457142857142857,0.1485714285714285,0.8279512403763901,0.9767964071856288,0.9647390411493486,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_07
0.75,0.5,0.0,0.0,0.1,8,0.1266968325791855,0.3685714285714285,0.1514285714285714,0.8001114827201784,0.9769230769230769,0.9606736352003248,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_08
0.75,0.5,0.0,0.0,0.1,9,0.1371681415929203,0.3542857142857142,0.1571428571428571,0.7957776820336062,0.9705586672411317,0.9344256233971155,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_09
0.75,0.5,0.0,0.0,0.1,10,0.1470588235294117,0.4171428571428571,0.1428571428571428,0.8266838662121072,0.9808347922233484,0.9710524795225284,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.75/pi_0.50/seed_10
0.95,0.25,0.0,0.0,0.1,1,0.1075697211155378,0.2828571428571428,0.1228571428571428,0.8014456247946555,0.9797393494688424,0.969900413309805,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_01
0.95,0.25,0.0,0.0,0.1,2,0.116,0.2857142857142857,0.1314285714285714,0.7728375885836326,0.9807785651878458,0.9721166288406408,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_02
0.95,0.25,0.0,0.0,0.1,3,0.1385281385281385,0.34,0.1285714285714285,0.7885525070955535,0.9781220435193945,0.9643197055744268,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_03
0.95,0.25,0.0,0.0,0.1,4,0.1325301204819277,0.2885714285714286,0.1457142857142857,0.7693631669535284,0.9828788839568802,0.975649611326187,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_04
0.95,0.25,0.0,0.0,0.1,5,0.1271186440677966,0.3257142857142857,0.1314285714285714,0.7973235484567235,0.9772285775955105,0.9674126880285542,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_05
0.95,0.25,0.0,0.0,0.1,6,0.1293103448275862,0.3371428571428571,0.1314285714285714,0.7796973924240799,0.9795042386522159,0.9695159207148727,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_06
0.95,0.25,0.0,0.0,0.1,7,0.1295546558704453,0.2942857142857142,0.1285714285714285,0.7789095266626722,0.9794287996804474,0.969923098844759,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_07
0.95,0.25,0.0,0.0,0.1,8,0.1166666666666666,0.3142857142857143,0.1228571428571428,0.7588138385502471,0.9797913234486546,0.9653216384918738,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_08
0.95,0.25,0.0,0.0,0.1,9,0.1316872427983539,0.3057142857142857,0.1314285714285714,0.7743861230006758,0.9721784185627393,0.9511549061142626,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_09
0.95,0.25,0.0,0.0,0.1,10,0.1275720164609053,0.3057142857142857,0.1257142857142857,0.8047525186158563,0.9776609724047306,0.9661721046778978,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.25/seed_10
0.95,0.5,0.0,0.0,0.1,1,0.1220472440944882,0.2742857142857143,0.1314285714285714,0.7641240251093779,0.981928856762412,0.972502183789352,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.0,0.1,2,0.1153846153846153,0.2571428571428571,0.1228571428571428,0.7930610991710163,0.9757445501995702,0.9649366624190363,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.0,0.1,3,0.1333333333333333,0.3571428571428571,0.1428571428571428,0.7684023537248806,0.9814588653269679,0.9648957631041388,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.0,0.1,4,0.1304347826086956,0.2771428571428571,0.1285714285714285,0.7649854766305783,0.9808995686999384,0.9733410174997492,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.0,0.1,5,0.1282051282051282,0.3314285714285714,0.1342857142857142,0.7821007614477938,0.9793470324397622,0.9684106440277996,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.0,0.1,6,0.1361702127659574,0.3285714285714285,0.1257142857142857,0.7620484768461756,0.9805715363576346,0.9698833384724177,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.0,0.1,7,0.1235059760956175,0.2828571428571428,0.12,0.7900405098310443,0.9803379112735896,0.9723444875188513,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.0,0.1,8,0.1398305084745762,0.3257142857142857,0.1257142857142857,0.7540769732550554,0.9752120026092629,0.9592032727216903,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.0,0.1,9,0.1548117154811715,0.3171428571428571,0.1314285714285714,0.7527511121517209,0.9730742214937954,0.9495010970846659,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.0,0.1,10,0.1311475409836065,0.3028571428571429,0.1285714285714285,0.7762112787926926,0.9808379666401906,0.9726003283779298,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_10
0.75,0.25,0.0,0.3,0.1,1,0.1313559322033898,0.3257142857142857,0.1514285714285714,0.7712665406427222,0.9754253308128544,0.9559126424504123,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_01
0.75,0.25,0.0,0.3,0.1,2,0.131578947368421,0.3485714285714286,0.1542857142857142,0.8007376980467767,0.978791181155168,0.9633778000336054,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_02
0.75,0.25,0.0,0.3,0.1,3,0.1434977578475336,0.3628571428571429,0.1714285714285714,0.7914915966386554,0.9776785714285714,0.9645471508376073,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_03
0.75,0.25,0.0,0.3,0.1,4,0.1294642857142857,0.36,0.1628571428571428,0.801939255668045,0.9807500356480822,0.971148612172876,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_04
0.75,0.25,0.0,0.3,0.1,5,0.1447368421052631,0.3485714285714286,0.1514285714285714,0.8223958795844064,0.9771778705265962,0.9644052157629004,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_05
0.75,0.25,0.0,0.3,0.1,6,0.125,0.3828571428571428,0.1571428571428571,0.8038496791934006,0.9795600366636114,0.9619277304441597,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_06
0.75,0.25,0.0,0.3,0.1,7,0.1330275229357798,0.3771428571428571,0.1571428571428571,0.8051282051282052,0.9793072424651372,0.9674840372556337,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_07
0.75,0.25,0.0,0.3,0.1,8,0.1222707423580786,0.3457142857142857,0.1628571428571428,0.7725641993957704,0.9798904833836858,0.9632873056320741,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_08
0.75,0.25,0.0,0.3,0.1,9,0.1283185840707964,0.3542857142857142,0.1485714285714285,0.7972608424984436,0.9749948122017016,0.9511263778068321,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_09
0.75,0.25,0.0,0.3,0.1,10,0.1345291479820627,0.3628571428571429,0.16,0.8054911418235785,0.9803357759020499,0.9672597431401122,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.25/seed_10
0.75,0.5,0.0,0.3,0.1,1,0.1415929203539823,0.3542857142857142,0.1457142857142857,0.7828244595844899,0.9794768273193708,0.9668794266208445,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_01
0.75,0.5,0.0,0.3,0.1,2,0.1294642857142857,0.36,0.1628571428571428,0.8125153374233128,0.9777505112474437,0.9677363833999217,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_02
0.75,0.5,0.0,0.3,0.1,3,0.1422222222222222,0.3571428571428571,0.1685714285714285,0.7881821912187116,0.9812064013130899,0.9707080384233687,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_03
0.75,0.5,0.0,0.3,0.1,4,0.1441441441441441,0.3657142857142857,0.1628571428571428,0.8138890913065656,0.9825839830940757,0.971893055109379,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_04
0.75,0.5,0.0,0.3,0.1,5,0.1434782608695652,0.3428571428571428,0.1771428571428571,0.7980613893376414,0.9771277952555055,0.9639647446249183,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_05
0.75,0.5,0.0,0.3,0.1,6,0.1407766990291262,0.4114285714285714,0.1571428571428571,0.83454398708636,0.9809882521746929,0.967883098261999,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_06
0.75,0.5,0.0,0.3,0.1,7,0.1300448430493273,0.3628571428571429,0.1571428571428571,0.799828513524047,0.980045210070933,0.9688766773963198,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_07
0.75,0.5,0.0,0.3,0.1,8,0.1365638766519823,0.3514285714285714,0.1685714285714285,0.7906018908546288,0.9784704670972574,0.9631507459696868,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_08
0.75,0.5,0.0,0.3,0.1,9,0.15625,0.36,0.1628571428571428,0.7790977961432507,0.9757231404958677,0.9529451221353288,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_09
0.75,0.5,0.0,0.3,0.1,10,0.1345291479820627,0.3628571428571429,0.16,0.7845372762091387,0.9772868976574329,0.9665901022307254,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.75/pi_0.50/seed_10
