sigma,pi_reward,alpha,delta,mu_membership_reward,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,regime,run_dir
0.95,0.5,0.0,0.3,0.2,1,0.1181102362204724,0.2742857142857143,0.1228571428571428,0.765449705267161,0.9830766305381251,0.9757149346375036,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.3,0.2,2,0.1169811320754717,0.2428571428571428,0.1285714285714285,0.7649506921197865,0.9798244820410749,0.9705654763835485,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.3,0.2,3,0.1338912133891213,0.3171428571428571,0.1514285714285714,0.7440948034270157,0.9836656257506606,0.9717144052816162,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.3,0.2,4,0.125,0.2228571428571428,0.14,0.739067055393586,0.9838921282798834,0.9771040611233797,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.3,0.2,5,0.1370967741935483,0.2914285714285714,0.1371428571428571,0.7634967805844477,0.9805184084530295,0.971136721842358,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.3,0.2,6,0.1428571428571428,0.28,0.1314285714285714,0.756300424186975,0.9831156949180737,0.9738327996252328,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.3,0.2,7,0.1379310344827586,0.2542857142857143,0.1314285714285714,0.753144119646499,0.9824099252209382,0.9741124574403537,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.3,0.2,8,0.124,0.2857142857142857,0.1257142857142857,0.7882769948992825,0.9809803752053255,0.9714217624748378,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.3,0.2,9,0.139917695473251,0.3057142857142857,0.1142857142857142,0.7449055205631715,0.978510559466469,0.9656826958686194,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.3,0.2,10,0.1309523809523809,0.28,0.1228571428571428,0.7838640488368256,0.9837485563438376,0.9744402722238129,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.30/sigma_0.95/pi_0.50/seed_10
0.95,0.5,0.0,0.4,0.2,1,0.1111111111111111,0.2542857142857143,0.1371428571428571,0.7494345718901454,0.9836833602584815,0.9772340918658032,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.40/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.4,0.2,2,0.1240601503759398,0.24,0.1342857142857142,0.762989442181395,0.9808795411089866,0.9720424148980888,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.40/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.4,0.2,3,0.1470588235294117,0.32,0.14,0.7595558241426197,0.9825502341743466,0.9727602470855976,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.40/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.4,0.2,4,0.1301115241635687,0.2314285714285714,0.14,0.7451908160099286,0.9816940738442445,0.9744412854084573,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.40/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.4,0.2,5,0.132,0.2857142857142857,0.1485714285714285,0.7517422951835218,0.9802539879200868,0.972532130679473,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.40/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.4,0.2,6,0.119047619047619,0.28,0.14,0.7532354797979798,0.9826388888888888,0.97363008719228,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.40/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.4,0.2,7,0.1254752851711026,0.2485714285714285,0.1314285714285714,0.7538412798986219,0.9824964359258672,0.9743840194425523,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.40/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.4,0.2,8,0.1215686274509803,0.2714285714285714,0.14,0.7605811749842072,0.9799657070661493,0.9704642842002386,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_interaction/mu_0.20/delta_0.40/sigma_0.95/pi_0.50/seed_08
