sigma,pi_reward,alpha,delta,n_seeds,regime_majority,n_collapse,n_capture,n_mixed,n_quiet,median_fund_prevalence,median_exit_rate,median_top5_share,median_max_punish,median_enforcer_punish_share
0.95,0.25,0.0,0.8,10,CAPTURE,0,10,0,0,0.1198497917033385,0.1728571428571428,0.7343388486054143,0.1542857142857142,0.9791291010774792
0.95,0.5,0.0,0.8,10,CAPTURE,0,9,1,0,0.1195944809019013,0.1728571428571428,0.7374948631233477,0.1485714285714285,0.9793591953612916
0.75,0.25,0.0,0.9,10,CAPTURE,0,10,0,0,0.1194315004659831,0.1657142857142856,0.721348421152108,0.18,0.982530013114262
0.75,0.5,0.0,0.9,10,CAPTURE,0,10,0,0,0.119987548776556,0.1414285714285714,0.7156590560288767,0.1814285714285713,0.9810844093401452
0.95,0.25,0.0,0.9,10,CAPTURE,0,10,0,0,0.1126829555028704,0.0971428571428571,0.7156963757601389,0.1542857142857142,0.9796925708271972
0.95,0.5,0.0,0.9,10,CAPTURE,0,10,0,0,0.1139591449714509,0.0957142857142856,0.718395475943256,0.1557142857142856,0.9801581500373489
