alpha,delta,sigma,pi_reward,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,regime,run_dir
0.0,0.0,0.95,0.5,1,0.1260162601626016,0.2971428571428571,0.1285714285714285,0.782783326096396,0.9795918367346939,0.9687471064909646,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_01
0.0,0.0,0.95,0.5,2,0.11284046692607,0.2657142857142857,0.1285714285714285,0.7639052095573835,0.9772816294555425,0.9673822591016208,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_02
0.0,0.0,0.95,0.5,3,0.1416309012875536,0.3342857142857143,0.1314285714285714,0.783410138248848,0.9798521058836137,0.9634700866289416,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_03
0.0,0.0,0.95,0.5,4,0.1285140562248996,0.2885714285714286,0.1142857142857142,0.7864510733203234,0.981042654028436,0.9736323617149478,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_04
0.0,0.0,0.95,0.5,5,0.1363636363636363,0.3085714285714285,0.1342857142857142,0.7726592880646126,0.9792601455778243,0.9666528936523497,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_05
0.0,0.0,0.95,0.5,6,0.125,0.3142857142857143,0.12,0.7646884272997032,0.9817012858555886,0.9719810122152621,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_06
0.0,0.0,0.95,0.5,7,0.1304347826086956,0.2771428571428571,0.12,0.7859844714314155,0.9810869998009157,0.972008574790791,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_07
0.0,0.0,0.95,0.5,8,0.124,0.2857142857142857,0.12,0.78184855233853,0.97728285077951,0.9643255443615609,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_08
0.0,0.0,0.95,0.5,9,0.1464435146443514,0.3171428571428571,0.1257142857142857,0.7560305708144256,0.9719369476952472,0.952574016188518,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_09
0.0,0.0,0.95,0.5,10,0.1300813008130081,0.2971428571428571,0.1257142857142857,0.8023414412366446,0.9765855876335531,0.9677436150229907,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.00/sigma_0.95/pi_0.50/seed_10
0.0,0.2,0.95,0.5,1,0.1260162601626016,0.2971428571428571,0.1257142857142857,0.7852983293556086,0.9811933174224343,0.9723148027913264,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_01
0.0,0.2,0.95,0.5,2,0.11328125,0.2685714285714285,0.1342857142857142,0.7844357976653696,0.9788910505836576,0.9679001245158213,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_02
0.0,0.2,0.95,0.5,3,0.1502145922746781,0.3342857142857143,0.1428571428571428,0.7497651379280895,0.9828337176530874,0.9709464298696536,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_03
0.0,0.2,0.95,0.5,4,0.1176470588235294,0.2714285714285714,0.12,0.762335248394728,0.9825109834403515,0.9748726468059928,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_04
0.0,0.2,0.95,0.5,5,0.1198347107438016,0.3085714285714285,0.1342857142857142,0.7589772513630382,0.9790374130475653,0.9678389124408482,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_05
0.0,0.2,0.95,0.5,6,0.1285140562248996,0.2885714285714286,0.1342857142857142,0.7734159779614325,0.9798307752853207,0.9689336494249433,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_06
0.0,0.2,0.95,0.5,7,0.1220472440944882,0.2742857142857143,0.1428571428571428,0.7751277683134583,0.9811709853850982,0.9726507286734942,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_07
0.0,0.2,0.95,0.5,8,0.1195219123505976,0.2828571428571428,0.1314285714285714,0.7522343594836147,0.9803376365441907,0.9699997184940915,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_08
0.0,0.2,0.95,0.5,9,0.128,0.2857142857142857,0.1314285714285714,0.7512243787411572,0.9773263196081988,0.9550252289190373,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_09
0.0,0.2,0.95,0.5,10,0.1458333333333333,0.3142857142857143,0.1342857142857142,0.7599060757264455,0.9816064964289208,0.9727462232001084,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.20/sigma_0.95/pi_0.50/seed_10
0.0,0.4,0.95,0.5,1,0.1294117647058823,0.2714285714285714,0.1285714285714285,0.7754779863181898,0.9807928433608138,0.9738797844997611,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_01
0.0,0.4,0.95,0.5,2,0.1124031007751938,0.2628571428571428,0.1257142857142857,0.7451128450373353,0.9805352798053528,0.9730272068815574,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_02
0.0,0.4,0.95,0.5,3,0.1330645161290322,0.2914285714285714,0.1371428571428571,0.7829445019507922,0.9842344135679593,0.9741645359061695,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_03
0.0,0.4,0.95,0.5,4,0.1245283018867924,0.2428571428571428,0.1228571428571428,0.741615356754799,0.9826149945671858,0.9759561676426743,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_04
0.0,0.4,0.95,0.5,5,0.1346938775510204,0.3,0.1371428571428571,0.7642337976983646,0.9822077528770442,0.9738806214977613,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_05
0.0,0.4,0.95,0.5,6,0.1259842519685039,0.2742857142857143,0.1342857142857142,0.7632687447346251,0.9835337366929616,0.9747667528638312,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_06
0.0,0.4,0.95,0.5,7,0.1226765799256505,0.2314285714285714,0.1371428571428571,0.754871103117506,0.9837380095923262,0.9765478237272928,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_07
0.0,0.4,0.95,0.5,8,0.124,0.2857142857142857,0.1342857142857142,0.7753500401319896,0.9801123695710336,0.9699612408741031,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_08
0.0,0.4,0.95,0.5,9,0.144578313253012,0.2885714285714286,0.1371428571428571,0.7517763218602934,0.9757312909476793,0.9576082908831901,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_09
0.0,0.4,0.95,0.5,10,0.1325301204819277,0.2885714285714286,0.1428571428571428,0.7668157787718585,0.9843838958926393,0.9752449259872019,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.40/sigma_0.95/pi_0.50/seed_10
0.0,0.6,0.95,0.5,1,0.1153846153846153,0.2571428571428571,0.14,0.7618525021949079,0.9856599356160375,0.9790677189349004,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_01
0.0,0.6,0.95,0.5,2,0.1296296296296296,0.2285714285714285,0.1457142857142857,0.727552111170497,0.9803580972741849,0.972880113971489,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_02
0.0,0.6,0.95,0.5,3,0.1388888888888889,0.28,0.1342857142857142,0.7606679035250464,0.9842300556586271,0.9778006008215863,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_03
0.0,0.6,0.95,0.5,4,0.1222222222222222,0.2285714285714285,0.1314285714285714,0.7274413296240816,0.9835223625080248,0.9764203962062008,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_04
0.0,0.6,0.95,0.5,5,0.125,0.2685714285714285,0.14,0.7589166507724585,0.9838514845190413,0.9781215170372719,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_05
0.0,0.6,0.95,0.5,6,0.1383399209486166,0.2771428571428571,0.1342857142857142,0.7478609625668449,0.9849598930481284,0.9778402631315826,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_06
0.0,0.6,0.95,0.5,7,0.1213235294117647,0.2228571428571428,0.1285714285714285,0.7543449685993866,0.9809405579085732,0.9736398599428031,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_07
0.0,0.6,0.95,0.5,8,0.1235955056179775,0.2371428571428571,0.1314285714285714,0.7698972004913687,0.9805392125169716,0.9734591436213565,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_08
0.0,0.6,0.95,0.5,9,0.1423220973782771,0.2371428571428571,0.1457142857142857,0.7522380980613032,0.9819766407778502,0.9740864460415336,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_09
0.0,0.6,0.95,0.5,10,0.125,0.2457142857142857,0.1428571428571428,0.7614527445315724,0.9826661163846472,0.9761617145639963,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.60/sigma_0.95/pi_0.50/seed_10
0.0,0.8,0.95,0.5,1,0.1223776223776223,0.1828571428571428,0.1514285714285714,0.7405131522207848,0.984961190168176,0.9809836646647884,CAPTURE,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.80/sigma_0.95/pi_0.50/seed_01
0.0,0.8,0.95,0.5,2,0.1166666666666666,0.1428571428571428,0.1485714285714285,0.7294483794805753,0.9842777420047221,0.9784298660426276,CAPTURE,/storage/social-science/religion-code-geometry-abm/results/v2.6_ablation_delta_only/alpha_0.00/delta_0.80/sigma_0.95/pi_0.50/seed_02
