t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,active_punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
0,0.3579605308037155,0.5077727076179395,0.3579605308037155,0.5077727076179395,0.26107685272754566,0.5,0.0,0.33369796589576517,0.3279135358137105,0.005714285714285714,0.0,0.33369796589576517,0.3279135358137105,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25
1,0.3663722005023792,0.5082385825338471,0.3663722005023792,0.5082385825338471,0.26107685272754566,0.5073806164839121,0.5742857142857143,0.3339265373243366,0.3280849643851391,0.005714285714285714,0.5742857142857143,0.3339265373243366,0.3280849643851391,0.005714285714285714,0.02,0.02,0.02,0.0,0.037142857142857144,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,28,0.0029999999999999996,0.0,0.02,0.0,0.0,0.7142857142857143,0.1,0.25
2,0.3767634883175998,0.5082323766805291,0.3767634883175998,0.5082323766805291,0.26107685272754566,0.5141656085635229,0.8428571428571429,0.3352408230386223,0.32907067867085343,0.005714285714285714,0.8428571428571429,0.3352408230386223,0.32907067867085343,0.005714285714285714,0.03428571428571429,0.037142857142857144,0.037142857142857144,0.0,0.02857142857142857,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,26,0.00855642857142857,0.0,0.056742857142857143,0.0,0.0,1.0,0.1,0.25
3,0.386785887094736,0.5080379241629608,0.386785887094736,0.5080379241629608,0.26107685272754566,0.5202594090227269,0.8657142857142858,0.3360979658957651,0.3297135358137106,0.005714285714285714,0.8657142857142858,0.3360979658957651,0.3297135358137106,0.005714285714285714,0.03142857142857143,0.037142857142857144,0.037142857142857144,0.0,0.07714285714285714,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,23,0.014085074999999999,0.0,0.09275085714285715,0.0,0.0,0.8461538461538461,0.1,0.25
4,0.3964042557242051,0.5084735553023809,0.3964042557242051,0.5084735553023809,0.26107685272754566,0.5256733455937375,0.8857142857142857,0.3376979658957652,0.3309135358137105,0.005714285714285714,0.8857142857142857,0.3376979658957652,0.3309135358137105,0.005714285714285714,0.054285714285714284,0.05714285714285714,0.05714285714285714,0.0,0.08571428571428572,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,20,0.02258607819642857,0.0,0.14803869714285717,0.0,0.0,0.85,0.1,0.25
5,0.4050619587914176,0.5090963564879507,0.4050619587914176,0.5090963564879507,0.26107685272754566,0.5300466713047381,0.9057142857142857,0.33933016971524815,0.3323278215279963,0.005714285714285714,0.9057142857142857,0.33933016971524815,0.3323278215279963,0.005714285714285714,0.06285714285714286,0.06285714285714286,0.06285714285714286,0.0,0.09428571428571429,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,17,0.031901719234017856,0.0,0.20793506605714282,0.0,0.0,0.9545454545454546,0.1,0.25
6,0.4137394868144534,0.5094872816584061,0.4137394868144534,0.5094872816584061,0.26107685272754566,0.5346274036082643,0.9057142857142857,0.3408730268581053,0.3338278215279962,0.014285714285714285,0.9057142857142857,0.3408730268581053,0.3338278215279962,0.014285714285714285,0.06,0.06,0.06,0.0,0.12571428571428572,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,15,0.04074221063784776,0.0,0.2637763647359999,0.0,0.0,0.9523809523809523,0.1,0.25
7,0.42396564643609663,0.5090945683612293,0.42396564643609663,0.5090945683612293,0.26107685272754566,0.5380278813895635,0.9457142857142857,0.34190159828667677,0.33495180534458346,0.017142857142857144,0.9457142857142857,0.34190159828667677,0.33495180534458346,0.017142857142857144,0.04285714285714286,0.05142857142857143,0.05142857142857143,0.0,0.14285714285714285,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,11,0.048022528744837104,0.0,0.3099294088698514,0.0,0.0,0.9444444444444444,0.1,0.25
8,0.4332885299891799,0.5098790413344104,0.4332885299891799,0.5098790413344104,0.26107685272754566,0.540433470770379,0.8714285714285714,0.3427587411438196,0.3355946624874406,0.02,0.8714285714285714,0.3427587411438196,0.3355946624874406,0.02,0.04285714285714286,0.045714285714285714,0.045714285714285714,0.0,0.18857142857142858,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,10,0.05361115006104267,0.0,0.3494451064067401,0.0,0.0,0.875,0.1,0.25
9,0.4422890889420692,0.5111488561454566,0.4422890889420692,0.5111488561454566,0.26107685272754566,0.5419871565655432,0.8485714285714285,0.343468742767834,0.3365375196302977,0.02,0.8485714285714285,0.343468742767834,0.3365375196302977,0.02,0.03142857142857143,0.03428571428571429,0.03428571428571429,0.0,0.22285714285714286,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,10,0.05663231100234861,0.0,0.37674191856431954,0.0,0.0,1.0,0.1,0.25
10,0.45243271592292916,0.5117254211119561,0.45243271592292916,0.5117254211119561,0.26107685272754566,0.543864736759304,0.8685714285714285,0.34426874276783404,0.3373518053445835,0.022857142857142857,0.8685714285714285,0.34426874276783404,0.3373518053445835,0.022857142857142857,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.0,0.26,0.0,0.0,0.18878086991497087,0.051000000000000004,11.794285714285714,0.0,0.0,0.15,0.08,10,0.06029186373305115,0.0,0.41206422305017604,0.0,0.0,1.0,0.1,0.25
