sigma,pi_reward,alpha,delta,n_seeds,regime_majority,n_collapse,n_capture,n_mixed,n_quiet,median_fund_prevalence,median_exit_rate,median_top5_share,median_max_punish,median_enforcer_punish_share
0.95,0.5,0.0,0.0,10,MIXED,0,0,10,0,0.12929767851895385,0.2971428571428571,0.782315939217463,0.1257142857142857,0.9675629370623058
0.95,0.5,0.2,0.0,10,MIXED,0,0,10,0,0.12943250034901574,0.2971428571428571,0.7721581624581261,0.1285714285714285,0.9695756770806642
0.95,0.5,0.4,0.0,10,MIXED,0,0,10,0,0.12902123505003654,0.3057142857142857,0.7773724000585328,0.12857142857142856,0.9676621380503079
0.95,0.5,0.6,0.0,10,MIXED,0,0,10,0,0.1301781718170792,0.3028571428571428,0.7796338684415742,0.1257142857142857,0.9673570241979415
0.95,0.5,0.8,0.0,10,MIXED,0,0,10,0,0.13373983739837395,0.29571428571428565,0.7699461148183602,0.1271428571428571,0.9677342184816928
