metric,baseline_median,ablation_median,difference,cohens_d
final_exit_rate,0.37857142857142856,0.3771428571428571,-0.0014285714285714457,-0.019368882748849934
final_prevalence_active,0.1359484205383128,0.13443732193732189,-0.0015110986009909122,-0.168785776392326
max_punish_rate,0.14999999999999997,0.1485714285714285,-0.0014285714285714735,-0.1942848255816499
top5_punish_share,0.7983756071527625,0.8009081404080921,0.00253253325532965,0.19159398955699078
top10_punish_share,0.9773403014665915,0.9772873796026527,-5.2921863938792946e-05,0.004112799734619247
enforcer_punish_share,0.7592861478192858,0.7558040985017846,-0.003482049317501179,-0.12705262782503646
literalism_enrichment_d,2.279963425331474,2.3258309968773756,0.0458675715459016,0.08521288899167397
