sigma,pi_reward,alpha,delta,mu_membership_reward,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,regime,run_dir
0.95,0.5,0.0,0.0,0.1,2,0.1153846153846153,0.2571428571428571,0.1228571428571428,0.7930610991710163,0.9757445501995702,0.9649366624190363,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.0,0.1,3,0.1333333333333333,0.3571428571428571,0.1428571428571428,0.7684023537248806,0.9814588653269679,0.9648957631041388,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.0,0.1,4,0.1304347826086956,0.2771428571428571,0.1285714285714285,0.7649854766305783,0.9808995686999384,0.9733410174997492,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.0,0.1,5,0.1282051282051282,0.3314285714285714,0.1342857142857142,0.7821007614477938,0.9793470324397622,0.9684106440277996,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.0,0.1,6,0.1361702127659574,0.3285714285714285,0.1257142857142857,0.7620484768461756,0.9805715363576346,0.9698833384724177,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.0,0.1,7,0.1235059760956175,0.2828571428571428,0.12,0.7900405098310443,0.9803379112735896,0.9723444875188513,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.0,0.1,8,0.1398305084745762,0.3257142857142857,0.1257142857142857,0.7540769732550554,0.9752120026092629,0.9592032727216903,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.0,0.1,9,0.1548117154811715,0.3171428571428571,0.1314285714285714,0.7527511121517209,0.9730742214937954,0.9495010970846659,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.0,0.1,10,0.1311475409836065,0.3028571428571429,0.1285714285714285,0.7762112787926926,0.9808379666401906,0.9726003283779298,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.10/delta_0.00/sigma_0.95/pi_0.50/seed_10
0.95,0.5,0.0,0.0,0.2,1,0.1058823529411764,0.2714285714285714,0.1171428571428571,0.8032295271049597,0.9785467128027682,0.9697434705388518,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.0,0.2,2,0.1225296442687747,0.2771428571428571,0.1257142857142857,0.7963497628376985,0.9782429366879769,0.9668848137057894,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.0,0.2,3,0.1447368421052631,0.3485714285714286,0.1257142857142857,0.7703172762727943,0.9803942236745019,0.9644562476226131,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.0,0.2,4,0.1274900398406374,0.2828571428571428,0.12,0.7778976269856834,0.9797999607766229,0.9715764022925465,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.0,0.2,5,0.1255230125523012,0.3171428571428571,0.1314285714285714,0.7887109850020267,0.978009728415079,0.9687519137312648,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.0,0.2,6,0.1239669421487603,0.3085714285714285,0.1257142857142857,0.7773267613801101,0.983086885087465,0.9730819100825129,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.0,0.2,7,0.1274900398406374,0.2828571428571428,0.1314285714285714,0.7738072242611551,0.9813598609233146,0.9728967304737218,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.0,0.2,8,0.1229508196721311,0.3028571428571429,0.12,0.769487485101311,0.9778307508939214,0.96447039526668,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.0,0.2,9,0.1487603305785124,0.3085714285714285,0.1228571428571428,0.7636038311756658,0.9738974844753184,0.9545242528548478,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.0,0.2,10,0.1382113821138211,0.2971428571428571,0.1342857142857142,0.7748364995328558,0.9789266064569708,0.9678047201744282,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_10
0.95,0.5,0.0,0.0,0.3,1,0.1341463414634146,0.2971428571428571,0.1342857142857142,0.7762603963445939,0.9806961700379916,0.9721336786391466,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.0,0.3,2,0.1102661596958174,0.2485714285714285,0.1228571428571428,0.7817871142828425,0.9784903005327169,0.9705037922841151,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.0,0.3,3,0.1508620689655172,0.3371428571428571,0.1285714285714285,0.7833947104117844,0.9799129561432876,0.9615663714712824,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.0,0.3,4,0.1314741035856573,0.2828571428571428,0.1285714285714285,0.7408122094553109,0.9821068327339707,0.9732687660374735,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.0,0.3,5,0.1297071129707113,0.3171428571428571,0.1314285714285714,0.7902423536882209,0.9776695946661023,0.9663654084110637,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.0,0.3,6,0.1198347107438016,0.3085714285714285,0.1228571428571428,0.7837251356238698,0.9837251356238698,0.9767178216515922,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.0,0.3,7,0.1285140562248996,0.2885714285714286,0.12,0.785221866200602,0.9805806388969803,0.9726412906539627,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.0,0.3,8,0.1358024691358024,0.3057142857142857,0.1285714285714285,0.7729393468118196,0.9738946900688736,0.9578028084832265,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.0,0.3,9,0.1464435146443514,0.3171428571428571,0.1257142857142857,0.7698308175463479,0.9731536825043056,0.9546424766894249,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.0,0.3,10,0.1405622489959839,0.2885714285714286,0.1228571428571428,0.7952323957709954,0.9794534211051267,0.9706478262282322,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.30/delta_0.00/sigma_0.95/pi_0.50/seed_10
0.95,0.5,0.0,0.0,0.4,1,0.1209677419354838,0.2914285714285714,0.1228571428571428,0.7627759607522485,0.9782297628781684,0.9678043190874049,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.0,0.4,2,0.1098039215686274,0.2714285714285714,0.1171428571428571,0.7785241628233407,0.9774413475035091,0.9706176983101091,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.0,0.4,3,0.141025641025641,0.3314285714285714,0.1285714285714285,0.7810450819672131,0.9773565573770492,0.9670897741224174,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.0,0.4,4,0.1269841269841269,0.28,0.1314285714285714,0.7497780933783064,0.9798508787502219,0.9718889382784592,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.0,0.4,5,0.1188524590163934,0.3028571428571429,0.1371428571428571,0.8013784461152882,0.9802631578947368,0.9708203033592191,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.0,0.4,6,0.1350210970464135,0.3228571428571428,0.1485714285714285,0.7759609868043603,0.9815452285331804,0.9723208984685704,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.0,0.4,7,0.1183206106870229,0.2514285714285714,0.1257142857142857,0.7725218439288942,0.9793110374610826,0.9695387755990984,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.0,0.4,8,0.1313559322033898,0.3257142857142857,0.1257142857142857,0.7867772108843537,0.9811862244897959,0.964422597251586,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.0,0.4,9,0.1308016877637131,0.3228571428571428,0.1257142857142857,0.7520634231103388,0.9762163336229366,0.9599674560999244,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.0,0.4,10,0.1306122448979592,0.3,0.1342857142857142,0.7760070394994134,0.9794681267109895,0.9702939104443536,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.40/delta_0.00/sigma_0.95/pi_0.50/seed_10
0.95,0.5,0.0,0.0,0.5,1,0.1133603238866396,0.2942857142857142,0.1171428571428571,0.798794921454702,0.9795567032494082,0.9723134917507986,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.0,0.5,2,0.1225296442687747,0.2771428571428571,0.1228571428571428,0.7863673303535148,0.9775497765136123,0.9699216540900141,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.0,0.5,3,0.134453781512605,0.32,0.14,0.7698598130841121,0.9819898753894081,0.9726167089888257,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.0,0.5,4,0.1343873517786561,0.2771428571428571,0.1228571428571428,0.7648247386453483,0.9801458315031187,0.9713336336682834,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.0,0.5,5,0.1333333333333333,0.3142857142857143,0.1285714285714285,0.789758844151705,0.9783278444704132,0.9668398989467731,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.0,0.5,6,0.139917695473251,0.3057142857142857,0.1228571428571428,0.7775494957041464,0.980668658946582,0.9703297842437667,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.0,0.5,7,0.1314741035856573,0.2828571428571428,0.12,0.7785394649147862,0.9787679710558888,0.9699452868169836,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.0,0.5,8,0.1219512195121951,0.2971428571428571,0.1228571428571428,0.75740167918692,0.9771321254971277,0.9617365713962985,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.0,0.5,9,0.1416666666666666,0.3142857142857143,0.1285714285714285,0.7466811751904244,0.9763873775843308,0.955374312175694,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.0,0.5,10,0.1167315175097276,0.2657142857142857,0.1285714285714285,0.7648536373297266,0.9817408945995556,0.9731087222119892,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_ablation_mu/mu_0.50/delta_0.00/sigma_0.95/pi_0.50/seed_10
