t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,alpha_punish_revalue,delta_outside_degrade,mu_membership_reward,current_delta,eta_delta_drift,punish_floor,punish_intensity_step,pi_reward,lam_punish,mean_exit_capacity,mean_outside_ties,mean_econ_independence,frac_born_inside,mean_tenure,n_deaths_step,exit_rate_last100,cumulative_exit_rate
0,0.357561793226998,0.4961157856639598,0.357561793226998,0.4961157856639598,0.26078133370377743,0.5,0.0,0.3471870403034799,0.3323571721511415,0.0033333333333333335,0.0,0.3471870403034799,0.3323571721511415,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.76,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.22,0.25,0.48760462114273667,0.4680817083888301,0.5071275338966433,0.0,0.0,0,0.07741935483870968,0.5233333333333333
1,0.3693779297484812,0.49637572860027307,0.3693779297484812,0.49637572860027307,0.26078133370377743,0.4976469200866823,0.65,0.34838704030348,0.33325717215114153,0.006666666666666667,0.65,0.34838704030348,0.33325717215114153,0.006666666666666667,0.02666666666666667,0.03333333333333333,0.0,0.01,0.0,0.0,0.18756877064005759,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,24,0.005,0.0,0.03333333333333333,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.08,0.02666666666666667,0.22,0.25,0.4912639566064419,0.4713175148451432,0.5112103983677406,0.0,1.0,0,0.07741935483870968,0.5233333333333333
2,0.37851687557900704,0.49599824436067175,0.37851687557900704,0.49599824436067175,0.26078133370377743,0.4978618860429957,0.8333333333333334,0.34912037363681325,0.33380717215114153,0.006666666666666667,0.8333333333333334,0.34912037363681325,0.33380717215114153,0.006666666666666667,0.02,0.02,0.0,0.006666666666666667,0.0,0.0,0.1880153398120954,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,22,0.007975,0.0,0.05266666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.22,0.25,0.49487358465077835,0.47445390646271846,0.5152932628388381,0.0,2.0,0,0.07741935483870968,0.5233333333333333
3,0.3870209012504324,0.49603218241560115,0.3870209012504324,0.49603218241560115,0.26078133370377743,0.49774283160886595,0.9066666666666666,0.3499203736368133,0.3344071721511415,0.006666666666666667,0.9066666666666666,0.3499203736368133,0.3344071721511415,0.006666666666666667,0.02,0.02,0.0,0.01,0.0,0.0,0.1884566049008138,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,20,0.010935124999999999,0.0,0.07161333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.22,0.25,0.49843380352026184,0.47749147973058836,0.5193761273099355,0.0,3.0,0,0.07741935483870968,0.5233333333333333
4,0.3952162017717602,0.49695128181223786,0.3952162017717602,0.49695128181223786,0.26078133370377743,0.49808736370287515,0.92,0.35085370697014656,0.3351071721511415,0.01,0.92,0.35085370697014656,0.3351071721511415,0.01,0.023333333333333334,0.023333333333333334,0.0,0.02,0.0,0.0,0.18889257106773272,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,17,0.014380449375,0.0,0.0935144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.023333333333333334,0.22,0.25,0.501944909669942,0.4804308275588509,0.523458991781033,0.0,4.0,0,0.07741935483870968,0.5233333333333333
5,0.40423467039446254,0.4965280823772838,0.40423467039446254,0.4965280823772838,0.26078133370377743,0.4990339258186497,0.9166666666666666,0.3525870403034799,0.3364071721511416,0.01,0.9166666666666666,0.3525870403034799,0.3364071721511416,0.01,0.04,0.043333333333333335,0.0,0.016666666666666666,0.0,0.0,0.18932324395074582,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,17,0.020808547128125,0.0,0.13497744533333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.22,0.25,0.5054071977761372,0.4832725393001439,0.5275418562521303,0.0,5.0,0,0.07741935483870968,0.5233333333333333
6,0.41494545726761306,0.49678924958936915,0.41494545726761306,0.49678924958936915,0.26078133370377743,0.5000616246931527,0.88,0.3542853798506357,0.3377071721511415,0.013333333333333334,0.88,0.3542853798506357,0.3377071721511415,0.013333333333333334,0.04,0.043333333333333335,0.0,0.016666666666666666,0.0,0.0,0.18974862965463668,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,15,0.027204504392484383,0.0,0.17561122976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.22,0.25,0.5088209607471085,0.48601720077098925,0.5316247207232278,0.0,6.0,0,0.07741935483870968,0.5233333333333333
7,0.4252402521838059,0.49764697807399233,0.4252402521838059,0.49764697807399233,0.26078133370377743,0.5006544182358771,0.8766666666666667,0.35534851723859295,0.33848010660174105,0.016666666666666666,0.8766666666666667,0.35534851723859295,0.33848010660174105,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.016666666666666666,0.0,0.0,0.19016873474170232,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,13,0.03206848187052195,0.0,0.20543233849813333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03333333333333333,0.22,0.25,0.5121864897336672,0.4886653942730095,0.5357075851943253,0.0,7.0,0,0.07741935483870968,0.5233333333333333
8,0.4320674339398653,0.497515951513962,0.4320674339398653,0.497515951513962,0.26078133370377743,0.501214058497367,0.8733333333333333,0.35668185057192625,0.33972633307885775,0.02,0.8733333333333333,0.35668185057192625,0.33972633307885775,0.02,0.043333333333333335,0.04666666666666667,0.0,0.043333333333333335,0.0,0.0,0.19058356622248415,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,9,0.03890813946116934,0.0,0.24799035839483735,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.08,0.043333333333333335,0.22,0.25,0.5155040741397201,0.4912176986140176,0.5397904496654227,0.0,8.0,0,0.07741935483870968,0.5233333333333333
9,0.4415907814410203,0.4969581459879617,0.4415907814410203,0.4969581459879617,0.26078133370377743,0.5006360178510826,0.9333333333333333,0.3576151839052596,0.34027633307885774,0.02,0.9333333333333333,0.3576151839052596,0.34027633307885774,0.02,0.02666666666666667,0.02666666666666667,0.0,0.03,0.0,0.0,0.19099313154660752,0.08499999999999998,11.76,0.0,0.0,0.15,0.08,9,0.04271359876386349,0.0,0.26969721789360723,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.08,0.02666666666666667,0.22,0.25,0.5187740016327499,0.49367468912897966,0.5438733141365201,0.0,9.0,0,0.07741935483870968,0.5233333333333333
