arm,sigma,pi,seed,top5_active,gini_active,gini_null,top5_all,gini_all,total_punish,n_active,exit_rate
add_punish_mult,0.75,0.25,27,0.23462414578587698,0.5889478472807932,0.47089528945323655,0.23198198198198197,0.5876447876447877,439.0,343,0.02
add_punish_mult,0.75,0.25,9,0.24008810572687225,0.6097789650787943,0.4648732998548696,0.23695652173913043,0.6111925465838509,454.0,343,0.02
add_punish_mult,0.75,0.5,2,0.23318385650224216,0.5851362337083367,0.46850496944903364,0.2311111111111111,0.5872507936507937,446.0,342,0.0228571428571428
add_punish_mult,0.75,0.25,2,0.21428571428571427,0.5756495024377213,0.47548921391838644,0.21232876712328766,0.5755772994129158,434.0,345,0.0142857142857142
add_quota,0.95,0.5,30,0.0828826303466016,0.20354489928872724,0.023665212408041966,0.13013715475614654,0.5132912808176583,121292.0,212,0.3942857142857143
add_punish_mult,0.75,0.25,19,0.2457831325301205,0.6280647813807158,0.4770726824210789,0.24651162790697675,0.6253820598006644,415.0,337,0.0371428571428571
add_punish_mult,0.75,0.25,15,0.24888888888888888,0.6165597667638484,0.4681438289601555,0.24507658643326038,0.6171866208190059,450.0,343,0.02
add_punish_mult,0.75,0.25,24,0.25740318906605925,0.6357382242819365,0.4711203623700678,0.25681818181818183,0.6360519480519481,439.0,348,0.0057142857142857
add_punish_mult,0.75,0.25,21,0.21739130434782608,0.59698314108252,0.45916465965268094,0.21413276231263384,0.596971550933007,460.0,343,0.02
add_punish_mult,0.75,0.25,12,0.24276169265033407,0.6267117728414943,0.4617712181913809,0.24168514412416853,0.6307317073170732,449.0,343,0.02
add_punish_mult,0.75,0.25,26,0.2273838630806846,0.6197295544134525,0.48546194586811325,0.22627737226277372,0.6237539103232533,409.0,343,0.02
add_punish_mult,0.75,0.25,16,0.24608501118568232,0.638542665388303,0.4665244813169755,0.24078091106290672,0.6355686396033468,447.0,343,0.02
add_punish_mult,0.75,0.5,1,0.23950617283950618,0.6185438615546143,0.4851091560768981,0.23486682808716708,0.6206087858872362,405.0,341,0.0257142857142857
add_punish_mult,0.75,0.25,20,0.2395543175487465,0.624247789047971,0.5136067956828574,0.23369565217391305,0.6243478260869565,359.0,343,0.02
add_punish_mult,0.75,0.25,29,0.25,0.6104293647568739,0.47911418122714344,0.2517162471395881,0.6142857142857143,428.0,345,0.0142857142857142
add_punish_mult,0.75,0.5,13,0.251685393258427,0.616582042126642,0.47033118223212245,0.24833702882483372,0.6178333861260691,445.0,343,0.02
add_punish_mult,0.75,0.5,14,0.24651162790697675,0.6218236377276137,0.47081088453931663,0.24367816091954023,0.6279343185550081,430.0,341,0.0257142857142857
add_punish_mult,0.75,0.5,4,0.2584541062801932,0.6253728208359589,0.4854512357347896,0.25783132530120484,0.6288537005163511,414.0,345,0.0142857142857142
add_punish_mult,0.75,0.5,23,0.24018475750577367,0.6016674229443357,0.4701970159766479,0.23853211009174313,0.6077064220183487,433.0,341,0.0257142857142857
add_punish_mult,0.75,0.25,23,0.22065727699530516,0.6084184188223899,0.48050768796158033,0.22065727699530516,0.6095372233400402,426.0,349,0.0028571428571428
add_punish_mult,0.75,0.5,6,0.2606516290726817,0.6177143439995337,0.4893993705193216,0.2593516209476309,0.6203847524047025,399.0,344,0.0171428571428571
add_punish_mult,0.75,0.5,19,0.2392638036809816,0.5998716633982812,0.4477987873990249,0.23732251521298176,0.6044682700666474,489.0,341,0.0257142857142857
add_punish_mult,0.75,0.5,17,0.2660332541567696,0.6332944395827256,0.4782889527857649,0.26229508196721313,0.6334091669454668,421.0,342,0.0228571428571428
add_punish_mult,0.75,0.25,28,0.24423963133640553,0.6150804781940826,0.471662325519268,0.24423963133640553,0.6205793285055957,434.0,345,0.0142857142857142
add_punish_mult,0.75,0.5,5,0.23690205011389523,0.6125774752344123,0.4731021878476453,0.23370786516853934,0.6116661316211878,439.0,344,0.0171428571428571
add_punish_mult,0.75,0.25,25,0.23577235772357724,0.6025632014245215,0.4513190881188351,0.23577235772357724,0.6059698025551684,492.0,347,0.0085714285714285
add_punish_mult,0.75,0.5,20,0.2372448979591837,0.596360346464167,0.49803482439487423,0.2366412213740458,0.601301344965467,392.0,344,0.0171428571428571
add_punish_mult,0.75,0.5,9,0.23820224719101124,0.6393127012287273,0.4660753006110782,0.23608017817371937,0.6420171810372256,445.0,342,0.02
add_punish_mult,0.75,0.5,11,0.23789473684210527,0.6040566328100955,0.4532963988919667,0.23541666666666666,0.6056309523809523,475.0,342,0.0228571428571428
add_punish_mult,0.75,0.5,22,0.25853658536585367,0.6307997731140103,0.4850397050482133,0.25790754257907544,0.6353354188390684,410.0,344,0.0171428571428571
add_punish_mult,0.75,0.5,12,0.24726477024070023,0.6139903003314267,0.45650504817843296,0.24411134903640258,0.6157907617008259,457.0,342,0.0228571428571428
add_punish_mult,0.75,0.5,10,0.2374727668845316,0.6130756734292947,0.461716221491808,0.2374727668845316,0.6174976657329598,459.0,346,0.0114285714285714
add_punish_mult,0.75,0.5,15,0.2326086956521739,0.6075481320923116,0.4614879510391432,0.23010752688172043,0.6112749615975422,460.0,341,0.0257142857142857
add_punish_mult,0.75,0.5,18,0.22811059907834103,0.5991051334262137,0.4735960775908263,0.22654462242562928,0.603746322327558,434.0,344,0.0171428571428571
add_punish_mult,0.75,0.5,26,0.22278481012658227,0.612548474427453,0.4946952513353333,0.22110552763819097,0.6114860014357503,395.0,346,0.0114285714285714
add_punish_mult,0.75,0.5,16,0.2398190045248869,0.6212270428533404,0.46500532339632683,0.2483221476510067,0.62442313838287,442.0,340,0.0285714285714285
add_punish_mult,0.95,0.25,3,0.2773109243697479,0.6489555822328932,0.516062424969988,0.2773109243697479,0.6489555822328932,357.0,350,0.0
add_punish_mult,0.75,0.5,24,0.26576576576576577,0.6189347241978821,0.466743058848322,0.26222222222222225,0.624647619047619,444.0,342,0.0228571428571428
add_punish_mult,0.75,0.25,14,0.23155216284987276,0.5924775008068935,0.48970554016828416,0.23383084577114427,0.5930063965884861,393.0,339,0.0314285714285714
add_punish_mult,0.75,0.5,27,0.23829787234042554,0.6146530989824237,0.4583225408572309,0.23779193205944799,0.6184834698210494,470.0,345,0.0142857142857142
add_punish_mult,0.75,0.5,7,0.23543123543123542,0.6074551059888303,0.4718058090492108,0.23271889400921658,0.6097564186965109,429.0,341,0.0257142857142857
add_punish_mult,0.95,0.25,2,0.28157894736842104,0.6321203007518797,0.505781954887218,0.28157894736842104,0.6321203007518797,380.0,350,0.0
add_punish_mult,0.95,0.25,4,0.24437299035369775,0.6426710278301364,0.548517943600547,0.24358974358974358,0.6426190476190476,311.0,348,0.0057142857142857
add_punish_mult,0.95,0.25,1,0.26453488372093026,0.6577740863787376,0.5264867109634551,0.26453488372093026,0.6577740863787376,344.0,350,0.0
add_punish_mult,0.75,0.5,29,0.2425531914893617,0.6021838148125039,0.4539152679852748,0.24050632911392406,0.6066666666666667,470.0,341,0.0257142857142857
add_punish_mult,0.75,0.5,30,0.23736263736263735,0.6051409460105113,0.4641821946169772,0.23376623376623376,0.6044897959183674,455.0,345,0.0114285714285714
add_punish_mult,0.95,0.25,12,0.25196850393700787,0.6426771653543307,0.5005174353205849,0.25196850393700787,0.6426771653543307,381.0,350,0.0
add_punish_mult,0.95,0.25,11,0.2541436464088398,0.6506077348066299,0.518232044198895,0.2541436464088398,0.6506077348066299,362.0,350,0.0
add_punish_mult,0.75,0.5,25,0.25308641975308643,0.6137566137566137,0.4514391294436646,0.25,0.6124854819976772,486.0,343,0.02
add_punish_mult,0.95,0.25,18,0.2492753623188406,0.6335915375645511,0.5219223721472597,0.2478386167146974,0.6332729518320296,345.0,348,0.0057142857142857
add_punish_mult,0.95,0.25,9,0.25120772946859904,0.6179283806043493,0.48630317124150435,0.25120772946859904,0.6190200138026225,414.0,349,0.0028571428571428
add_punish_mult,0.75,0.25,30,0.2409090909090909,0.6204144385026737,0.4666844919786096,0.2483221476510067,0.6241163310961969,440.0,340,0.0285714285714285
add_punish_mult,0.95,0.25,16,0.2751322751322751,0.6552683295540438,0.5044444444444444,0.2751322751322751,0.6552683295540438,378.0,350,0.0
add_punish_mult,0.75,0.5,8,0.2554890219560878,0.6238768839133327,0.44278399722294537,0.2544731610337972,0.625907412666856,501.0,345,0.0142857142857142
add_punish_mult,0.95,0.25,8,0.2722063037249284,0.66,0.5231027425296766,0.2722063037249284,0.66,349.0,350,0.0
add_punish_mult,0.95,0.25,14,0.28703703703703703,0.6693374367681912,0.5389118822738689,0.28703703703703703,0.6702821869488536,324.0,349,0.0028571428571428
add_punish_mult,0.95,0.25,21,0.26956521739130435,0.6686790890269151,0.5235776397515528,0.26956521739130435,0.6686790890269151,345.0,350,0.0
add_punish_mult,0.95,0.25,28,0.26785714285714285,0.6681846090871878,0.5303929594760539,0.26706231454005935,0.6671386180584994,336.0,349,0.0028571428571428
add_punish_mult,0.95,0.25,24,0.25806451612903225,0.6630666108085462,0.5315626309174697,0.25806451612903225,0.6630666108085462,341.0,350,0.0
add_punish_mult,0.95,0.25,7,0.2664576802507837,0.6698522167487685,0.5405284370801612,0.2664576802507837,0.6698522167487685,319.0,350,0.0
add_punish_mult,0.95,0.25,15,0.22448979591836735,0.612969596001666,0.5294044148271553,0.22448979591836735,0.612969596001666,343.0,350,0.0
add_punish_mult,0.95,0.25,20,0.26216216216216215,0.6614517374517375,0.511907335907336,0.26216216216216215,0.6614517374517375,370.0,350,0.0
add_punish_mult,0.95,0.25,5,0.2309941520467836,0.6214369256474519,0.5269841269841271,0.2309941520467836,0.6214369256474519,342.0,350,0.0
add_punish_mult,0.75,0.5,28,0.26434426229508196,0.623315903523648,0.4504840305257208,0.26434426229508196,0.6254683840749414,488.0,348,0.0057142857142857
add_punish_mult,0.75,0.5,21,0.2629558541266795,0.6276224166406285,0.4358177476230862,0.2629558541266795,0.6340060323553606,521.0,344,0.0171428571428571
add_punish_mult,0.95,0.25,27,0.2515151515151515,0.6543549783549784,0.5356969696969698,0.2515151515151515,0.6543549783549784,330.0,350,0.0
add_punish_mult,0.95,0.25,13,0.24277456647398843,0.6451628931546781,0.5262517183695778,0.24277456647398843,0.6461767134599504,346.0,349,0.0028571428571428
add_punish_mult,0.95,0.25,30,0.2682926829268293,0.66404181184669,0.5144870305845916,0.2682926829268293,0.66404181184669,369.0,350,0.0
add_punish_mult,0.95,0.25,6,0.2410958904109589,0.616587510303411,0.513600502413942,0.2410958904109589,0.6176829745596869,365.0,349,0.0028571428571428
add_punish_mult,0.95,0.5,6,0.2714285714285714,0.6559183673469388,0.5220244897959183,0.2714285714285714,0.6559183673469388,350.0,350,0.0
add_punish_mult,0.95,0.25,19,0.27873563218390807,0.6680459770114943,0.5216256157635468,0.27873563218390807,0.6680459770114943,348.0,350,0.0
add_punish_mult,0.95,0.25,25,0.2625994694960212,0.6246078059871163,0.5110799545282304,0.2625994694960212,0.6246078059871163,377.0,350,0.0
add_punish_mult,0.95,0.25,22,0.24193548387096775,0.6466216840743138,0.5493206396154913,0.24193548387096775,0.64763133640553,310.0,349,0.0028571428571428
add_punish_mult,0.95,0.25,17,0.2523076923076923,0.6569406593406594,0.5393494505494505,0.2523076923076923,0.6569406593406594,325.0,350,0.0
add_punish_mult,0.95,0.5,5,0.2764227642276423,0.653903062019126,0.5101158770208392,0.2764227642276423,0.655880758807588,369.0,348,0.0057142857142857
add_punish_mult,0.95,0.25,10,0.25067385444743934,0.6405005775895264,0.5077551020408163,0.25067385444743934,0.6405005775895264,371.0,350,0.0
add_punish_mult,0.95,0.5,2,0.2736318407960199,0.6617341862117981,0.4928784648187633,0.2736318407960199,0.6617341862117981,402.0,350,0.0
add_punish_mult,0.95,0.5,9,0.26455026455026454,0.6180801209372638,0.5071655328798186,0.26455026455026454,0.6180801209372638,378.0,350,0.0
add_punish_mult,0.95,0.5,3,0.2570621468926554,0.654866828087167,0.5170782889426957,0.2570621468926554,0.654866828087167,354.0,350,0.0
add_punish_mult,0.95,0.5,1,0.2616279069767442,0.6526954088092224,0.5249383620976877,0.2616279069767442,0.653687707641196,344.0,349,0.0028571428571428
add_punish_mult,0.95,0.5,10,0.24324324324324326,0.6336765336765336,0.5318232518232517,0.24324324324324326,0.6336765336765336,333.0,350,0.0
add_punish_mult,0.95,0.5,18,0.20833333333333334,0.603629417382999,0.5274423522990859,0.20833333333333334,0.6047619047619047,336.0,349,0.0028571428571428
add_punish_mult,0.95,0.5,12,0.2543859649122807,0.6460564017493591,0.5233750565525561,0.2536443148688047,0.6451062057476052,342.0,349,0.0028571428571428
add_punish_mult,0.95,0.25,23,0.23699421965317918,0.6442761278320377,0.523769184771776,0.23631123919308358,0.6443557019349526,346.0,348,0.0057142857142857
add_punish_mult,0.95,0.25,26,0.24922118380062305,0.6538307045497148,0.541413384034491,0.2484472049689441,0.6527772848269743,321.0,349,0.0028571428571428
add_punish_mult,0.95,0.5,4,0.25757575757575757,0.6447579240682689,0.5373301985370951,0.25757575757575757,0.6467878787878788,330.0,348,0.0057142857142857
add_punish_mult,0.95,0.5,14,0.24269005847953215,0.627234753550543,0.5241938178780283,0.24269005847953215,0.627234753550543,342.0,350,0.0
add_punish_mult,0.95,0.5,13,0.27960526315789475,0.6761423616347458,0.5536306741064696,0.2786885245901639,0.6750070257611241,304.0,349,0.0028571428571428
add_punish_mult,0.95,0.5,15,0.2869318181818182,0.6585551948051949,0.5228896103896103,0.2869318181818182,0.6585551948051949,352.0,350,0.0
add_punish_mult,0.95,0.5,16,0.2681564245810056,0.6755945730247407,0.5177972865123703,0.2681564245810056,0.6755945730247407,358.0,350,0.0
add_punish_mult,0.95,0.25,29,0.24293785310734464,0.6500403551251008,0.5209685230024212,0.24293785310734464,0.6500403551251008,354.0,350,0.0
add_punish_mult,0.95,0.5,21,0.239247311827957,0.6340092165898618,0.5062365591397848,0.239247311827957,0.6340092165898618,372.0,350,0.0
add_punish_mult,0.95,0.5,8,0.30033003300330036,0.6956812824139557,0.5533899104196134,0.30033003300330036,0.6956812824139557,303.0,350,0.0
add_cap_gain,0.75,0.25,2,0.08923917879616093,0.29311240704252206,0.04008612470603187,0.20267976452742967,0.6331519995047027,15733.0,80,0.7714285714285715
add_punish_mult,0.95,0.5,11,0.2545454545454545,0.640808905380334,0.5050834879406307,0.2545454545454545,0.640808905380334,385.0,350,0.0
add_punish_mult,0.95,0.5,17,0.2558139534883721,0.6238372093023256,0.5261378737541529,0.2558139534883721,0.6238372093023256,344.0,350,0.0
add_cap_gain,0.75,0.25,9,0.10108059432687978,0.26657369886771054,0.04083391698767652,0.20904045042526853,0.6276624776812454,13326.0,72,0.7942857142857143
add_cap_gain,0.75,0.25,6,0.11140011419146102,0.3149594545678451,0.040665594411335604,0.21328563735671974,0.6330614442869232,15763.0,85,0.7571428571428571
add_cap_gain,0.75,0.25,3,0.106219324591605,0.333603997437117,0.03991452929723984,0.22337751371115175,0.6428088273700705,13651.0,71,0.7971428571428572
add_cap_gain,0.75,0.25,14,0.101594631647305,0.3643384868033476,0.04210123476861448,0.22345982485788907,0.6452171718280184,13859.0,79,0.7742857142857142
add_cap_gain,0.75,0.25,12,0.11777596894371048,0.3340584220664661,0.04039748514771254,0.23276692482564637,0.6494032619405409,15971.0,85,0.7571428571428571
add_cap_gain,0.75,0.25,13,0.10346867835219288,0.32673412853329886,0.04217256045214242,0.21969272625430103,0.640326706981104,13521.0,79,0.7742857142857142
add_punish_mult,0.95,0.5,26,0.2709677419354839,0.6640724651076809,0.5508180053609391,0.2709677419354839,0.665032258064516,310.0,349,0.0028571428571428
add_cap_gain,0.75,0.25,8,0.1021402375608955,0.2863568607133446,0.03821825509472772,0.20761435223226513,0.6448272488946276,18269.0,86,0.7542857142857143
add_cap_gain,0.75,0.25,18,0.10777912132204756,0.3164934514972015,0.044575737631314484,0.22819840941479336,0.6333969042036894,12405.0,79,0.7742857142857142
add_cap_gain,0.75,0.25,17,0.10862058140264959,0.34925294933998435,0.04123915941194346,0.22037128807227538,0.6512910129553289,15927.0,87,0.7514285714285714
add_punish_mult,0.95,0.5,23,0.23478260869565218,0.6161372036045014,0.5248619243386903,0.23410404624277456,0.6151940545004129,345.0,349,0.0028571428571428
add_cap_gain,0.75,0.25,5,0.09810642243074676,0.2513014053554594,0.039439231331123245,0.21163550014841198,0.6393787898062163,17797.0,90,0.7428571428571429
add_punish_mult,0.95,0.5,19,0.2693333333333333,0.6474895238095237,0.5075657142857142,0.2693333333333333,0.6474895238095237,375.0,350,0.0
add_cap_gain,0.75,0.25,20,0.10673954829408938,0.32740669549895884,0.040603406850155,0.22745544178991278,0.6565764125900645,16648.0,87,0.7514285714285714
add_cap_gain,0.75,0.25,4,0.11060296064508364,0.32487097619165617,0.03975703170906107,0.20444111946135274,0.6337609607042055,16618.0,85,0.7571428571428571
add_cap_gain,0.75,0.25,15,0.11178877480120436,0.2908217946330853,0.04038582931049357,0.23007744191856108,0.6395874522679419,12953.0,68,0.8057142857142857
add_cap_gain,0.75,0.25,26,0.104016885429721,0.28010465448629157,0.042127145648203544,0.21589168150387147,0.6381645243911817,15161.0,87,0.7514285714285714
add_cap_gain,0.75,0.25,11,0.10291786532026068,0.24846854376107283,0.039175165163816965,0.21041642941198802,0.6423237401098693,17033.0,85,0.7571428571428571
add_punish_mult,0.95,0.5,20,0.25663716814159293,0.649643735578264,0.5329343847993847,0.25663716814159293,0.6506447534766119,339.0,349,0.0028571428571428
add_cap_gain,0.75,0.25,10,0.11822900763358779,0.3073827699018539,0.03975063613231557,0.2325841828853877,0.6637294231872545,16375.0,84,0.7571428571428571
add_cap_gain,0.75,0.25,7,0.10972027078809554,0.30626016648020105,0.040039580983276556,0.21295092320838133,0.6302420668828516,15658.0,83,0.7628571428571429
add_cap_gain,0.75,0.25,22,0.11873624239285252,0.3331363155128684,0.04202344410507956,0.22795681979355448,0.64778099215417,15446.0,85,0.7571428571428571
add_punish_mult,0.95,0.5,30,0.2640449438202247,0.6600077267312707,0.5196387753130937,0.2640449438202247,0.6609791332263243,356.0,349,0.0028571428571428
add_punish_mult,0.95,0.5,7,0.2640449438202247,0.6725475676893854,0.5180048935964714,0.2640449438202247,0.6734831460674158,356.0,349,0.0028571428571428
add_punish_mult,0.95,0.5,29,0.23796791443850268,0.6442169595110772,0.5106875477463713,0.23796791443850268,0.6442169595110772,374.0,350,0.0
add_cap_gain,0.75,0.25,16,0.10047281323877069,0.3629450006953136,0.04141722291753584,0.23423132763348928,0.6566218053603116,14382.0,80,0.7714285714285715
add_cap_gain,0.75,0.25,21,0.09358697035246215,0.2853106515150032,0.03942319927178052,0.21312197269925143,0.6424826487177874,15718.0,78,0.7771428571428571
add_cap_gain,0.75,0.25,1,0.09978473717102979,0.3143633543966854,0.0396046570839988,0.21614967996061055,0.6432860984411944,14401.0,75,0.7828571428571428
add_punish_mult,0.95,0.5,28,0.21835443037974683,0.627251356238698,0.5432368896925859,0.21835443037974683,0.627251356238698,316.0,350,0.0
add_cap_gain,0.75,0.25,25,0.10495626822157435,0.334570709034613,0.03849648419642977,0.20576278903378972,0.6371081057223696,18179.0,87,0.7485714285714286
add_punish_mult,0.95,0.5,24,0.2823529411764706,0.6511882690038766,0.5295213214225518,0.28152492668621704,0.6501466275659824,340.0,349,0.0028571428571428
add_punish_mult,0.95,0.5,27,0.2535211267605634,0.6395573440643864,0.5201368209255532,0.2535211267605634,0.6395573440643864,355.0,350,0.0
add_punish_mult,0.95,0.5,22,0.26420454545454547,0.654935064935065,0.5207305194805194,0.26420454545454547,0.654935064935065,352.0,350,0.0
add_punish_mult,0.95,0.5,25,0.2630057803468208,0.6683236994219653,0.5269281585466556,0.2630057803468208,0.6683236994219653,346.0,350,0.0
add_cap_gain,0.75,0.25,29,0.1066913351834721,0.2769680565548589,0.03981909754342683,0.21049463983449312,0.6348564980252022,16215.0,81,0.7685714285714286
add_cap_gain,0.75,0.25,19,0.11159341653101827,0.3315142934953214,0.04076312359284277,0.21979410562307206,0.6509446824777407,16587.0,87,0.7514285714285714
add_cap_gain,0.75,0.25,23,0.09566266324015314,0.2836255121649677,0.037969006984831175,0.20246210867694753,0.6335086939666992,19067.0,89,0.7457142857142857
add_cap_gain,0.75,0.25,24,0.10365766538076868,0.34925502177966816,0.04128245427002397,0.24784206478078796,0.6561624769555716,13998.0,78,0.7771428571428571
add_cap_gain,0.75,0.25,30,0.09882038726908525,0.24485836827256816,0.04049542531625765,0.2121438347642155,0.6232596858576702,13479.0,74,0.7885714285714286
add_cap_gain,0.75,0.25,27,0.08481392557022809,0.278094237695078,0.03848439375750301,0.21558678590983757,0.643688577164759,16660.0,80,0.7714285714285715
add_cap_gain,0.75,0.5,2,0.08271776416861334,0.20542300581518738,0.022458972715784797,0.16802195061112496,0.6251752699283755,95034.0,153,0.5628571428571428
add_cap_gain,0.75,0.5,10,0.08255179049628453,0.19614452983006497,0.02286371100894348,0.16683158089314645,0.6331694443193133,86261.0,146,0.5828571428571429
add_cap_gain,0.75,0.5,6,0.08282669108487101,0.19655942326562478,0.02245005634754692,0.16731490064890572,0.6228888108385106,93919.0,152,0.5628571428571428
add_cap_gain,0.75,0.5,3,0.07951709644936737,0.18779042914290003,0.022992956490753426,0.16123659617341957,0.6196338796449832,91364.0,151,0.5685714285714286
add_cap_gain,0.75,0.5,5,0.08262378362907842,0.22168338750783653,0.021561409695532434,0.15612694809446895,0.6134341218217763,111808.0,168,0.5171428571428571
add_cap_gain,0.75,0.5,8,0.0895525416163686,0.2502660948727378,0.02282742113255449,0.16428882754612814,0.631296292452765,98579.0,161,0.54
add_cap_gain,0.75,0.25,28,0.10830821648538855,0.29834684610256784,0.04361998826297771,0.22754334883316674,0.6477124605002577,15262.0,92,0.7371428571428571
add_cap_gain,0.75,0.5,13,0.080582573199617,0.23358344013161544,0.022491813903701037,0.16429094436150285,0.6243174615249815,99215.0,158,0.5485714285714286
add_cap_gain,0.75,0.5,14,0.0806050885303645,0.2227393692154519,0.022364275973106945,0.16618357487922705,0.6366195077064642,95391.0,154,0.5571428571428572
add_cap_gain,0.75,0.5,9,0.08089920875545367,0.15616280619537373,0.022111202006641406,0.1619123585423002,0.6191476572682018,94661.0,146,0.5828571428571429
add_cap_gain,0.75,0.5,20,0.08300812270272723,0.21341545690616054,0.023434173171129724,0.1701016466322809,0.6356883576530943,88148.0,151,0.5657142857142857
add_cap_gain,0.75,0.5,22,0.07978065473736291,0.22164679758272568,0.022227957578827506,0.16408186458445592,0.6324493174918858,97016.0,154,0.56
add_cap_gain,0.75,0.5,4,0.09007741819327542,0.25305581039732256,0.02318218439051297,0.18250555013352496,0.6580287641702683,88868.0,149,0.5742857142857143
add_cap_gain,0.95,0.25,6,0.09164488772734546,0.23146461991200373,0.0227602614996609,0.20608249710298576,0.6844684110977659,74996.0,126,0.64
add_cap_gain,0.75,0.5,18,0.08648772654278504,0.1981983089175106,0.024261229467336654,0.18399279418387698,0.6467712245291863,69744.0,133,0.62
add_cap_gain,0.75,0.5,24,0.09123693607127181,0.2431552574974049,0.023239924837846496,0.18824192548334368,0.6651993203797498,84297.0,143,0.5914285714285714
add_cap_gain,0.95,0.25,2,0.09449144333225702,0.25559061252312787,0.022571049300142004,0.2118897178690846,0.6915460338992271,77425.0,126,0.64
add_cap_gain,0.95,0.25,4,0.09674015660576442,0.2730146927594316,0.0239616315453235,0.215149020683888,0.6949318594593182,72028.0,131,0.6257142857142857
add_cap_gain,0.75,0.5,16,0.08089791619051405,0.24623496325583893,0.022227642969050505,0.16642830758739569,0.638790092019684,100633.0,157,0.5514285714285714
add_cap_gain,0.75,0.5,12,0.08498201952166219,0.2078668330166704,0.022742654913440907,0.16970060889535007,0.6298896885092448,87595.0,147,0.58
add_cap_gain,0.75,0.5,21,0.08742530226525223,0.19345269746985178,0.02283463834845824,0.1757267913109262,0.6399638727208163,86348.0,142,0.5942857142857143
add_cap_gain,0.95,0.25,7,0.08934558390704579,0.23821426641788526,0.022957435390573322,0.20158826396566687,0.6905276154471918,78146.0,126,0.64
add_cap_gain,0.75,0.5,11,0.08130286165037907,0.19564284997363546,0.023134230246724258,0.16277542981412335,0.6104745687204347,91276.0,155,0.5571428571428572
add_cap_gain,0.75,0.5,1,0.07982867738593727,0.23333095185133707,0.02192389323876243,0.15036798021629955,0.6043397105278758,114871.0,174,0.5
add_cap_gain,0.75,0.5,17,0.07793201675134458,0.17459352594660094,0.022065570172540714,0.15834503640401987,0.6190323943842335,94082.0,148,0.5771428571428572
add_cap_gain,0.95,0.25,12,0.08612876183070699,0.28218042767239304,0.02286701140745831,0.19507141353366797,0.668614768980424,82307.0,139,0.6028571428571429
add_cap_gain,0.75,0.5,23,0.08592879403154216,0.22770132602864912,0.022385053295053157,0.16039699346524036,0.6106082792665177,105890.0,167,0.5228571428571429
add_cap_gain,0.75,0.5,28,0.07275480117937684,0.1722840749974386,0.022348394294366105,0.16564853867646903,0.635678391959799,87843.0,140,0.6
add_cap_gain,0.75,0.5,15,0.0927646906549314,0.2017059823427931,0.024090121630893094,0.18042258171013537,0.629250442996611,77260.0,143,0.5914285714285714
add_cap_gain,0.75,0.5,7,0.07672450475154839,0.19922357230285934,0.021626011285796526,0.16185684884518636,0.6328794485642416,105755.0,153,0.5628571428571428
add_cap_gain,0.75,0.5,29,0.08496236985741422,0.21646249979825408,0.02362930529905006,0.17107885639645523,0.6415735246095465,83178.0,146,0.58
add_cap_gain,0.75,0.5,27,0.08425215609663125,0.2257061060475079,0.02248364633889009,0.15376590861673273,0.6024469691177481,104935.0,168,0.52
add_cap_gain,0.75,0.5,26,0.08520770491413913,0.21752152399667996,0.023340172319497136,0.17389600062717692,0.6400352307035101,84206.0,149,0.5742857142857143
add_cap_gain,0.95,0.25,5,0.09872392546024922,0.2847389293831253,0.023569910545750746,0.19523793035790543,0.6689672399550867,80011.0,142,0.5914285714285714
add_cap_gain,0.95,0.25,8,0.08066737584681709,0.22083594122773956,0.02172823804386612,0.1879276378503188,0.6718520558391763,89305.0,134,0.6171428571428571
add_cap_gain,0.95,0.25,3,0.09210247723904298,0.26268540502624,0.023333415493128472,0.203253915056974,0.6824865900049618,75568.0,131,0.6257142857142857
add_cap_gain,0.95,0.25,10,0.08841416742049962,0.2510660517018741,0.0237734920994943,0.19888606148732862,0.6840589204107069,71855.0,131,0.6257142857142857
add_cap_gain,0.95,0.25,1,0.09493940038273442,0.29368420760327646,0.02381686744884974,0.2087868040034982,0.685611213681858,75248.0,134,0.6171428571428571
add_cap_gain,0.95,0.25,11,0.09368058640604177,0.2249113241337184,0.023682508294924465,0.20500521641772054,0.6730612556480899,72032.0,128,0.6342857142857142
add_cap_gain,0.75,0.5,30,0.09067096057241997,0.22471700909565903,0.02260588810760606,0.1795443498108502,0.6496066952680856,88187.0,143,0.5885714285714285
add_cap_gain,0.75,0.5,19,0.07871600899611532,0.20939109530438724,0.02261374394930509,0.16142729950003423,0.6218014980802266,97820.0,157,0.5514285714285714
add_cap_gain,0.95,0.25,21,0.09181600873253838,0.25097549094758,0.023308810902250454,0.20647732684932193,0.6834217961618758,72373.0,126,0.64
add_cap_gain,0.95,0.25,14,0.08155054972187123,0.20903130151757846,0.023192864582294873,0.21104335145167705,0.6891449025586637,68853.0,118,0.66
add_cap_gain,0.75,0.5,25,0.0829019452537882,0.21565074572699844,0.021802720360942444,0.15198515041452118,0.6052059984778155,106053.0,164,0.5314285714285715
add_cap_gain,0.95,0.25,13,0.08457838603991914,0.2571034978110491,0.0224016373052463,0.19375202330851407,0.6757248608734526,86074.0,136,0.6114285714285714
add_cap_gain,0.95,0.25,17,0.09231861917397015,0.2586979711077162,0.022979389456192507,0.20562144558401788,0.6885442084285228,74622.0,125,0.6428571428571429
