eta_delta_drift,delta0,sigma,pi_reward,alpha,mu_membership_reward,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,final_current_delta,regime,run_dir
0.0,0.0,0.05,0.01,0.0,0.0,1,0.0,0.2142857142857142,0.0485714285714285,0.4847417840375587,0.6572769953051644,0.47994744180435495,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_01
0.0,0.0,0.05,0.01,0.0,0.0,2,0.0,0.18,0.06,0.45185995623632386,0.611597374179431,0.42558275368083975,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_02
0.0,0.0,0.05,0.01,0.0,0.0,3,0.0,0.1371428571428571,0.0371428571428571,0.45109321058688145,0.620253164556962,0.48974964056325004,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_03
0.0,0.0,0.05,0.01,0.0,0.0,4,0.0,0.1742857142857143,0.0371428571428571,0.44994246260069043,0.6248561565017261,0.4872502169099802,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_04
0.0,0.0,0.05,0.01,0.0,0.0,5,0.0,0.1771428571428571,0.0542857142857142,0.4786620530565167,0.6632064590542099,0.47679715575659565,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_05
0.0,0.0,0.05,0.01,0.0,0.0,6,0.0,0.1885714285714285,0.0542857142857142,0.4590909090909091,0.6409090909090909,0.44617187382820117,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_06
0.0,0.0,0.05,0.01,0.0,0.0,7,0.0,0.1828571428571428,0.0542857142857142,0.43364928909952605,0.6338862559241706,0.4663837290111204,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_07
0.0,0.0,0.05,0.01,0.0,0.0,8,0.0,0.1657142857142857,0.0514285714285714,0.448,0.624,0.4818621830045149,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_08
0.0,0.0,0.05,0.01,0.0,0.0,9,0.0,0.1771428571428571,0.04,0.4405888538380652,0.6361724500525763,0.47946809735602836,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_09
0.0,0.0,0.05,0.01,0.0,0.0,10,0.0,0.1714285714285714,0.0628571428571428,0.47270742358078605,0.6473799126637555,0.46277581632676335,0.0,QUIET,/storage/kiran-stuff/code-geometry-abm/recon/boundary_open/eta_0.00/delta0_0.00/sigma_0.05/pi_0.01/seed_10
