eta_delta_drift,delta0,sigma,pi_reward,alpha,mu_membership_reward,n_seeds,regime_majority,n_collapse,n_capture,n_mixed,n_quiet,median_fund_prevalence,median_exit_rate,median_top5_share,median_max_punish,median_enforcer_punish_share,median_final_delta
0.0,0.0,0.05,0.01,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.1771428571428571,0.45051783659378597,0.0514285714285714,0.4750100117119539,0.0
0.0,0.0,0.05,0.03,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.1714285714285714,0.4431456548347613,0.0514285714285714,0.46559394898360296,0.0
0.0,0.0,0.05,0.05,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.1771428571428571,0.44992962954128,0.0514285714285714,0.46364106679975414,0.0
0.0,0.0,0.05,0.1,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.17285714285714285,0.4462552507530019,0.0514285714285714,0.4635327747802185,0.0
0.0,0.0,0.05,0.15,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.1714285714285714,0.45652473852088127,0.0514285714285714,0.46080287591077196,0.0
0.0,0.0,0.05,0.25,0.0,0.0,30,QUIET,0,0,5,25,0.0868115942028985,0.5371428571428571,0.6429740442262946,0.0914285714285714,0.8389324527318316,0.0
0.0,0.0,0.05,0.5,0.0,0.0,30,MIXED,0,0,27,3,0.09275440247345065,0.5028571428571429,0.7291501410188612,0.1099643345710377,0.748356987274041,0.0
0.0,0.0,0.15,0.01,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0942857142857142,0.438411320080317,0.0514285714285714,0.448841623122429,0.0
0.0,0.0,0.15,0.03,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0942857142857142,0.4341450770401869,0.0514285714285714,0.45171980007436113,0.0
0.0,0.0,0.15,0.05,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0914285714285714,0.43715030925199366,0.0514285714285714,0.4451981492920165,0.0
0.0,0.0,0.15,0.1,0.0,0.0,30,QUIET,0,0,0,30,0.0490346083788706,0.3814285714285714,0.7382262621927229,0.06373307543520305,0.8449501600951073,0.0
0.0,0.0,0.15,0.15,0.0,0.0,30,QUIET,0,0,12,18,0.0864864864864864,0.48857142857142855,0.6406573376880165,0.0971428571428571,0.8069261103867091,0.0
0.0,0.0,0.15,0.25,0.0,0.0,30,MIXED,0,0,27,3,0.09014156033771345,0.4614285714285714,0.7302772196944125,0.10652305825242714,0.7965304681157654,0.0
0.0,0.0,0.15,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1213592233009708,0.4414285714285714,0.8134690336739202,0.1473684210526315,0.6863429896903391,0.0
0.0,0.0,0.25,0.01,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0457142857142857,0.42452583782046127,0.04999999999999995,0.4494951380474107,0.0
0.0,0.0,0.25,0.03,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0457142857142857,0.4349629124392531,0.04999999999999995,0.4452317594893834,0.0
0.0,0.0,0.25,0.05,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.04428571428571425,0.4269532931554025,0.04999999999999995,0.44646986029370483,0.0
0.0,0.0,0.25,0.1,0.0,0.0,30,MIXED,0,0,19,11,0.0854271356783919,0.4457142857142857,0.6683921889967562,0.1026708074534161,0.8105316737937724,0.0
0.0,0.0,0.25,0.15,0.0,0.0,30,MIXED,0,0,27,3,0.08749218261413375,0.4257142857142857,0.7133085929580254,0.10813186813186809,0.774970428369034,0.0
