sigma,pi_reward,base_opp,exit_threshold,seed,final_fund_prevalence,final_exit_rate,max_punish,enforcer_punish_share,top5_punishment_share,top10_punishment_share,regime_legacy,regime_hier,run_dir
0.95,0.8,-0.5,-1.0,5,0.1270491803278688,0.3028571428571429,0.1428571428571428,0.9742124445244209,0.7816822751095455,0.9815276226479939,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_-1.00/seed_05
0.95,0.8,-0.5,0.0,1,0.1234567901234567,0.3057142857142857,0.1371428571428571,0.963636092600922,0.818338306173973,0.9763598806518247,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_0.00/seed_01
0.95,0.8,-0.5,0.0,2,0.1081081081081081,0.26,0.1342857142857142,0.9711727428907195,0.7954523832175816,0.9798306536009894,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_0.00/seed_02
0.95,0.8,-0.5,0.0,3,0.1392405063291139,0.3228571428571428,0.14,0.9705458334765864,0.7937279151943463,0.9804770318021201,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_0.00/seed_03
0.95,0.8,-0.5,0.0,4,0.1306122448979592,0.3,0.1371428571428571,0.9799479937222034,0.7618132923549751,0.9856319631194775,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_0.00/seed_04
0.95,0.8,-0.5,0.0,5,0.1218487394957983,0.32,0.1485714285714285,0.9720587340488317,0.8081075775422065,0.9836081664703573,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_0.00/seed_05
0.95,0.8,-1.5,-1.0,1,0.1304347826086956,0.2771428571428571,0.1342857142857142,0.9723230923290056,0.7579446199591154,0.9825311280431147,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_-1.00/seed_01
0.95,0.8,-1.5,-1.0,2,0.123076923076923,0.2571428571428571,0.1285714285714285,0.9733981983266432,0.7772149725274725,0.9810267857142857,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_-1.00/seed_02
0.95,0.8,-1.5,-1.0,3,0.1358024691358024,0.3057142857142857,0.1371428571428571,0.9684252424963468,0.767240602181556,0.9806184080050482,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_-1.00/seed_03
0.95,0.8,-1.5,-1.0,4,0.1235521235521235,0.26,0.1314285714285714,0.9766889984442956,0.7589665409612453,0.9832303618711385,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_-1.00/seed_04
0.95,0.8,-1.5,-1.0,5,0.1352459016393442,0.3028571428571429,0.1457142857142857,0.9697398362964778,0.773033309709426,0.9810418143160878,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_-1.00/seed_05
0.95,0.8,-1.5,0.0,1,0.1183673469387755,0.3,0.1371428571428571,0.9641918072648945,0.8065682123308892,0.978828875348549,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_0.00/seed_01
0.95,0.8,-1.5,0.0,2,0.127906976744186,0.2628571428571428,0.1342857142857142,0.9674529233327112,0.7838666065795403,0.9779179810725552,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_0.00/seed_02
0.95,0.8,-1.5,0.0,3,0.1404255319148936,0.3285714285714285,0.1371428571428571,0.9696562322565407,0.7929158009300484,0.982091619669536,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_0.00/seed_03
0.95,0.8,-1.5,0.0,4,0.1324786324786324,0.3314285714285714,0.1342857142857142,0.977904616670543,0.7866169112034602,0.9849885505894326,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_0.00/seed_04
0.95,0.8,-1.5,0.0,5,0.1297071129707113,0.3171428571428571,0.1485714285714285,0.9661341668358033,0.8004509582863585,0.9804243107512555,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-1.50/exit_threshold_0.00/seed_05
0.95,0.8,0.0,-1.0,1,0.117408906882591,0.2942857142857142,0.1342857142857142,0.9719121500688638,0.7863288266994422,0.9796728751063629,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_-1.00/seed_01
0.95,0.8,0.0,-1.0,2,0.1085271317829457,0.2628571428571428,0.1314285714285714,0.9697363191759771,0.771971271971272,0.9779814779814779,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_-1.00/seed_02
0.95,0.8,0.0,-1.0,3,0.1208333333333333,0.3142857142857143,0.1428571428571428,0.9636343746653715,0.7622222222222222,0.9793939393939394,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_-1.00/seed_03
0.95,0.8,0.0,-1.0,4,0.1274900398406374,0.2828571428571428,0.1171428571428571,0.9767891330061858,0.7676379727811639,0.983384820906738,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_-1.00/seed_04
0.95,0.8,0.0,-1.0,5,0.1291666666666666,0.3142857142857143,0.12,0.9673443301137363,0.7880871670702179,0.9771428571428571,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_-1.00/seed_05
0.95,0.8,0.0,0.0,1,0.1363636363636363,0.3085714285714285,0.1371428571428571,0.9602760167261358,0.809687000228467,0.9779529358007768,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_0.00/seed_01
0.95,0.8,0.0,0.0,2,0.1181102362204724,0.2742857142857143,0.1371428571428571,0.9725704268654652,0.7594850287720667,0.9819565005364284,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_0.00/seed_02
0.95,0.8,0.0,0.0,3,0.1398305084745762,0.3257142857142857,0.14,0.9635409297445423,0.7658105776063344,0.9804080803979291,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_0.00/seed_03
0.95,0.8,0.0,0.0,4,0.1330645161290322,0.2914285714285714,0.1371428571428571,0.9754415209646978,0.7836418654325382,0.9828230687077252,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_0.00/seed_04
0.95,0.8,0.0,0.0,5,0.1228813559322034,0.3257142857142857,0.14,0.9641542236523146,0.8150912106135987,0.9763681592039801,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.00/exit_threshold_0.00/seed_05
0.95,0.8,0.3,-1.0,1,0.1393442622950819,0.3028571428571429,0.1257142857142857,0.9696674333078645,0.7937035805343088,0.9792705908435871,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_-1.00/seed_01
0.95,0.8,0.3,-1.0,2,0.1167315175097276,0.2657142857142857,0.1314285714285714,0.9669529111510681,0.7581834267177824,0.9774894328123465,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_-1.00/seed_02
0.95,0.8,0.3,-1.0,3,0.1308016877637131,0.3228571428571428,0.1428571428571428,0.9682050303969638,0.7774408732565191,0.9804932282191227,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_-1.00/seed_03
0.95,0.8,0.3,-1.0,4,0.1269841269841269,0.28,0.1257142857142857,0.9715444149964176,0.7734332671121545,0.9785985190536391,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_-1.00/seed_04
0.95,0.8,0.3,-1.0,5,0.1350210970464135,0.3228571428571428,0.1257142857142857,0.9705381521674089,0.7805561112222444,0.9803960792158432,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_-1.00/seed_05
0.95,0.8,0.3,0.0,1,0.1161825726141078,0.3114285714285714,0.1371428571428571,0.967929714616019,0.8233219567690557,0.9811149032992036,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_0.00/seed_01
0.95,0.8,0.3,0.0,2,0.12,0.2857142857142857,0.1257142857142857,0.9688241892112118,0.8161646478722264,0.977703933969343,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_0.00/seed_02
0.95,0.8,0.3,0.0,3,0.1336206896551724,0.3371428571428571,0.1285714285714285,0.9589251974451936,0.7935259221047202,0.9730461697188548,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_0.00/seed_03
0.95,0.8,0.3,0.0,4,0.1338912133891213,0.3171428571428571,0.1342857142857142,0.9734226510446456,0.7880664504079425,0.981126511353583,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_0.00/seed_04
0.95,0.8,0.3,0.0,5,0.1255230125523012,0.3171428571428571,0.1314285714285714,0.9640903393166865,0.8174855661600094,0.9747849652409567,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_0.30/exit_threshold_0.00/seed_05
